uid,orig_commodity,orig_first_period,orig_last_period,orig_status,n_steps_in_chain,journey,family_id,latest_commodity,final_status
IMR_0452,"3006.60.00.11 - Contraceptive prep, cont norethesterone acetate & ethinylestradiol, in dosage (Terminated 2011-12)",1988-01-01,2011-11-01,ended_2011-12,2,3006.60.00.11 -> 3006.60.00.00,IM_0224,"3006.60.00.00 - Chem contraceptive preparations,based on hormones/o prod of No 29.37/spermicides",active
IMR_0453,"3006.60.00.19 - Contraceptive prep based on hormones,o prod of 29.37/spermicides,in dosage,nes (Terminated 2011-12)",1988-01-01,2001-12-01,ended_2001-12,3,3006.60.00.19 -> 3006.60.00.10 -> 3006.60.00.00,IM_0224,"3006.60.00.00 - Chem contraceptive preparations,based on hormones/o prod of No 29.37/spermicides",active
IMR_0454,"3006.60.00.19 - Contraceptive prep, based on hormones,o prod of 29.37/spermicides,in dosage,nes (Terminated 2011-12)",2002-01-01,2011-12-01,ended_2011-12,3,3006.60.00.19 -> 3006.60.00.10 -> 3006.60.00.00,IM_0224,"3006.60.00.00 - Chem contraceptive preparations,based on hormones/o prod of No 29.37/spermicides",active
IMR_0455,"3006.60.00.90 - Contraceptive prep based on horm,on o prod of 29.37/spermicides,o/t in dos,nes (Terminated 2016-12)",1988-01-01,2001-12-01,ended_2001-12,2,3006.60.00.90 -> 3006.60.00.00,IM_0224,"3006.60.00.00 - Chem contraceptive preparations,based on hormones/o prod of No 29.37/spermicides",active
IMR_0456,"3006.60.00.90 - Contraceptive prep, based on horm,on o prod of 29.37/spermicides,o/t in dos,nes (Terminated 2016-12)",2002-01-01,2016-12-01,ended_2016-12,2,3006.60.00.90 -> 3006.60.00.00,IM_0224,"3006.60.00.00 - Chem contraceptive preparations,based on hormones/o prod of No 29.37/spermicides",active
IMR_0457,"3006.70.10.00 - Chem/biolog prep,incl kits cont ancill mat f med diag;f insemination anml semen",2002-01-01,2025-12-01,active,1,3006.70.10.00,IM_0228,"3006.70.10.00 - Chem/biolog prep,incl kits cont ancill mat f med diag;f insemination anml semen",active
IMR_0458,"3006.70.90.00 - Gel prep f human/vet medicine as lub f parts of body f oper/examination,etc,nes",2002-01-01,2025-12-01,active,1,3006.70.90.00,IM_0229,"3006.70.90.00 - Gel prep f human/vet medicine as lub f parts of body f oper/examination,etc,nes",active
IMR_0459,"3006.80.11.00 - Waste pharm,chem/biolog prep,incl kit w ancill mat f med diag;f insem anml semen (Terminated 2006-12)",2002-07-01,2006-12-01,ended_2006-12,2,3006.80.11.00 -> 3006.92.00.00,IM_0230,"3006.92.00.00 - Waste pharmaceuticals, nes",active
IMR_0460,"3006.80.19.00 - Waste of gel prep f human/vet med as lub f pts of body f oper/examin,etc,nes (Terminated 2006-12)",2002-01-01,2006-12-01,ended_2006-12,2,3006.80.19.00 -> 3006.92.00.00,IM_0230,"3006.92.00.00 - Waste pharmaceuticals, nes",active
IMR_0461,3006.80.90.10 - Waste pharmaceuticals of the goods of heading 30.01 (Terminated 2006-12),2002-01-01,2005-10-01,ended_2006-12,2,3006.80.90.10 -> 3006.92.00.00,IM_0230,"3006.92.00.00 - Waste pharmaceuticals, nes",active
IMR_0462,3006.80.90.20 - Waste pharmaceuticals of the goods of heading 30.02 (Terminated 2006-12),2004-07-01,2005-11-01,ended_2006-12,2,3006.80.90.20 -> 3006.92.00.00,IM_0230,"3006.92.00.00 - Waste pharmaceuticals, nes",active
IMR_0463,3006.80.90.30 - Waste pharmaceuticals of the goods of heading 30.03 (Terminated 2006-12),2002-02-01,2005-01-01,ended_2006-12,2,3006.80.90.30 -> 3006.92.00.00,IM_0230,"3006.92.00.00 - Waste pharmaceuticals, nes",active
IMR_0464,3006.80.90.41 - Waste pharmaceuticals of the goods of subheadings 3004.10 to 3004.39 (Terminated 2006-12),2003-06-01,2006-10-01,ended_2006-12,2,3006.80.90.41 -> 3006.92.00.00,IM_0230,"3006.92.00.00 - Waste pharmaceuticals, nes",active
IMR_0465,3006.80.90.42 - Waste pharmaceuticals of the goods of subheadings 3004.40 or 3004.50 (Terminated 2006-12),2003-12-01,2006-04-01,ended_2006-12,2,3006.80.90.42 -> 3006.92.00.00,IM_0230,"3006.92.00.00 - Waste pharmaceuticals, nes",active
IMR_0466,3006.80.90.43 - Waste pharmaceuticals of the goods of subheading 3004.90 (Terminated 2006-12),2002-05-01,2005-08-01,ended_2006-12,2,3006.80.90.43 -> 3006.92.00.00,IM_0230,"3006.92.00.00 - Waste pharmaceuticals, nes",active
IMR_0467,3006.80.90.50 - Waste pharmaceuticals of the goods of heading 30.05 (Terminated 2006-12),2002-04-01,2006-12-01,ended_2006-12,2,3006.80.90.50 -> 3006.92.00.00,IM_0230,"3006.92.00.00 - Waste pharmaceuticals, nes",active
IMR_0468,3006.80.90.60 - Waste pharmaceuticals of the goods of heading 30.06 (Terminated 2006-12),2002-01-01,2006-12-01,ended_2006-12,2,3006.80.90.60 -> 3006.92.00.00,IM_0230,"3006.92.00.00 - Waste pharmaceuticals, nes",active
IMR_0469,3006.91.00.00 - Appliances identifiable for ostomy use,2007-01-01,2025-12-01,active,1,3006.91.00.00,IM_0240,3006.91.00.00 - Appliances identifiable for ostomy use,active
IMR_0470,"3006.92.00.00 - Waste pharmaceuticals, nes",2007-01-01,2025-12-01,active,1,3006.92.00.00,IM_0230,"3006.92.00.00 - Waste pharmaceuticals, nes",active
IMR_0471,"3006.93.10.00 - Placebos and blinded/double-blinded kits,f clinical trial,syrup based,meas doses",2022-01-01,2025-12-01,active,1,3006.93.10.00,IM_0242,"3006.93.10.00 - Placebos and blinded/double-blinded kits,f clinical trial,syrup based,meas doses",active
IMR_0472,"3006.93.20.00 - Placebos and blinded/double-blinded kits,f clinical trial,sugar based,meas doses",2022-01-01,2025-12-01,active,1,3006.93.20.00,IM_0243,"3006.93.20.00 - Placebos and blinded/double-blinded kits,f clinical trial,sugar based,meas doses",active
IMR_0473,"3006.93.30.00 - Placebos & blinded/double-blinded kits,f clinical trial,o food based, meas doses",2022-01-01,2025-12-01,active,1,3006.93.30.00,IM_0244,"3006.93.30.00 - Placebos & blinded/double-blinded kits,f clinical trial,o food based, meas doses",active
IMR_0474,"3006.93.40.00 - Placebos & blinded/double kits,f clinical trial,non-alc bev based, in meas doses",2022-01-01,2025-08-01,active,1,3006.93.40.00,IM_0245,"3006.93.40.00 - Placebos & blinded/double kits,f clinical trial,non-alc bev based, in meas doses",active
IMR_0475,"3006.93.90.00 - Placebos & blinded/double-blinded kits,for clinical trial,in measured doses, nes",2022-01-01,2025-12-01,active,1,3006.93.90.00,IM_0246,"3006.93.90.00 - Placebos & blinded/double-blinded kits,for clinical trial,in measured doses, nes",active
