uid,orig_commodity,orig_first_period,orig_last_period,orig_status,n_steps_in_chain,journey,family_id,latest_commodity,final_status
IMR_0104,"3003.31.91.00 - Insulin, cont more than 23% of absolute ethyl alcohol by volume, in bulk (Terminated 1997-12)",1988-02-01,1990-05-01,ended_1997-12,3,3003.31.91.00 -> 3003.90.00.20 -> 3003.90.00.90,IM_0064,"3003.90.00.90 - Medicaments, nes,mix,therap/prophltc uses,not for retail sale,o/t No 30.02/05/06",active
IMR_0105,"3003.31.99.00 - Insulin, formulated, in bulk, nes (Terminated 1997-12)",1988-01-01,1997-12-01,ended_1997-12,3,3003.31.99.00 -> 3003.31.00.90 -> 3003.31.00.00,IM_0061,"3003.31.00.00 - Medicaments,cont insulin,mixed,not in doses/forms/pack/frs,o/t No 30.02/05/06",active
IMR_0106,"3003.39.00.00 - Medi,cont horm/prostaglandins/thromboxanes/leukotrienes/deriv/analogues,nes,nfrs",2012-01-01,2025-12-01,active,1,3003.39.00.00,IM_0065,"3003.39.00.00 - Medi,cont horm/prostaglandins/thromboxanes/leukotrienes/deriv/analogues,nes,nfrs",active
IMR_0107,"3003.39.00.10 - Epinephrine & its solutions, prepared for parenteral admin in humans, in bulk (Terminated 2011-12)",1998-01-01,2001-10-01,ended_2001-10,2,3003.39.00.10 -> 3003.39.00.00,IM_0065,"3003.39.00.00 - Medi,cont horm/prostaglandins/thromboxanes/leukotrienes/deriv/analogues,nes,nfrs",active
IMR_0108,"3003.39.00.10 - Epinephrine and its solutions, prepared for parenteral admin in humans, in bulk (Terminated 2011-12)",2002-01-01,2011-12-01,ended_2011-12,2,3003.39.00.10 -> 3003.39.00.00,IM_0065,"3003.39.00.00 - Medi,cont horm/prostaglandins/thromboxanes/leukotrienes/deriv/analogues,nes,nfrs",active
IMR_0109,"3003.39.00.90 - Hormones, nes, not containing antibiotics, in bulk, o/t contraceptives (Terminated 2011-12)",1998-01-01,2011-12-01,ended_2011-12,2,3003.39.00.90 -> 3003.39.00.00,IM_0065,"3003.39.00.00 - Medi,cont horm/prostaglandins/thromboxanes/leukotrienes/deriv/analogues,nes,nfrs",active
IMR_0110,"3003.39.10.00 - Epinephrine & its solutions, prepared for parenteral admin in humans, in bulk (Terminated 1997-12)",1988-01-01,1997-12-01,ended_1997-12,3,3003.39.10.00 -> 3003.39.00.10 -> 3003.39.00.00,IM_0065,"3003.39.00.00 - Medi,cont horm/prostaglandins/thromboxanes/leukotrienes/deriv/analogues,nes,nfrs",active
IMR_0111,"3003.39.91.00 - Hormones, containing more than 23% of absolute ethyl alcohol by volume, in bulk (Terminated 1997-12)",1988-01-01,1997-07-01,ended_1997-12,3,3003.39.91.00 -> 3003.90.00.20 -> 3003.90.00.90,IM_0064,"3003.90.00.90 - Medicaments, nes,mix,therap/prophltc uses,not for retail sale,o/t No 30.02/05/06",active
IMR_0112,"3003.39.99.00 - Hormones, nes, not cont antibiotics, in bulk, o/t contraceptives (Terminated 1997-12)",1988-01-01,1997-12-01,ended_1997-12,3,3003.39.99.00 -> 3003.39.00.90 -> 3003.39.00.00,IM_0065,"3003.39.00.00 - Medi,cont horm/prostaglandins/thromboxanes/leukotrienes/deriv/analogues,nes,nfrs",active
IMR_0113,"3003.40.00.00 - Alkaloids or their derivs, formulated, not cont antibiotics/hormones, in bulk (Terminated 2016-12)",1998-01-01,2016-12-01,ended_2016-12,2,3003.40.00.00 -> 3003.49.00.00,IM_0068,"3003.49.00.00 - Medi,cont alkaloids/deriv t/o,nes,mix,f therap/prophltc,nfrs,o/t No 30.02/05/06",active
IMR_0114,"3003.40.10.00 - Alkaloids or their derivs, cont more than 23% of absol ethyl alc by vol, in bulk (Terminated 1997-12)",1992-03-01,1993-08-01,ended_1997-12,2,3003.40.10.00 -> 3003.49.00.00,IM_0068,"3003.49.00.00 - Medi,cont alkaloids/deriv t/o,nes,mix,f therap/prophltc,nfrs,o/t No 30.02/05/06",active
IMR_0115,"3003.40.90.00 - Alkaloids or their derivs, formltd, not cont antibiotics or horm, in bulk, nes (Terminated 1997-12)",1988-02-01,1997-12-01,ended_1997-12,3,3003.40.90.00 -> 3003.40.00.00 -> 3003.49.00.00,IM_0068,"3003.49.00.00 - Medi,cont alkaloids/deriv t/o,nes,mix,f therap/prophltc,nfrs,o/t No 30.02/05/06",active
IMR_0116,"3003.41.00.00 - Medicaments,cont ephedrin/salts,mix,therap/prophltc uses,nfrs,o/t No 30.02/05/06",2017-06-01,2025-12-01,active,1,3003.41.00.00,IM_0070,"3003.41.00.00 - Medicaments,cont ephedrin/salts,mix,therap/prophltc uses,nfrs,o/t No 30.02/05/06",active
IMR_0117,"3003.42.00.00 - Medicaments,cont pseudoephedrine/sa,mix,therap/prophltc,nfrs,o/t No 30.02/05/06",2022-09-01,2024-01-01,active,1,3003.42.00.00,IM_0071,"3003.42.00.00 - Medicaments,cont pseudoephedrine/sa,mix,therap/prophltc,nfrs,o/t No 30.02/05/06",active
IMR_0118,"3003.43.00.00 - Medicaments,cont norephedrine/salts,mix,therap/prophltc,nfrs,o/t No 30.02/05/06",2017-01-01,2025-06-01,active,1,3003.43.00.00,IM_0072,"3003.43.00.00 - Medicaments,cont norephedrine/salts,mix,therap/prophltc,nfrs,o/t No 30.02/05/06",active
IMR_0119,"3003.49.00.00 - Medi,cont alkaloids/deriv t/o,nes,mix,f therap/prophltc,nfrs,o/t No 30.02/05/06",2017-01-01,2025-12-01,active,1,3003.49.00.00,IM_0068,"3003.49.00.00 - Medi,cont alkaloids/deriv t/o,nes,mix,f therap/prophltc,nfrs,o/t No 30.02/05/06",active
IMR_0120,"3003.60.00.00 - Medicaments,cont antimalarial active principles,mixed,nfrs,o/t No 30.02/05/06",2017-01-01,2025-08-01,active,1,3003.60.00.00,IM_0074,"3003.60.00.00 - Medicaments,cont antimalarial active principles,mixed,nfrs,o/t No 30.02/05/06",active
IMR_0121,"3003.90.00.10 - Fractioned soya oil emulsions, prepr for parenteral admin; mx of amino acids,etc (Terminated 2011-12)",1998-01-01,2011-12-01,ended_2011-12,2,3003.90.00.10 -> 3003.90.00.90,IM_0064,"3003.90.00.90 - Medicaments, nes,mix,therap/prophltc uses,not for retail sale,o/t No 30.02/05/06",active
IMR_0122,"3003.90.00.20 - Medicaments, nes, cont more than 23% of absolute ethyl alcohol by volume,in bulk (Terminated 2011-12)",1998-01-01,2011-12-01,ended_2011-12,2,3003.90.00.20 -> 3003.90.00.90,IM_0064,"3003.90.00.90 - Medicaments, nes,mix,therap/prophltc uses,not for retail sale,o/t No 30.02/05/06",active
IMR_0123,"3003.90.00.30 - Medicaments containing acetaminophen, in bulk",2012-01-01,2016-12-01,ended_2016-12,1,3003.90.00.30,IM_0076,"3003.90.00.30 - Medicaments,cont acetaminophen,mix,therap/prophltc uses,nfrs,o/t No 30.02/05/06",active
IMR_0124,"3003.90.00.30 - Medicaments,cont acetaminophen,mix,therap/prophltc uses,nfrs,o/t No 30.02/05/06",2017-01-01,2025-12-01,active,1,3003.90.00.30,IM_0076,"3003.90.00.30 - Medicaments,cont acetaminophen,mix,therap/prophltc uses,nfrs,o/t No 30.02/05/06",active
IMR_0125,"3003.90.00.90 - Medicaments, nes,mix,therap/prophltc uses,not for retail sale,o/t No 30.02/05/06",2017-01-01,2025-12-01,active,1,3003.90.00.90,IM_0064,"3003.90.00.90 - Medicaments, nes,mix,therap/prophltc uses,not for retail sale,o/t No 30.02/05/06",active
IMR_0126,"3003.90.00.90 - Other medicaments, formulated, in bulk, nes",2012-01-01,2016-12-01,ended_2016-12,1,3003.90.00.90,IM_0064,"3003.90.00.90 - Medicaments, nes,mix,therap/prophltc uses,not for retail sale,o/t No 30.02/05/06",active
IMR_0127,"3003.90.00.91 - Medicaments containing acetaminophen, in bulk (Terminated 2011-12)",1998-01-01,2011-12-01,ended_2011-12,2,3003.90.00.91 -> 3003.90.00.30,IM_0076,"3003.90.00.30 - Medicaments,cont acetaminophen,mix,therap/prophltc uses,nfrs,o/t No 30.02/05/06",active
IMR_0128,"3003.90.00.99 - Medicaments nes, formulated, in bulk (Terminated 2011-12)",1998-01-01,2001-12-01,ended_2001-12,2,3003.90.00.99 -> 3003.90.00.90,IM_0064,"3003.90.00.90 - Medicaments, nes,mix,therap/prophltc uses,not for retail sale,o/t No 30.02/05/06",active
IMR_0129,"3003.90.00.99 - Medicaments, nes, formulated, in bulk (Terminated 2011-12)",2002-01-01,2011-12-01,ended_2011-12,2,3003.90.00.99 -> 3003.90.00.90,IM_0064,"3003.90.00.90 - Medicaments, nes,mix,therap/prophltc uses,not for retail sale,o/t No 30.02/05/06",active
IMR_0130,"3003.90.10.00 - Fractioned soya oil emulsions, prepr for parenteral admin; mx of amino acids,etc (Terminated 1997-12)",1988-01-01,1997-12-01,ended_1997-12,3,3003.90.10.00 -> 3003.90.00.10 -> 3003.90.00.90,IM_0064,"3003.90.00.90 - Medicaments, nes,mix,therap/prophltc uses,not for retail sale,o/t No 30.02/05/06",active
IMR_0131,"3003.90.91.00 - Medicaments, nes, cont more than 23% of absolute ethyl alcohol by volume,in bulk (Terminated 1997-12)",1988-01-01,1997-12-01,ended_1997-12,3,3003.90.91.00 -> 3003.90.00.20 -> 3003.90.00.90,IM_0064,"3003.90.00.90 - Medicaments, nes,mix,therap/prophltc uses,not for retail sale,o/t No 30.02/05/06",active
IMR_0132,"3003.90.99.00 - Medicaments, nes, formulated, in bulk (Terminated 1994-12)",1988-01-01,1994-12-01,ended_1994-12,4,3003.90.99.00 -> 3003.90.99.90 -> 3003.90.00.99 -> 3003.90.00.90,IM_0064,"3003.90.00.90 - Medicaments, nes,mix,therap/prophltc uses,not for retail sale,o/t No 30.02/05/06",active
IMR_0133,"3003.90.99.10 - Medicaments containing acetaminophen, in bulk (Terminated 1997-12)",1995-01-01,1997-12-01,ended_1997-12,3,3003.90.99.10 -> 3003.90.00.91 -> 3003.90.00.30,IM_0076,"3003.90.00.30 - Medicaments,cont acetaminophen,mix,therap/prophltc uses,nfrs,o/t No 30.02/05/06",active
IMR_0134,"3003.90.99.90 - Medicaments nes, formulated, in bulk (Terminated 1997-12)",1995-01-01,1997-12-01,ended_1997-12,3,3003.90.99.90 -> 3003.90.00.99 -> 3003.90.00.90,IM_0064,"3003.90.00.90 - Medicaments, nes,mix,therap/prophltc uses,not for retail sale,o/t No 30.02/05/06",active
IMR_0135,"3004.10.00.10 - Medicaments,cont penicillins/their derivatives, for human use, in doses/pack frs",2012-01-01,2025-12-01,active,1,3004.10.00.10,IM_0079,"3004.10.00.10 - Medicaments,cont penicillins/their derivatives, for human use, in doses/pack frs",active
IMR_0136,"3004.10.00.11 - Penicillin G sodium for human use, in dosage (Terminated 2011-12)",1988-01-01,2001-12-01,ended_2001-12,2,3004.10.00.11 -> 3004.10.00.10,IM_0079,"3004.10.00.10 - Medicaments,cont penicillins/their derivatives, for human use, in doses/pack frs",active
IMR_0137,"3004.10.00.11 - Penicillin G sodium, for human use, in dosage (Terminated 2011-12)",2002-08-01,2011-12-01,ended_2011-12,2,3004.10.00.11 -> 3004.10.00.10,IM_0079,"3004.10.00.10 - Medicaments,cont penicillins/their derivatives, for human use, in doses/pack frs",active
IMR_0138,"3004.10.00.12 - Penicillin G procaine for human use, in dosage (Terminated 2011-12)",1988-01-01,1991-02-01,ended_1991-02,2,3004.10.00.12 -> 3004.10.00.10,IM_0079,"3004.10.00.10 - Medicaments,cont penicillins/their derivatives, for human use, in doses/pack frs",active
IMR_0139,"3004.10.00.12 - Penicillin V for human use, in dosage (Terminated 2011-12)",1992-08-01,2001-05-01,ended_2001-05,2,3004.10.00.12 -> 3004.10.00.10,IM_0079,"3004.10.00.10 - Medicaments,cont penicillins/their derivatives, for human use, in doses/pack frs",active
IMR_0140,"3004.10.00.12 - Penicillin V, for human use, in dosage (Terminated 2011-12)",2003-04-01,2011-11-01,ended_2011-12,2,3004.10.00.12 -> 3004.10.00.10,IM_0079,"3004.10.00.10 - Medicaments,cont penicillins/their derivatives, for human use, in doses/pack frs",active
IMR_0141,"3004.10.00.13 - Amoxycillin for human use, in dosage (Terminated 2011-12)",1992-01-01,2001-11-01,ended_2001-11,3,3004.10.00.13 -> 3004.10.00.12 -> 3004.10.00.10,IM_0079,"3004.10.00.10 - Medicaments,cont penicillins/their derivatives, for human use, in doses/pack frs",active
IMR_0142,"3004.10.00.13 - Amoxycillin, for human use, in dosage (Terminated 2011-12)",2002-01-01,2011-12-01,ended_2011-12,3,3004.10.00.13 -> 3004.10.00.12 -> 3004.10.00.10,IM_0079,"3004.10.00.10 - Medicaments,cont penicillins/their derivatives, for human use, in doses/pack frs",active
IMR_0143,"3004.10.00.13 - Penicillin V for human use, in dosage (Terminated 2011-12)",1988-01-01,1991-10-01,ended_1991-10,3,3004.10.00.13 -> 3004.10.00.12 -> 3004.10.00.10,IM_0079,"3004.10.00.10 - Medicaments,cont penicillins/their derivatives, for human use, in doses/pack frs",active
IMR_0144,"3004.10.00.14 - Amoxycillin for human use, in dosage (Terminated 1991-12)",1988-01-01,1991-12-01,ended_1991-12,4,3004.10.00.14 -> 3004.10.00.13 -> 3004.10.00.12 -> 3004.10.00.10,IM_0079,"3004.10.00.10 - Medicaments,cont penicillins/their derivatives, for human use, in doses/pack frs",active
IMR_0145,"3004.10.00.19 - Penicillins or their derivatives, nes, for human use, in dosage (Terminated 2011-12)",2002-01-01,2011-12-01,ended_2011-12,2,3004.10.00.19 -> 3004.10.00.10,IM_0079,"3004.10.00.10 - Medicaments,cont penicillins/their derivatives, for human use, in doses/pack frs",active
IMR_0146,"3004.10.00.19 - Penicillins or their derivs nes, for human use, in dosage (Terminated 2011-12)",1988-01-01,2001-12-01,ended_2001-12,2,3004.10.00.19 -> 3004.10.00.10,IM_0079,"3004.10.00.10 - Medicaments,cont penicillins/their derivatives, for human use, in doses/pack frs",active
IMR_0147,"3004.10.00.20 - Streptomycins or their derivatives, for human use, in dosage (Terminated 2011-12)",2002-01-01,2011-12-01,ended_2011-12,2,3004.10.00.20 -> 3004.10.00.10,IM_0079,"3004.10.00.10 - Medicaments,cont penicillins/their derivatives, for human use, in doses/pack frs",active
IMR_0148,"3004.10.00.20 - Streptomycins or their derivs, for human use, in dosage (Terminated 2011-12)",1988-01-01,2001-12-01,ended_2001-12,2,3004.10.00.20 -> 3004.10.00.10,IM_0079,"3004.10.00.10 - Medicaments,cont penicillins/their derivatives, for human use, in doses/pack frs",active
IMR_0149,"3004.10.00.31 - Penicillins or their derivatives, for veterinary use, in dosage (Terminated 2011-12)",2002-01-01,2011-12-01,ended_2011-12,2,3004.10.00.31 -> 3004.10.00.10,IM_0079,"3004.10.00.10 - Medicaments,cont penicillins/their derivatives, for human use, in doses/pack frs",active
IMR_0150,"3004.10.00.31 - Penicillins or their derivs, for vet use, in dosage (Terminated 2011-12)",1988-01-01,2001-12-01,ended_2001-12,2,3004.10.00.31 -> 3004.10.00.10,IM_0079,"3004.10.00.10 - Medicaments,cont penicillins/their derivatives, for human use, in doses/pack frs",active
IMR_0151,"3004.10.00.32 - Streptomycins or their derivatives, for veterinary use, in dosage (Terminated 2011-12)",2002-01-01,2011-12-01,ended_2011-12,2,3004.10.00.32 -> 3004.10.00.10,IM_0079,"3004.10.00.10 - Medicaments,cont penicillins/their derivatives, for human use, in doses/pack frs",active
IMR_0152,"3004.10.00.32 - Streptomycins or their derivs, for vet use, in dosage (Terminated 2011-12)",1988-02-01,2001-12-01,ended_2001-12,2,3004.10.00.32 -> 3004.10.00.10,IM_0079,"3004.10.00.10 - Medicaments,cont penicillins/their derivatives, for human use, in doses/pack frs",active
IMR_0153,"3004.10.00.90 - Medi cont penicillins/streptomycins/deriv,f veterinary use,in doses/pack frs,nes",2012-01-01,2025-12-01,active,1,3004.10.00.90,IM_0079,"3004.10.00.10 - Medicaments,cont penicillins/their derivatives, for human use, in doses/pack frs",active
IMR_0154,"3004.20.00.10 - Tetracyclines or their derivatives, for human use, in dosage (Terminated 2011-12)",2002-01-01,2011-12-01,ended_2011-12,2,3004.20.00.10 -> 3004.20.00.19,IM_0089,"3004.20.00.19 - Medi,cont antibiotics,hum,therap/prophltc,doses/pack frs,o/t No 30.02/05/06,nes",active
IMR_0155,"3004.20.00.10 - Tetracyclines or their derivs, for human use, in dosage (Terminated 2011-12)",1988-01-01,2001-11-01,ended_2001-11,2,3004.20.00.10 -> 3004.20.00.19,IM_0089,"3004.20.00.19 - Medi,cont antibiotics,hum,therap/prophltc,doses/pack frs,o/t No 30.02/05/06,nes",active
IMR_0156,"3004.20.00.11 - Medicaments containing cephalosporins, for human use, in doses/packings frs",2012-01-01,2025-12-01,active,1,3004.20.00.11,IM_0090,"3004.20.00.11 - Medicaments containing cephalosporins, for human use, in doses/packings frs",active
IMR_0157,"3004.20.00.12 - Medicaments containing vancomycin, for human use, in doses/pack for retail sale",2012-01-01,2025-12-01,active,1,3004.20.00.12,IM_0091,"3004.20.00.12 - Medicaments containing vancomycin, for human use, in doses/pack for retail sale",active
IMR_0158,"3004.20.00.13 - Medicaments containing erythromycin, for human use,in doses/pack for retail sale",2012-01-01,2025-12-01,active,1,3004.20.00.13,IM_0092,"3004.20.00.13 - Medicaments containing erythromycin, for human use,in doses/pack for retail sale",active
IMR_0159,"3004.20.00.18 - Medicaments containing macrolide,o/t erythromycin,f human use,doses/pack frs,nes",2012-01-01,2025-12-01,active,1,3004.20.00.18,IM_0093,"3004.20.00.18 - Medicaments containing macrolide,o/t erythromycin,f human use,doses/pack frs,nes",active
IMR_0160,"3004.20.00.19 - Medi,cont antibiotics,hum,therap/prophltc,doses/pack frs,o/t No 30.02/05/06,nes",2012-01-01,2025-12-01,active,1,3004.20.00.19,IM_0089,"3004.20.00.19 - Medi,cont antibiotics,hum,therap/prophltc,doses/pack frs,o/t No 30.02/05/06,nes",active
IMR_0161,"3004.20.00.20 - Cephalosporins, for human use, in dosage (Terminated 2011-12)",1988-01-01,2011-12-01,ended_2011-12,2,3004.20.00.20 -> 3004.20.00.11,IM_0090,"3004.20.00.11 - Medicaments containing cephalosporins, for human use, in doses/packings frs",active
IMR_0162,"3004.20.00.31 - Erythromycin, for human use, in dosage (Terminated 2011-12)",1988-01-01,2011-12-01,ended_2011-12,2,3004.20.00.31 -> 3004.20.00.13,IM_0092,"3004.20.00.13 - Medicaments containing erythromycin, for human use,in doses/pack for retail sale",active
IMR_0163,"3004.20.00.39 - Macrolide antibiotics nes, for human use, in dosage (Terminated 2011-12)",1988-01-01,2001-12-01,ended_2001-12,2,3004.20.00.39 -> 3004.20.00.19,IM_0089,"3004.20.00.19 - Medi,cont antibiotics,hum,therap/prophltc,doses/pack frs,o/t No 30.02/05/06,nes",active
IMR_0164,"3004.20.00.39 - Macrolide antibiotics, nes, for human use, in dosage (Terminated 2011-12)",2002-01-01,2011-12-01,ended_2011-12,2,3004.20.00.39 -> 3004.20.00.19,IM_0089,"3004.20.00.19 - Medi,cont antibiotics,hum,therap/prophltc,doses/pack frs,o/t No 30.02/05/06,nes",active
IMR_0165,"3004.20.00.41 - Gentamycins, for human use, in dosage (Terminated 2011-12)",1988-01-01,2011-12-01,ended_2011-12,2,3004.20.00.41 -> 3004.20.00.19,IM_0089,"3004.20.00.19 - Medi,cont antibiotics,hum,therap/prophltc,doses/pack frs,o/t No 30.02/05/06,nes",active
IMR_0166,"3004.20.00.42 - Kanamycins, for human use, in dosage (Terminated 1991-06)",1989-10-01,1990-07-01,ended_1991-06,3,3004.20.00.42 -> 3004.20.00.64 -> 3004.20.00.19,IM_0089,"3004.20.00.19 - Medi,cont antibiotics,hum,therap/prophltc,doses/pack frs,o/t No 30.02/05/06,nes",active
IMR_0167,"3004.20.00.49 - Aminoglycoside antibiotics, nes, for human use, in dosage (Terminated 2011-12)",1988-01-01,2011-12-01,ended_2011-12,2,3004.20.00.49 -> 3004.20.00.19,IM_0089,"3004.20.00.19 - Medi,cont antibiotics,hum,therap/prophltc,doses/pack frs,o/t No 30.02/05/06,nes",active
IMR_0168,"3004.20.00.51 - Bacitracin, for human use, in dosage (Terminated 2011-12)",1990-03-01,2011-12-01,ended_2011-12,2,3004.20.00.51 -> 3004.20.00.19,IM_0089,"3004.20.00.19 - Medi,cont antibiotics,hum,therap/prophltc,doses/pack frs,o/t No 30.02/05/06,nes",active
IMR_0169,"3004.20.00.52 - Polymyxins, for human use, in dosage (Terminated 1997-12)",1988-01-01,1996-11-01,ended_1997-12,2,3004.20.00.52 -> 3004.20.00.19,IM_0089,"3004.20.00.19 - Medi,cont antibiotics,hum,therap/prophltc,doses/pack frs,o/t No 30.02/05/06,nes",active
IMR_0170,"3004.20.00.59 - Polypeptide antibiotics, nes, for human use, in dosage (Terminated 2011-12)",1988-01-01,1997-12-01,ended_1997-12,2,3004.20.00.59 -> 3004.20.00.19,IM_0089,"3004.20.00.19 - Medi,cont antibiotics,hum,therap/prophltc,doses/pack frs,o/t No 30.02/05/06,nes",active
IMR_0171,"3004.20.00.59 - Polypeptides antibiotics, nes, for human use, in dosage (Terminated 2011-12)",1998-01-01,2011-12-01,ended_2011-12,2,3004.20.00.59 -> 3004.20.00.19,IM_0089,"3004.20.00.19 - Medi,cont antibiotics,hum,therap/prophltc,doses/pack frs,o/t No 30.02/05/06,nes",active
IMR_0172,"3004.20.00.61 - Chloramphenicol, for human use, in dosage (Terminated 2011-12)",1988-02-01,2011-10-01,ended_2011-12,2,3004.20.00.61 -> 3004.20.00.19,IM_0089,"3004.20.00.19 - Medi,cont antibiotics,hum,therap/prophltc,doses/pack frs,o/t No 30.02/05/06,nes",active
IMR_0173,"3004.20.00.62 - Mitomycin C, for human use, in dosage (Terminated 2011-12)",1988-03-01,2011-10-01,ended_2011-12,2,3004.20.00.62 -> 3004.20.00.19,IM_0089,"3004.20.00.19 - Medi,cont antibiotics,hum,therap/prophltc,doses/pack frs,o/t No 30.02/05/06,nes",active
IMR_0174,"3004.20.00.63 - Vancomycin, for human use, in dosage (Terminated 2011-12)",1988-01-01,2011-12-01,ended_2011-12,2,3004.20.00.63 -> 3004.20.00.12,IM_0091,"3004.20.00.12 - Medicaments containing vancomycin, for human use, in doses/pack for retail sale",active
IMR_0175,"3004.20.00.64 - Lincomycin, for human use, in dosage (Terminated 1991-12)",1991-12-01,1991-12-01,ended_1991-12,2,3004.20.00.64 -> 3004.20.00.19,IM_0089,"3004.20.00.19 - Medi,cont antibiotics,hum,therap/prophltc,doses/pack frs,o/t No 30.02/05/06,nes",active
IMR_0176,"3004.20.00.64 - Rifamycins, for human use, in dosage (Terminated 1991-12)",1988-01-01,1991-06-01,ended_1991-06,2,3004.20.00.64 -> 3004.20.00.19,IM_0089,"3004.20.00.19 - Medi,cont antibiotics,hum,therap/prophltc,doses/pack frs,o/t No 30.02/05/06,nes",active
IMR_0177,"3004.20.00.65 - Lincomycin, for human use, in dosage (Terminated 1991-12)",1988-12-01,1989-04-01,ended_1991-12,3,3004.20.00.65 -> 3004.20.00.64 -> 3004.20.00.19,IM_0089,"3004.20.00.19 - Medi,cont antibiotics,hum,therap/prophltc,doses/pack frs,o/t No 30.02/05/06,nes",active
IMR_0178,"3004.20.00.66 - Spectinomycin, for human use, in dosage (Terminated 1991-06)",1988-01-01,1991-01-01,ended_1991-06,3,3004.20.00.66 -> 3004.20.00.64 -> 3004.20.00.19,IM_0089,"3004.20.00.19 - Medi,cont antibiotics,hum,therap/prophltc,doses/pack frs,o/t No 30.02/05/06,nes",active
IMR_0179,"3004.20.00.69 - Antibiotics, nes, for human use, in dosage (Terminated 2011-12)",1988-01-01,2011-12-01,ended_2011-12,2,3004.20.00.69 -> 3004.20.00.19,IM_0089,"3004.20.00.19 - Medi,cont antibiotics,hum,therap/prophltc,doses/pack frs,o/t No 30.02/05/06,nes",active
IMR_0180,"3004.20.00.70 - Antibiotics, nes, for vet use, in dosage (Terminated 1988-12)",1988-01-01,1988-12-01,ended_1988-12,3,3004.20.00.70 -> 3004.20.00.79 -> 3004.20.00.90,IM_0109,"3004.20.00.90 - Medi,cont antibiotics,for veterinary use,doses/pack frs,o/t No 30.02/05/06,nes",active
IMR_0181,"3004.20.00.71 - Ivermectin, for vet use, in dosage (Terminated 2011-12)",1989-01-01,2001-12-01,ended_2001-12,2,3004.20.00.71 -> 3004.20.00.80,IM_0110,"3004.20.00.80 - Medicaments,cont ivermectin,for veterinary use,doses/pack frs,o/t No 30.02/05/06",active
IMR_0182,"3004.20.00.71 - Ivermectin, for veterinary use, in dosage (Terminated 2011-12)",2002-01-01,2011-12-01,ended_2011-12,2,3004.20.00.71 -> 3004.20.00.80,IM_0110,"3004.20.00.80 - Medicaments,cont ivermectin,for veterinary use,doses/pack frs,o/t No 30.02/05/06",active
IMR_0183,"3004.20.00.79 - Antibiotics, nes, for vet use, in dosage (Terminated 2011-12)",1989-01-01,2001-12-01,ended_2001-12,2,3004.20.00.79 -> 3004.20.00.90,IM_0109,"3004.20.00.90 - Medi,cont antibiotics,for veterinary use,doses/pack frs,o/t No 30.02/05/06,nes",active
IMR_0184,"3004.20.00.79 - Antibiotics, nes, for veterinary use, in dosage (Terminated 2011-12)",2002-01-01,2011-12-01,ended_2011-12,2,3004.20.00.79 -> 3004.20.00.90,IM_0109,"3004.20.00.90 - Medi,cont antibiotics,for veterinary use,doses/pack frs,o/t No 30.02/05/06,nes",active
IMR_0185,"3004.20.00.80 - Medicaments,cont ivermectin,for veterinary use,doses/pack frs,o/t No 30.02/05/06",2012-01-01,2025-12-01,active,1,3004.20.00.80,IM_0110,"3004.20.00.80 - Medicaments,cont ivermectin,for veterinary use,doses/pack frs,o/t No 30.02/05/06",active
IMR_0186,"3004.20.00.90 - Medi,cont antibiotics,for veterinary use,doses/pack frs,o/t No 30.02/05/06,nes",2012-01-01,2025-12-01,active,1,3004.20.00.90,IM_0109,"3004.20.00.90 - Medi,cont antibiotics,for veterinary use,doses/pack frs,o/t No 30.02/05/06,nes",active
IMR_0187,"3004.31.00.00 - Medicaments,cont insulin,in doses/forms/pack f retail sale,o/t No 30.02/05/06",2012-01-01,2025-12-01,active,1,3004.31.00.00,IM_0113,"3004.31.00.00 - Medicaments,cont insulin,in doses/forms/pack f retail sale,o/t No 30.02/05/06",active
IMR_0188,"3004.31.00.10 - Insulin, w/n mixed w zinc, globin or protamine, prepr for parentl admin, in dos (Terminated 2011-12)",1998-01-01,2001-12-01,ended_2001-12,2,3004.31.00.10 -> 3004.31.00.00,IM_0113,"3004.31.00.00 - Medicaments,cont insulin,in doses/forms/pack f retail sale,o/t No 30.02/05/06",active
IMR_0189,"3004.31.00.10 - Insulin, w/n mixed w zinc,globin or protamine, prepr for parentl admin,in dosage (Terminated 2011-12)",2002-01-01,2011-12-01,ended_2011-12,2,3004.31.00.10 -> 3004.31.00.00,IM_0113,"3004.31.00.00 - Medicaments,cont insulin,in doses/forms/pack f retail sale,o/t No 30.02/05/06",active
IMR_0190,"3004.31.00.90 - Insulin, nes, for human use, in dosage (Terminated 2011-12)",1998-01-01,2011-12-01,ended_2011-12,2,3004.31.00.90 -> 3004.31.00.00,IM_0113,"3004.31.00.00 - Medicaments,cont insulin,in doses/forms/pack f retail sale,o/t No 30.02/05/06",active
IMR_0191,"3004.31.10.00 - Insulin, w/n mixed w zinc, globin or protamine, prepr for parentl admin, in dos (Terminated 1997-12)",1988-01-01,1997-12-01,ended_1997-12,3,3004.31.10.00 -> 3004.31.00.10 -> 3004.31.00.00,IM_0113,"3004.31.00.00 - Medicaments,cont insulin,in doses/forms/pack f retail sale,o/t No 30.02/05/06",active
