retiring_code,span_index,flow,last_period,total_value_cad,retiring_description,rank,candidate,candidate_description,similarity_score,vetoed_by,record_overruled_gate,review_flag,same_content_words
3004320082,1,imports,200111,25.00,"Betamethasone, for human use, in dosage",8,3004320010,"Adrenal cortical horm, cont more than 23% of abs ethyl alc by vol, in dosage",0.2909,,,,no
3004320089,1,imports,200112,128397239.00,"Adrenal cortical hormones, nes, for human use, in dosage",1,3004320011,"Hydrocortisone, for human use, in dosage",0.7473,,,swapped term,no
3004320089,1,imports,200112,128397239.00,"Adrenal cortical hormones, nes, for human use, in dosage",2,3004320020,"Corticosteriod hormones, for veterinary use, in dosage",0.6667,use,,,no
3004320089,1,imports,200112,128397239.00,"Adrenal cortical hormones, nes, for human use, in dosage",3,3004320019,"Medicaments containing corticosteroid hormones, for human use, nes",0.6325,,,,no
3004320089,1,imports,200112,128397239.00,"Adrenal cortical hormones, nes, for human use, in dosage",4,3004320000,"Medi,cont corticosteroid horm/deriv/struct ana,in doses/frs,o/t No 30.02/05/06",0.4122,continuity,,,no
3004320090,1,imports,200112,38149408.00,"Adrenal cortical hormones, for vet use, in dosage",1,3004320020,"Corticosteriod hormones, for veterinary use, in dosage",0.7475,,,swapped term,no
3004320090,1,imports,200112,38149408.00,"Adrenal cortical hormones, for vet use, in dosage",2,3004320011,"Hydrocortisone, for human use, in dosage",0.6824,use,,,no
3004320090,1,imports,200112,38149408.00,"Adrenal cortical hormones, for vet use, in dosage",3,3004320019,"Medicaments containing corticosteroid hormones, for human use, nes",0.5766,use,,,no
3004320090,1,imports,200112,38149408.00,"Adrenal cortical hormones, for vet use, in dosage",4,3004320000,"Medi,cont corticosteroid horm/deriv/struct ana,in doses/frs,o/t No 30.02/05/06",0.4320,continuity,,,no
3004321000,1,imports,199712,1805132.00,"Adrenal cortical horm, cont more than 23% of abs ethyl alc by vol, in dosage",1,3004320010,"Adrenal cortical horm, cont more than 23% of abs ethyl alc by vol, in dosage",1.0000,,,,yes
3004321000,1,imports,199712,1805132.00,"Adrenal cortical horm, cont more than 23% of abs ethyl alc by vol, in dosage",2,3004320089,"Adrenal cortical hormones, nes, for human use, in dosage",0.6825,,,,no
3004321000,1,imports,199712,1805132.00,"Adrenal cortical horm, cont more than 23% of abs ethyl alc by vol, in dosage",3,3004320090,"Adrenal cortical hormones, for vet use, in dosage",0.6000,,,,no
3004321000,1,imports,199712,1805132.00,"Adrenal cortical horm, cont more than 23% of abs ethyl alc by vol, in dosage",4,3004320020,"Corticosteriod hormones, for veterinary use, in dosage",0.5120,continuity,,,no
3004321000,1,imports,199712,1805132.00,"Adrenal cortical horm, cont more than 23% of abs ethyl alc by vol, in dosage",5,3004320011,"Hydrocortisone, for human use, in dosage",0.4505,continuity,,,no
3004321000,1,imports,199712,1805132.00,"Adrenal cortical horm, cont more than 23% of abs ethyl alc by vol, in dosage",6,3004320081,"Hydrocortisone, for human use, in dosage",0.4505,,,,no
3004321000,1,imports,199712,1805132.00,"Adrenal cortical horm, cont more than 23% of abs ethyl alc by vol, in dosage",7,3004320019,"Medicaments containing corticosteroid hormones, for human use, nes",0.4088,continuity,,,no
3004321000,1,imports,199712,1805132.00,"Adrenal cortical horm, cont more than 23% of abs ethyl alc by vol, in dosage",8,3004320000,"Medi,cont corticosteroid horm/deriv/struct ana,in doses/frs,o/t No 30.02/05/06",0.3841,continuity,,,no
3004321000,1,imports,199712,1805132.00,"Adrenal cortical horm, cont more than 23% of abs ethyl alc by vol, in dosage",9,3004320082,"Betamethasone, for human use, in dosage",0.3455,continuity,,,no
3004329011,1,imports,199712,23749181.00,"Hydrocortisone, for human use, in dosage",1,3004320011,"Hydrocortisone, for human use, in dosage",1.0000,continuity,,,yes
3004329011,1,imports,199712,23749181.00,"Hydrocortisone, for human use, in dosage",2,3004320081,"Hydrocortisone, for human use, in dosage",1.0000,,,,yes
3004329011,1,imports,199712,23749181.00,"Hydrocortisone, for human use, in dosage",3,3004320082,"Betamethasone, for human use, in dosage",0.7733,continuity,,swapped term,no
3004329011,1,imports,199712,23749181.00,"Hydrocortisone, for human use, in dosage",4,3004320089,"Adrenal cortical hormones, nes, for human use, in dosage",0.7473,,,,no
3004329011,1,imports,199712,23749181.00,"Hydrocortisone, for human use, in dosage",5,3004320090,"Adrenal cortical hormones, for vet use, in dosage",0.6824,use,,,no
3004329011,1,imports,199712,23749181.00,"Hydrocortisone, for human use, in dosage",6,3004320020,"Corticosteriod hormones, for veterinary use, in dosage",0.6444,continuity;use,,,no
3004329011,1,imports,199712,23749181.00,"Hydrocortisone, for human use, in dosage",7,3004320019,"Medicaments containing corticosteroid hormones, for human use, nes",0.5490,continuity,,,no
3004329011,1,imports,199712,23749181.00,"Hydrocortisone, for human use, in dosage",8,3004320010,"Adrenal cortical horm, cont more than 23% of abs ethyl alc by vol, in dosage",0.4865,,,,no
3004329011,1,imports,199712,23749181.00,"Hydrocortisone, for human use, in dosage",9,3004320000,"Medi,cont corticosteroid horm/deriv/struct ana,in doses/frs,o/t No 30.02/05/06",0.4138,continuity,,,no
3004329012,1,imports,199706,1190222.00,"Betamethasone, for human use, in dosage",1,3004320082,"Betamethasone, for human use, in dosage",1.0000,continuity,,,yes
3004329012,1,imports,199706,1190222.00,"Betamethasone, for human use, in dosage",2,3004320011,"Hydrocortisone, for human use, in dosage",0.7733,continuity,,swapped term,no
3004329012,1,imports,199706,1190222.00,"Betamethasone, for human use, in dosage",3,3004320081,"Hydrocortisone, for human use, in dosage",0.7733,,,swapped term,no
3004329012,1,imports,199706,1190222.00,"Betamethasone, for human use, in dosage",4,3004329011,"Hydrocortisone, for human use, in dosage",0.7733,,,swapped term,no
3004329012,1,imports,199706,1190222.00,"Betamethasone, for human use, in dosage",5,3004320089,"Adrenal cortical hormones, nes, for human use, in dosage",0.6889,,,,no
3004329012,1,imports,199706,1190222.00,"Betamethasone, for human use, in dosage",6,3004329019,"Adrenal cortical hormones, nes, for human use, in dosage",0.6889,,,,no
3004329012,1,imports,199706,1190222.00,"Betamethasone, for human use, in dosage",7,3004320090,"Adrenal cortical hormones, for vet use, in dosage",0.6190,use,,,no
3004329012,1,imports,199706,1190222.00,"Betamethasone, for human use, in dosage",8,3004329020,"Adrenal cortical hormones, for vet use, in dosage",0.6190,use,,,no
3004329012,1,imports,199706,1190222.00,"Betamethasone, for human use, in dosage",9,3004320020,"Corticosteriod hormones, for veterinary use, in dosage",0.5618,continuity;use,,,no
3004329012,1,imports,199706,1190222.00,"Betamethasone, for human use, in dosage",10,3004320019,"Medicaments containing corticosteroid hormones, for human use, nes",0.5149,continuity,,,no
3004329012,1,imports,199706,1190222.00,"Betamethasone, for human use, in dosage",11,3004320000,"Medi,cont corticosteroid horm/deriv/struct ana,in doses/frs,o/t No 30.02/05/06",0.3478,continuity,,,no
3004329012,1,imports,199706,1190222.00,"Betamethasone, for human use, in dosage",12,3004320010,"Adrenal cortical horm, cont more than 23% of abs ethyl alc by vol, in dosage",0.2909,,,,no
3004329012,1,imports,199706,1190222.00,"Betamethasone, for human use, in dosage",13,3004321000,"Adrenal cortical horm, cont more than 23% of abs ethyl alc by vol, in dosage",0.2909,,,,no
3004329019,1,imports,199712,195552129.00,"Adrenal cortical hormones, nes, for human use, in dosage",1,3004320089,"Adrenal cortical hormones, nes, for human use, in dosage",1.0000,,,,yes
3004329019,1,imports,199712,195552129.00,"Adrenal cortical hormones, nes, for human use, in dosage",2,3004320090,"Adrenal cortical hormones, for vet use, in dosage",0.8800,use,,swapped term,no
3004329019,1,imports,199712,195552129.00,"Adrenal cortical hormones, nes, for human use, in dosage",3,3004320011,"Hydrocortisone, for human use, in dosage",0.7473,continuity,,swapped term,no
3004329019,1,imports,199712,195552129.00,"Adrenal cortical hormones, nes, for human use, in dosage",4,3004320081,"Hydrocortisone, for human use, in dosage",0.7473,,,swapped term,no
3004329019,1,imports,199712,195552129.00,"Adrenal cortical hormones, nes, for human use, in dosage",5,3004320010,"Adrenal cortical horm, cont more than 23% of abs ethyl alc by vol, in dosage",0.6825,,,,no
3004329019,1,imports,199712,195552129.00,"Adrenal cortical hormones, nes, for human use, in dosage",6,3004320020,"Corticosteriod hormones, for veterinary use, in dosage",0.6667,continuity;use,,,no
3004329019,1,imports,199712,195552129.00,"Adrenal cortical hormones, nes, for human use, in dosage",7,3004320082,"Betamethasone, for human use, in dosage",0.6667,continuity,,swapped term,no
3004329019,1,imports,199712,195552129.00,"Adrenal cortical hormones, nes, for human use, in dosage",8,3004320019,"Medicaments containing corticosteroid hormones, for human use, nes",0.6325,continuity,,,no
3004329019,1,imports,199712,195552129.00,"Adrenal cortical hormones, nes, for human use, in dosage",9,3004320000,"Medi,cont corticosteroid horm/deriv/struct ana,in doses/frs,o/t No 30.02/05/06",0.4122,continuity,,,no
3004329020,1,imports,199712,9284228.00,"Adrenal cortical hormones, for vet use, in dosage",1,3004320090,"Adrenal cortical hormones, for vet use, in dosage",1.0000,,,,yes
3004329020,1,imports,199712,9284228.00,"Adrenal cortical hormones, for vet use, in dosage",2,3004320089,"Adrenal cortical hormones, nes, for human use, in dosage",0.8800,use,,,no
3004329020,1,imports,199712,9284228.00,"Adrenal cortical hormones, for vet use, in dosage",3,3004320020,"Corticosteriod hormones, for veterinary use, in dosage",0.7475,continuity,,swapped term,no
3004329020,1,imports,199712,9284228.00,"Adrenal cortical hormones, for vet use, in dosage",4,3004320011,"Hydrocortisone, for human use, in dosage",0.6824,continuity;use,,,no
3004329020,1,imports,199712,9284228.00,"Adrenal cortical hormones, for vet use, in dosage",5,3004320081,"Hydrocortisone, for human use, in dosage",0.6824,use,,,no
3004329020,1,imports,199712,9284228.00,"Adrenal cortical hormones, for vet use, in dosage",6,3004320010,"Adrenal cortical horm, cont more than 23% of abs ethyl alc by vol, in dosage",0.6333,,,,no
3004329020,1,imports,199712,9284228.00,"Adrenal cortical hormones, for vet use, in dosage",7,3004320082,"Betamethasone, for human use, in dosage",0.5952,continuity;use,,,no
3004329020,1,imports,199712,9284228.00,"Adrenal cortical hormones, for vet use, in dosage",8,3004320019,"Medicaments containing corticosteroid hormones, for human use, nes",0.5766,continuity;use,,,no
3004329020,1,imports,199712,9284228.00,"Adrenal cortical hormones, for vet use, in dosage",9,3004320000,"Medi,cont corticosteroid horm/deriv/struct ana,in doses/frs,o/t No 30.02/05/06",0.4320,continuity,,,no
3004390010,1,imports,201112,220635457.00,"Epinephrine & its sol & pituitary extrc, prepr for parentl admin in hum, in dos",1,3004390011,"Medi,cont epinephrine/solutions/pituitary extracts,doses/frs,o/t No 30.02/05/06",0.4737,,,,no
3004390010,1,imports,201112,220635457.00,"Epinephrine & its sol & pituitary extrc, prepr for parentl admin in hum, in dos",2,3004390019,"Medi,cont horm/prod No 29.37,f human use,doses/pack frs,o/t No 30.02/05/06,nes",0.2517,,,,no
3004390010,1,imports,201112,220635457.00,"Epinephrine & its sol & pituitary extrc, prepr for parentl admin in hum, in dos",3,3004390090,"Medi,cont hormones/prod No 29.37,f vet use,doses/pack frs,o/t No 30.02/05/06,nes",0.2484,,,,no
3004390012,1,imports,202605,184895196.00,"Medi,cont anterior pituitary hormones,f human,doses/pack frs,o/t No 30.02/05/06",1,3004390019,"Medi,cont horm/prod No 29.37,f human use,doses/pack frs,o/t No 30.02/05/06,nes",0.7389,,,,no
3004390012,1,imports,202605,184895196.00,"Medi,cont anterior pituitary hormones,f human,doses/pack frs,o/t No 30.02/05/06",2,3004390013,"Medi,cont unmixed single estrogens,for human,doses/pack frs,o/t No 30.02/05/06",0.7261,,,,no
3004390012,1,imports,202605,184895196.00,"Medi,cont anterior pituitary hormones,f human,doses/pack frs,o/t No 30.02/05/06",3,3004390011,"Medi,cont epinephrine/solutions/pituitary extracts,doses/frs,o/t No 30.02/05/06",0.7215,,,,no
3004390012,1,imports,202605,184895196.00,"Medi,cont anterior pituitary hormones,f human,doses/pack frs,o/t No 30.02/05/06",4,3004390090,"Medi,cont hormones/prod No 29.37,f vet use,doses/pack frs,o/t No 30.02/05/06,nes",0.7044,,,,no
3004390081,1,imports,201112,199276643.00,"Anterior pituitary hormones, for human use, in dosage",1,3004390012,"Medi,cont anterior pituitary hormones,f human,doses/pack frs,o/t No 30.02/05/06",0.6154,,,,no
3004390082,1,imports,201112,19967091.00,"Posterior pituitary hormones, for human use, in dosage",1,3004390019,"Medi,cont horm/prod No 29.37,f human use,doses/pack frs,o/t No 30.02/05/06,nes",0.4154,,,,no
3004390083,1,imports,201112,416139189.00,"Unmixed single estrogens, for human use, in dosage",1,3004390013,"Medi,cont unmixed single estrogens,for human,doses/pack frs,o/t No 30.02/05/06",0.6190,,,,no
3004390084,1,imports,201112,34360926.00,"Unmixed single progestational hormones, for human use, in dosage",1,3004390019,"Medi,cont horm/prod No 29.37,f human use,doses/pack frs,o/t No 30.02/05/06,nes",0.4429,,,,no
3004390085,1,imports,201112,3103568844.00,"Hormones, nes, for human use, in dosage",1,3004390019,"Medi,cont horm/prod No 29.37,f human use,doses/pack frs,o/t No 30.02/05/06,nes",0.4386,,,,no
3004391000,1,imports,199712,28343955.00,"Epinephrine & its sol & pituitary extrc, prepr for parentl admin in hum, in dos",1,3004390010,"Epinephrine & its sol & pituitary extrc, prepr for parentl admin in hum, in dos",1.0000,,,,yes
3004391000,1,imports,199712,28343955.00,"Epinephrine & its sol & pituitary extrc, prepr for parentl admin in hum, in dos",2,3004390081,"Anterior pituitary hormones, for human use, in dosage",0.5000,,,,no
3004391000,1,imports,199712,28343955.00,"Epinephrine & its sol & pituitary extrc, prepr for parentl admin in hum, in dos",3,3004390082,"Posterior pituitary hormones, for human use, in dosage",0.4960,,,,no
3004391000,1,imports,199712,28343955.00,"Epinephrine & its sol & pituitary extrc, prepr for parentl admin in hum, in dos",4,3004390011,"Medi,cont epinephrine/solutions/pituitary extracts,doses/frs,o/t No 30.02/05/06",0.4737,continuity,,,no
3004391000,1,imports,199712,28343955.00,"Epinephrine & its sol & pituitary extrc, prepr for parentl admin in hum, in dos",5,3004390083,"Unmixed single estrogens, for human use, in dosage",0.3967,,,,no
3004391000,1,imports,199712,28343955.00,"Epinephrine & its sol & pituitary extrc, prepr for parentl admin in hum, in dos",6,3004390012,"Medi,cont anterior pituitary hormones,f human,doses/pack frs,o/t No 30.02/05/06",0.3947,continuity,,,no
3004391000,1,imports,199712,28343955.00,"Epinephrine & its sol & pituitary extrc, prepr for parentl admin in hum, in dos",7,3004390090,"Hormones, nes, for vet use, in dosage",0.3925,,,,no
3004391000,1,imports,199712,28343955.00,"Epinephrine & its sol & pituitary extrc, prepr for parentl admin in hum, in dos",8,3004390085,"Hormones, nes, for human use, in dosage",0.3670,,,,no
3004391000,1,imports,199712,28343955.00,"Epinephrine & its sol & pituitary extrc, prepr for parentl admin in hum, in dos",9,3004390084,"Unmixed single progestational hormones, for human use, in dosage",0.3556,,,,no
3004391000,1,imports,199712,28343955.00,"Epinephrine & its sol & pituitary extrc, prepr for parentl admin in hum, in dos",10,3004390013,"Medi,cont unmixed single estrogens,for human,doses/pack frs,o/t No 30.02/05/06",0.2914,continuity,,,no
3004391000,1,imports,199712,28343955.00,"Epinephrine & its sol & pituitary extrc, prepr for parentl admin in hum, in dos",11,3004390019,"Medi,cont horm/prod No 29.37,f human use,doses/pack frs,o/t No 30.02/05/06,nes",0.2517,continuity,,,no
3004399100,1,imports,199709,288996.00,"Hormones, nes, cont more than 23% of abs ethy alc by vol, in dosage",1,3004390085,"Hormones, nes, for human use, in dosage",0.6465,,,,no
3004399100,1,imports,199709,288996.00,"Hormones, nes, cont more than 23% of abs ethy alc by vol, in dosage",2,3004399950,"Hormones, nes, for human use, in dosage",0.6465,,,,no
3004399100,1,imports,199709,288996.00,"Hormones, nes, cont more than 23% of abs ethy alc by vol, in dosage",3,3004390090,"Hormones, nes, for vet use, in dosage",0.5567,,,,no
3004399100,1,imports,199709,288996.00,"Hormones, nes, cont more than 23% of abs ethy alc by vol, in dosage",4,3004399960,"Hormones, nes, for vet use, in dosage",0.5567,,,,no
3004399100,1,imports,199709,288996.00,"Hormones, nes, cont more than 23% of abs ethy alc by vol, in dosage",5,3004390081,"Anterior pituitary hormones, for human use, in dosage",0.4912,,,,no
3004399100,1,imports,199709,288996.00,"Hormones, nes, cont more than 23% of abs ethy alc by vol, in dosage",6,3004399910,"Anterior pituitary hormones, for human use, in dosage",0.4912,,,,no
3004399100,1,imports,199709,288996.00,"Hormones, nes, cont more than 23% of abs ethy alc by vol, in dosage",7,3004390082,"Posterior pituitary hormones, for human use, in dosage",0.4870,,,,no
3004399100,1,imports,199709,288996.00,"Hormones, nes, cont more than 23% of abs ethy alc by vol, in dosage",8,3004399920,"Posterior pituitary hormones, for human use, in dosage",0.4870,,,,no
3004399100,1,imports,199709,288996.00,"Hormones, nes, cont more than 23% of abs ethy alc by vol, in dosage",9,3004390084,"Unmixed single progestational hormones, for human use, in dosage",0.4480,,,,no
3004399100,1,imports,199709,288996.00,"Hormones, nes, cont more than 23% of abs ethy alc by vol, in dosage",10,3004399940,"Unmixed single progestational hormones, for human use, in dosage",0.4480,,,,no
3004399100,1,imports,199709,288996.00,"Hormones, nes, cont more than 23% of abs ethy alc by vol, in dosage",11,3004390011,"Medi,cont epinephrine/solutions/pituitary extracts,doses/frs,o/t No 30.02/05/06",0.3521,continuity,,,no
3004399100,1,imports,199709,288996.00,"Hormones, nes, cont more than 23% of abs ethy alc by vol, in dosage",12,3004390019,"Medi,cont horm/prod No 29.37,f human use,doses/pack frs,o/t No 30.02/05/06,nes",0.3262,continuity,,,no
3004399100,1,imports,199709,288996.00,"Hormones, nes, cont more than 23% of abs ethy alc by vol, in dosage",13,3004390083,"Unmixed single estrogens, for human use, in dosage",0.3243,,,,no
3004399100,1,imports,199709,288996.00,"Hormones, nes, cont more than 23% of abs ethy alc by vol, in dosage",14,3004399930,"Unmixed single estrogens, for human use, in dosage",0.3243,,,,no
3004399100,1,imports,199709,288996.00,"Hormones, nes, cont more than 23% of abs ethy alc by vol, in dosage",15,3004390013,"Medi,cont unmixed single estrogens,for human,doses/pack frs,o/t No 30.02/05/06",0.2837,continuity,,,no
3004399100,1,imports,199709,288996.00,"Hormones, nes, cont more than 23% of abs ethy alc by vol, in dosage",16,3004390010,"Epinephrine & its sol & pituitary extrc, prepr for parentl admin in hum, in dos",0.2794,,,,no
3004399100,1,imports,199709,288996.00,"Hormones, nes, cont more than 23% of abs ethy alc by vol, in dosage",17,3004391000,"Epinephrine & its sol & pituitary extrc, prepr for parentl admin in hum, in dos",0.2794,,,,no
3004399100,1,imports,199709,288996.00,"Hormones, nes, cont more than 23% of abs ethy alc by vol, in dosage",18,3004390012,"Medi,cont anterior pituitary hormones,f human,doses/pack frs,o/t No 30.02/05/06",0.2535,continuity,,,no
3004399910,1,imports,199712,97455853.00,"Anterior pituitary hormones, for human use, in dosage",1,3004390081,"Anterior pituitary hormones, for human use, in dosage",1.0000,,,,yes
3004399910,1,imports,199712,97455853.00,"Anterior pituitary hormones, for human use, in dosage",2,3004390082,"Posterior pituitary hormones, for human use, in dosage",0.9515,,,swapped term,no
3004399910,1,imports,199712,97455853.00,"Anterior pituitary hormones, for human use, in dosage",3,3004390085,"Hormones, nes, for human use, in dosage",0.7356,,,,no
3004399910,1,imports,199712,97455853.00,"Anterior pituitary hormones, for human use, in dosage",4,3004390084,"Unmixed single progestational hormones, for human use, in dosage",0.6726,,,,no
3004399910,1,imports,199712,97455853.00,"Anterior pituitary hormones, for human use, in dosage",5,3004390090,"Hormones, nes, for vet use, in dosage",0.6353,use,,,no
3004399910,1,imports,199712,97455853.00,"Anterior pituitary hormones, for human use, in dosage",6,3004390012,"Medi,cont anterior pituitary hormones,f human,doses/pack frs,o/t No 30.02/05/06",0.6154,continuity,,,no
3004399910,1,imports,199712,97455853.00,"Anterior pituitary hormones, for human use, in dosage",7,3004390083,"Unmixed single estrogens, for human use, in dosage",0.5859,,,,no
3004399910,1,imports,199712,97455853.00,"Anterior pituitary hormones, for human use, in dosage",8,3004390010,"Epinephrine & its sol & pituitary extrc, prepr for parentl admin in hum, in dos",0.5323,,,,no
3004399910,1,imports,199712,97455853.00,"Anterior pituitary hormones, for human use, in dosage",9,3004390011,"Medi,cont epinephrine/solutions/pituitary extracts,doses/frs,o/t No 30.02/05/06",0.4308,continuity,,,no
3004399910,1,imports,199712,97455853.00,"Anterior pituitary hormones, for human use, in dosage",10,3004390019,"Medi,cont horm/prod No 29.37,f human use,doses/pack frs,o/t No 30.02/05/06,nes",0.4186,continuity,,,no
3004399910,1,imports,199712,97455853.00,"Anterior pituitary hormones, for human use, in dosage",11,3004390013,"Medi,cont unmixed single estrogens,for human,doses/pack frs,o/t No 30.02/05/06",0.3411,continuity,,,no
3004399920,1,imports,199712,1779924.00,"Posterior pituitary hormones, for human use, in dosage",1,3004390082,"Posterior pituitary hormones, for human use, in dosage",1.0000,,,,yes
3004399920,1,imports,199712,1779924.00,"Posterior pituitary hormones, for human use, in dosage",2,3004390081,"Anterior pituitary hormones, for human use, in dosage",0.9515,,,swapped term,no
3004399920,1,imports,199712,1779924.00,"Posterior pituitary hormones, for human use, in dosage",3,3004390085,"Hormones, nes, for human use, in dosage",0.7273,,,,no
3004399920,1,imports,199712,1779924.00,"Posterior pituitary hormones, for human use, in dosage",4,3004390084,"Unmixed single progestational hormones, for human use, in dosage",0.7018,,,,no
3004399920,1,imports,199712,1779924.00,"Posterior pituitary hormones, for human use, in dosage",5,3004390090,"Hormones, nes, for vet use, in dosage",0.6279,use,,,no
3004399920,1,imports,199712,1779924.00,"Posterior pituitary hormones, for human use, in dosage",6,3004390012,"Medi,cont anterior pituitary hormones,f human,doses/pack frs,o/t No 30.02/05/06",0.5954,continuity,,,no
3004399920,1,imports,199712,1779924.00,"Posterior pituitary hormones, for human use, in dosage",7,3004390083,"Unmixed single estrogens, for human use, in dosage",0.5800,,,,no
3004399920,1,imports,199712,1779924.00,"Posterior pituitary hormones, for human use, in dosage",8,3004390010,"Epinephrine & its sol & pituitary extrc, prepr for parentl admin in hum, in dos",0.5280,,,,no
3004399920,1,imports,199712,1779924.00,"Posterior pituitary hormones, for human use, in dosage",9,3004390019,"Medi,cont horm/prod No 29.37,f human use,doses/pack frs,o/t No 30.02/05/06,nes",0.4154,continuity,,,no
3004399920,1,imports,199712,1779924.00,"Posterior pituitary hormones, for human use, in dosage",10,3004390011,"Medi,cont epinephrine/solutions/pituitary extracts,doses/frs,o/t No 30.02/05/06",0.4122,continuity,,,no
3004399920,1,imports,199712,1779924.00,"Posterior pituitary hormones, for human use, in dosage",11,3004390013,"Medi,cont unmixed single estrogens,for human,doses/pack frs,o/t No 30.02/05/06",0.3231,continuity,,,no
3004399930,1,imports,199712,125015221.00,"Unmixed single estrogens, for human use, in dosage",1,3004390083,"Unmixed single estrogens, for human use, in dosage",1.0000,,,,yes
3004399930,1,imports,199712,125015221.00,"Unmixed single estrogens, for human use, in dosage",2,3004390084,"Unmixed single progestational hormones, for human use, in dosage",0.8182,,,swapped term,no
3004399930,1,imports,199712,125015221.00,"Unmixed single estrogens, for human use, in dosage",3,3004390085,"Hormones, nes, for human use, in dosage",0.6905,,,,no
3004399930,1,imports,199712,125015221.00,"Unmixed single estrogens, for human use, in dosage",4,3004390013,"Medi,cont unmixed single estrogens,for human,doses/pack frs,o/t No 30.02/05/06",0.6190,continuity,,,no
3004399930,1,imports,199712,125015221.00,"Unmixed single estrogens, for human use, in dosage",5,3004390082,"Posterior pituitary hormones, for human use, in dosage",0.6000,,,,no
3004399930,1,imports,199712,125015221.00,"Unmixed single estrogens, for human use, in dosage",6,3004390090,"Hormones, nes, for vet use, in dosage",0.5854,use,,,no
3004399930,1,imports,199712,125015221.00,"Unmixed single estrogens, for human use, in dosage",7,3004390081,"Anterior pituitary hormones, for human use, in dosage",0.5657,,,,no
3004399930,1,imports,199712,125015221.00,"Unmixed single estrogens, for human use, in dosage",8,3004390010,"Epinephrine & its sol & pituitary extrc, prepr for parentl admin in hum, in dos",0.4298,,,,no
3004399930,1,imports,199712,125015221.00,"Unmixed single estrogens, for human use, in dosage",9,3004390019,"Medi,cont horm/prod No 29.37,f human use,doses/pack frs,o/t No 30.02/05/06,nes",0.4286,continuity,,,no
3004399930,1,imports,199712,125015221.00,"Unmixed single estrogens, for human use, in dosage",10,3004390012,"Medi,cont anterior pituitary hormones,f human,doses/pack frs,o/t No 30.02/05/06",0.3307,continuity,,,no
3004399930,1,imports,199712,125015221.00,"Unmixed single estrogens, for human use, in dosage",11,3004390011,"Medi,cont epinephrine/solutions/pituitary extracts,doses/frs,o/t No 30.02/05/06",0.2992,continuity,,,no
3004399940,1,imports,199711,29990842.00,"Unmixed single progestational hormones, for human use, in dosage",1,3004390084,"Unmixed single progestational hormones, for human use, in dosage",1.0000,,,,yes
3004399940,1,imports,199711,29990842.00,"Unmixed single progestational hormones, for human use, in dosage",2,3004390083,"Unmixed single estrogens, for human use, in dosage",0.8182,,,swapped term,no
3004399940,1,imports,199711,29990842.00,"Unmixed single progestational hormones, for human use, in dosage",3,3004399930,"Unmixed single estrogens, for human use, in dosage",0.8182,,,swapped term,no
3004399940,1,imports,199711,29990842.00,"Unmixed single progestational hormones, for human use, in dosage",4,3004390081,"Anterior pituitary hormones, for human use, in dosage",0.6903,,,,no
3004399940,1,imports,199711,29990842.00,"Unmixed single progestational hormones, for human use, in dosage",5,3004399910,"Anterior pituitary hormones, for human use, in dosage",0.6903,,,,no
3004399940,1,imports,199711,29990842.00,"Unmixed single progestational hormones, for human use, in dosage",6,3004390082,"Posterior pituitary hormones, for human use, in dosage",0.6667,,,,no
3004399940,1,imports,199711,29990842.00,"Unmixed single progestational hormones, for human use, in dosage",7,3004399920,"Posterior pituitary hormones, for human use, in dosage",0.6667,,,,no
3004399940,1,imports,199711,29990842.00,"Unmixed single progestational hormones, for human use, in dosage",8,3004390085,"Hormones, nes, for human use, in dosage",0.6531,,,,no
3004399940,1,imports,199711,29990842.00,"Unmixed single progestational hormones, for human use, in dosage",9,3004399950,"Hormones, nes, for human use, in dosage",0.6531,,,,no
3004399940,1,imports,199711,29990842.00,"Unmixed single progestational hormones, for human use, in dosage",10,3004390090,"Hormones, nes, for vet use, in dosage",0.5625,use,,,no
3004399940,1,imports,199711,29990842.00,"Unmixed single progestational hormones, for human use, in dosage",11,3004399960,"Hormones, nes, for vet use, in dosage",0.5625,use,,,no
3004399940,1,imports,199711,29990842.00,"Unmixed single progestational hormones, for human use, in dosage",12,3004390013,"Medi,cont unmixed single estrogens,for human,doses/pack frs,o/t No 30.02/05/06",0.5143,continuity,,,no
3004399940,1,imports,199711,29990842.00,"Unmixed single progestational hormones, for human use, in dosage",13,3004390019,"Medi,cont horm/prod No 29.37,f human use,doses/pack frs,o/t No 30.02/05/06,nes",0.4429,continuity,,,no
3004399940,1,imports,199711,29990842.00,"Unmixed single progestational hormones, for human use, in dosage",14,3004390012,"Medi,cont anterior pituitary hormones,f human,doses/pack frs,o/t No 30.02/05/06",0.4397,continuity,,,no
3004399940,1,imports,199711,29990842.00,"Unmixed single progestational hormones, for human use, in dosage",15,3004390010,"Epinephrine & its sol & pituitary extrc, prepr for parentl admin in hum, in dos",0.4000,,,,no
3004399940,1,imports,199711,29990842.00,"Unmixed single progestational hormones, for human use, in dosage",16,3004391000,"Epinephrine & its sol & pituitary extrc, prepr for parentl admin in hum, in dos",0.4000,,,,no
3004399940,1,imports,199711,29990842.00,"Unmixed single progestational hormones, for human use, in dosage",17,3004390011,"Medi,cont epinephrine/solutions/pituitary extracts,doses/frs,o/t No 30.02/05/06",0.3262,continuity,,,no
3004399950,1,imports,199712,313061021.00,"Hormones, nes, for human use, in dosage",1,3004390085,"Hormones, nes, for human use, in dosage",1.0000,,,,yes
