span_id,flow,hs_code,description,first_period,last_period,value_cad,codes_in_journey,succession_hops,rewordings_passed,journey,terminal_code,terminal_description,terminal_first_period,terminal_last_period,terminal_status
imports:3003.31.00.90:1998-01,imports,3003.31.00.90,"Insulin, formulated, in bulk, nes",199801,201112,5331921,2,1,0,3003.31.00.90 -> 3003.31.00.00,3003.31.00.00,"Medicaments,cont insulin,mixed,not in doses/forms/pack/frs,o/t No 30.02/05/06",201201,202603,not_a_retirement
imports:3003.31.10.00:1988-03,imports,3003.31.10.00,"Insulin, prepared for parenteral administration in humans, in bulk",198803,199710,4350765,3,2,0,3003.31.10.00 -> 3003.31.00.10 -> 3003.31.00.00,3003.31.00.00,"Medicaments,cont insulin,mixed,not in doses/forms/pack/frs,o/t No 30.02/05/06",201201,202603,not_a_retirement
imports:3003.31.91.00:1988-02,imports,3003.31.91.00,"Insulin, cont more than 23% of absolute ethyl alcohol by volume, in bulk",198802,199005,129843,4,3,0,3003.31.91.00 -> 3003.31.99.00 -> 3003.31.00.90 -> 3003.31.00.00,3003.31.00.00,"Medicaments,cont insulin,mixed,not in doses/forms/pack/frs,o/t No 30.02/05/06",201201,202603,not_a_retirement
imports:3003.31.99.00:1988-01,imports,3003.31.99.00,"Insulin, formulated, in bulk, nes",198801,199712,3974845,3,2,0,3003.31.99.00 -> 3003.31.00.90 -> 3003.31.00.00,3003.31.00.00,"Medicaments,cont insulin,mixed,not in doses/forms/pack/frs,o/t No 30.02/05/06",201201,202603,not_a_retirement
imports:3003.39.00.00:2012-01,imports,3003.39.00.00,"Medi,cont horm/prostaglandins/thromboxanes/leukotrienes/deriv/analogues,nes,nfrs",201201,202606,148260150,1,0,0,3003.39.00.00,3003.39.00.00,"Medi,cont horm/prostaglandins/thromboxanes/leukotrienes/deriv/analogues,nes,nfrs",201201,202606,active
imports:3003.39.00.10:1998-01,imports,3003.39.00.10,"Epinephrine & its solutions, prepared for parenteral admin in humans, in bulk",199801,200110,1416380,2,1,1,3003.39.00.10 -> 3003.39.00.00,3003.39.00.00,"Medi,cont horm/prostaglandins/thromboxanes/leukotrienes/deriv/analogues,nes,nfrs",201201,202606,active
imports:3003.39.00.10:2002-01,imports,3003.39.00.10,"Epinephrine and its solutions, prepared for parenteral admin in humans, in bulk",200201,201112,2746002,2,1,0,3003.39.00.10 -> 3003.39.00.00,3003.39.00.00,"Medi,cont horm/prostaglandins/thromboxanes/leukotrienes/deriv/analogues,nes,nfrs",201201,202606,active
imports:3003.39.00.90:1998-01,imports,3003.39.00.90,"Hormones, nes, not containing antibiotics, in bulk, o/t contraceptives",199801,201112,151533683,2,1,0,3003.39.00.90 -> 3003.39.00.00,3003.39.00.00,"Medi,cont horm/prostaglandins/thromboxanes/leukotrienes/deriv/analogues,nes,nfrs",201201,202606,active
imports:3003.39.10.00:1988-01,imports,3003.39.10.00,"Epinephrine & its solutions, prepared for parenteral admin in humans, in bulk",198801,199712,724092,3,2,1,3003.39.10.00 -> 3003.39.00.10 -> 3003.39.00.00,3003.39.00.00,"Medi,cont horm/prostaglandins/thromboxanes/leukotrienes/deriv/analogues,nes,nfrs",201201,202606,active
imports:3003.39.91.00:1988-01,imports,3003.39.91.00,"Hormones, containing more than 23% of absolute ethyl alcohol by volume, in bulk",198801,199707,10184,3,2,0,3003.39.91.00 -> 3003.39.00.90 -> 3003.39.00.00,3003.39.00.00,"Medi,cont horm/prostaglandins/thromboxanes/leukotrienes/deriv/analogues,nes,nfrs",201201,202606,active
imports:3003.39.99.00:1988-01,imports,3003.39.99.00,"Hormones, nes, not cont antibiotics, in bulk, o/t contraceptives",198801,199712,41099945,3,2,0,3003.39.99.00 -> 3003.39.00.90 -> 3003.39.00.00,3003.39.00.00,"Medi,cont horm/prostaglandins/thromboxanes/leukotrienes/deriv/analogues,nes,nfrs",201201,202606,active
imports:3003.40.00.00:1998-01,imports,3003.40.00.00,"Alkaloids or their derivs, formulated, not cont antibiotics/hormones, in bulk",199801,201612,112415829,2,1,0,3003.40.00.00 -> 3003.49.00.00,3003.49.00.00,"Medi,cont alkaloids/deriv t/o,nes,mix,f therap/prophltc,nfrs,o/t No 30.02/05/06",201701,202606,active
imports:3003.40.10.00:1992-03,imports,3003.40.10.00,"Alkaloids or their derivs, cont more than 23% of absol ethyl alc by vol, in bulk",199203,199308,12838,4,3,0,3003.40.10.00 -> 3003.40.90.00 -> 3003.40.00.00 -> 3003.49.00.00,3003.49.00.00,"Medi,cont alkaloids/deriv t/o,nes,mix,f therap/prophltc,nfrs,o/t No 30.02/05/06",201701,202606,active
imports:3003.40.90.00:1988-02,imports,3003.40.90.00,"Alkaloids or their derivs, formltd, not cont antibiotics or horm, in bulk, nes",198802,199712,3954586,3,2,0,3003.40.90.00 -> 3003.40.00.00 -> 3003.49.00.00,3003.49.00.00,"Medi,cont alkaloids/deriv t/o,nes,mix,f therap/prophltc,nfrs,o/t No 30.02/05/06",201701,202606,active
imports:3003.41.00.00:2017-06,imports,3003.41.00.00,"Medicaments,cont ephedrin/salts,mix,therap/prophltc uses,nfrs,o/t No 30.02/05/06",201706,202605,14190,1,0,0,3003.41.00.00,3003.41.00.00,"Medicaments,cont ephedrin/salts,mix,therap/prophltc uses,nfrs,o/t No 30.02/05/06",201706,202605,not_a_retirement
imports:3003.42.00.00:2022-09,imports,3003.42.00.00,"Medicaments,cont pseudoephedrine/sa,mix,therap/prophltc,nfrs,o/t No 30.02/05/06",202209,202401,193,1,0,0,3003.42.00.00,3003.42.00.00,"Medicaments,cont pseudoephedrine/sa,mix,therap/prophltc,nfrs,o/t No 30.02/05/06",202209,202401,not_a_retirement
imports:3003.43.00.00:2017-01,imports,3003.43.00.00,"Medicaments,cont norephedrine/salts,mix,therap/prophltc,nfrs,o/t No 30.02/05/06",201701,202506,21630,1,0,0,3003.43.00.00,3003.43.00.00,"Medicaments,cont norephedrine/salts,mix,therap/prophltc,nfrs,o/t No 30.02/05/06",201701,202506,not_a_retirement
imports:3003.49.00.00:2017-01,imports,3003.49.00.00,"Medi,cont alkaloids/deriv t/o,nes,mix,f therap/prophltc,nfrs,o/t No 30.02/05/06",201701,202606,9095501,1,0,0,3003.49.00.00,3003.49.00.00,"Medi,cont alkaloids/deriv t/o,nes,mix,f therap/prophltc,nfrs,o/t No 30.02/05/06",201701,202606,active
imports:3003.60.00.00:2017-01,imports,3003.60.00.00,"Medicaments,cont antimalarial active principles,mixed,nfrs,o/t No 30.02/05/06",201701,202508,786374,1,0,0,3003.60.00.00,3003.60.00.00,"Medicaments,cont antimalarial active principles,mixed,nfrs,o/t No 30.02/05/06",201701,202508,not_a_retirement
imports:3003.90.00.10:1998-01,imports,3003.90.00.10,"Fractioned soya oil emulsions, prepr for parenteral admin; mx of amino acids,etc",199801,201112,8239452,2,1,1,3003.90.00.10 -> 3003.90.00.90,3003.90.00.90,"Medicaments, nes,mix,therap/prophltc uses,not for retail sale,o/t No 30.02/05/06",201701,202606,active
imports:3003.90.00.20:1998-01,imports,3003.90.00.20,"Medicaments, nes, cont more than 23% of absolute ethyl alcohol by volume,in bulk",199801,201112,1506308,2,1,1,3003.90.00.20 -> 3003.90.00.90,3003.90.00.90,"Medicaments, nes,mix,therap/prophltc uses,not for retail sale,o/t No 30.02/05/06",201701,202606,active
imports:3003.90.00.30:2012-01,imports,3003.90.00.30,"Medicaments containing acetaminophen, in bulk",201201,201612,57511105,1,0,1,3003.90.00.30,3003.90.00.30,"Medicaments,cont acetaminophen,mix,therap/prophltc uses,nfrs,o/t No 30.02/05/06",201701,202606,active
imports:3003.90.00.30:2017-01,imports,3003.90.00.30,"Medicaments,cont acetaminophen,mix,therap/prophltc uses,nfrs,o/t No 30.02/05/06",201701,202606,175882306,1,0,0,3003.90.00.30,3003.90.00.30,"Medicaments,cont acetaminophen,mix,therap/prophltc uses,nfrs,o/t No 30.02/05/06",201701,202606,active
imports:3003.90.00.90:2012-01,imports,3003.90.00.90,"Other medicaments, formulated, in bulk, nes",201201,201612,433963937,1,0,1,3003.90.00.90,3003.90.00.90,"Medicaments, nes,mix,therap/prophltc uses,not for retail sale,o/t No 30.02/05/06",201701,202606,active
imports:3003.90.00.90:2017-01,imports,3003.90.00.90,"Medicaments, nes,mix,therap/prophltc uses,not for retail sale,o/t No 30.02/05/06",201701,202606,7487074058,1,0,0,3003.90.00.90,3003.90.00.90,"Medicaments, nes,mix,therap/prophltc uses,not for retail sale,o/t No 30.02/05/06",201701,202606,active
imports:3003.90.00.91:1998-01,imports,3003.90.00.91,"Medicaments containing acetaminophen, in bulk",199801,201112,71952532,2,1,1,3003.90.00.91 -> 3003.90.00.30,3003.90.00.30,"Medicaments,cont acetaminophen,mix,therap/prophltc uses,nfrs,o/t No 30.02/05/06",201701,202606,active
imports:3003.90.00.99:1998-01,imports,3003.90.00.99,"Medicaments nes, formulated, in bulk",199801,200112,496132471,2,1,2,3003.90.00.99 -> 3003.90.00.90,3003.90.00.90,"Medicaments, nes,mix,therap/prophltc uses,not for retail sale,o/t No 30.02/05/06",201701,202606,active
imports:3003.90.00.99:2002-01,imports,3003.90.00.99,"Medicaments, nes, formulated, in bulk",200201,201112,1197982533,2,1,1,3003.90.00.99 -> 3003.90.00.90,3003.90.00.90,"Medicaments, nes,mix,therap/prophltc uses,not for retail sale,o/t No 30.02/05/06",201701,202606,active
imports:3003.90.10.00:1988-01,imports,3003.90.10.00,"Fractioned soya oil emulsions, prepr for parenteral admin; mx of amino acids,etc",198801,199712,11827021,3,2,1,3003.90.10.00 -> 3003.90.00.10 -> 3003.90.00.90,3003.90.00.90,"Medicaments, nes,mix,therap/prophltc uses,not for retail sale,o/t No 30.02/05/06",201701,202606,active
imports:3003.90.91.00:1988-01,imports,3003.90.91.00,"Medicaments, nes, cont more than 23% of absolute ethyl alcohol by volume,in bulk",198801,199712,621683,3,2,1,3003.90.91.00 -> 3003.90.00.20 -> 3003.90.00.90,3003.90.00.90,"Medicaments, nes,mix,therap/prophltc uses,not for retail sale,o/t No 30.02/05/06",201701,202606,active
imports:3003.90.99.00:1988-01,imports,3003.90.99.00,"Medicaments, nes, formulated, in bulk",198801,199412,158198908,4,3,2,3003.90.99.00 -> 3003.90.99.90 -> 3003.90.00.99 -> 3003.90.00.90,3003.90.00.90,"Medicaments, nes,mix,therap/prophltc uses,not for retail sale,o/t No 30.02/05/06",201701,202606,active
imports:3003.90.99.10:1995-01,imports,3003.90.99.10,"Medicaments containing acetaminophen, in bulk",199501,199712,10818930,3,2,1,3003.90.99.10 -> 3003.90.00.91 -> 3003.90.00.30,3003.90.00.30,"Medicaments,cont acetaminophen,mix,therap/prophltc uses,nfrs,o/t No 30.02/05/06",201701,202606,active
imports:3003.90.99.90:1995-01,imports,3003.90.99.90,"Medicaments nes, formulated, in bulk",199501,199712,229173341,3,2,2,3003.90.99.90 -> 3003.90.00.99 -> 3003.90.00.90,3003.90.00.90,"Medicaments, nes,mix,therap/prophltc uses,not for retail sale,o/t No 30.02/05/06",201701,202606,active
imports:3004.10.00.10:2012-01,imports,3004.10.00.10,"Medicaments,cont penicillins/their derivatives, for human use, in doses/pack frs",201201,202606,478985909,1,0,0,3004.10.00.10,3004.10.00.10,"Medicaments,cont penicillins/their derivatives, for human use, in doses/pack frs",201201,202606,active
imports:3004.10.00.11:1988-01,imports,3004.10.00.11,"Penicillin G sodium for human use, in dosage",198801,200112,4842552,2,1,1,3004.10.00.11 -> 3004.10.00.10,3004.10.00.10,"Medicaments,cont penicillins/their derivatives, for human use, in doses/pack frs",201201,202606,active
imports:3004.10.00.11:2002-08,imports,3004.10.00.11,"Penicillin G sodium, for human use, in dosage",200208,201112,5082133,2,1,0,3004.10.00.11 -> 3004.10.00.10,3004.10.00.10,"Medicaments,cont penicillins/their derivatives, for human use, in doses/pack frs",201201,202606,active
imports:3004.10.00.12:1988-01,imports,3004.10.00.12,"Penicillin G procaine for human use, in dosage",198801,199102,157999,2,1,2,3004.10.00.12 -> 3004.10.00.10,3004.10.00.10,"Medicaments,cont penicillins/their derivatives, for human use, in doses/pack frs",201201,202606,active
imports:3004.10.00.12:1992-08,imports,3004.10.00.12,"Penicillin V for human use, in dosage",199208,200105,435069,2,1,1,3004.10.00.12 -> 3004.10.00.10,3004.10.00.10,"Medicaments,cont penicillins/their derivatives, for human use, in doses/pack frs",201201,202606,active
imports:3004.10.00.12:2003-04,imports,3004.10.00.12,"Penicillin V, for human use, in dosage",200304,201111,106985,2,1,0,3004.10.00.12 -> 3004.10.00.10,3004.10.00.10,"Medicaments,cont penicillins/their derivatives, for human use, in doses/pack frs",201201,202606,active
imports:3004.10.00.13:1988-01,imports,3004.10.00.13,"Penicillin V for human use, in dosage",198801,199110,584572,2,1,2,3004.10.00.13 -> 3004.10.00.10,3004.10.00.10,"Medicaments,cont penicillins/their derivatives, for human use, in doses/pack frs",201201,202606,active
imports:3004.10.00.13:1992-01,imports,3004.10.00.13,"Amoxycillin for human use, in dosage",199201,200111,11169947,2,1,1,3004.10.00.13 -> 3004.10.00.10,3004.10.00.10,"Medicaments,cont penicillins/their derivatives, for human use, in doses/pack frs",201201,202606,active
imports:3004.10.00.13:2002-01,imports,3004.10.00.13,"Amoxycillin, for human use, in dosage",200201,201112,11814032,2,1,0,3004.10.00.13 -> 3004.10.00.10,3004.10.00.10,"Medicaments,cont penicillins/their derivatives, for human use, in doses/pack frs",201201,202606,active
imports:3004.10.00.14:1988-01,imports,3004.10.00.14,"Amoxycillin for human use, in dosage",198801,199112,9591808,3,2,1,3004.10.00.14 -> 3004.10.00.13 -> 3004.10.00.10,3004.10.00.10,"Medicaments,cont penicillins/their derivatives, for human use, in doses/pack frs",201201,202606,active
imports:3004.10.00.19:1988-01,imports,3004.10.00.19,"Penicillins or their derivs nes, for human use, in dosage",198801,200112,199819154,2,1,1,3004.10.00.19 -> 3004.10.00.10,3004.10.00.10,"Medicaments,cont penicillins/their derivatives, for human use, in doses/pack frs",201201,202606,active
imports:3004.10.00.19:2002-01,imports,3004.10.00.19,"Penicillins or their derivatives, nes, for human use, in dosage",200201,201112,288412775,2,1,0,3004.10.00.19 -> 3004.10.00.10,3004.10.00.10,"Medicaments,cont penicillins/their derivatives, for human use, in doses/pack frs",201201,202606,active
imports:3004.10.00.20:1988-01,imports,3004.10.00.20,"Streptomycins or their derivs, for human use, in dosage",198801,200112,18867459,2,1,1,3004.10.00.20 -> 3004.10.00.10,3004.10.00.10,"Medicaments,cont penicillins/their derivatives, for human use, in doses/pack frs",201201,202606,active
imports:3004.10.00.20:2002-01,imports,3004.10.00.20,"Streptomycins or their derivatives, for human use, in dosage",200201,201112,1553349,2,1,0,3004.10.00.20 -> 3004.10.00.10,3004.10.00.10,"Medicaments,cont penicillins/their derivatives, for human use, in doses/pack frs",201201,202606,active
imports:3004.10.00.31:1988-01,imports,3004.10.00.31,"Penicillins or their derivs, for vet use, in dosage",198801,200112,37406727,2,1,1,3004.10.00.31 -> 3004.10.00.90,3004.10.00.90,"Medi cont penicillins/streptomycins/deriv,f veterinary use,in doses/pack frs,nes",201201,202606,active
imports:3004.10.00.31:2002-01,imports,3004.10.00.31,"Penicillins or their derivatives, for veterinary use, in dosage",200201,201112,57877915,2,1,0,3004.10.00.31 -> 3004.10.00.90,3004.10.00.90,"Medi cont penicillins/streptomycins/deriv,f veterinary use,in doses/pack frs,nes",201201,202606,active
imports:3004.10.00.32:1988-02,imports,3004.10.00.32,"Streptomycins or their derivs, for vet use, in dosage",198802,200112,27371919,2,1,1,3004.10.00.32 -> 3004.10.00.90,3004.10.00.90,"Medi cont penicillins/streptomycins/deriv,f veterinary use,in doses/pack frs,nes",201201,202606,active
imports:3004.10.00.32:2002-01,imports,3004.10.00.32,"Streptomycins or their derivatives, for veterinary use, in dosage",200201,201112,23040797,2,1,0,3004.10.00.32 -> 3004.10.00.90,3004.10.00.90,"Medi cont penicillins/streptomycins/deriv,f veterinary use,in doses/pack frs,nes",201201,202606,active
imports:3004.10.00.90:2012-01,imports,3004.10.00.90,"Medi cont penicillins/streptomycins/deriv,f veterinary use,in doses/pack frs,nes",201201,202606,222264995,1,0,0,3004.10.00.90,3004.10.00.90,"Medi cont penicillins/streptomycins/deriv,f veterinary use,in doses/pack frs,nes",201201,202606,active
imports:3004.20.00.10:1988-01,imports,3004.20.00.10,"Tetracyclines or their derivs, for human use, in dosage",198801,200111,31043164,2,1,1,3004.20.00.10 -> 3004.20.00.19,3004.20.00.19,"Medi,cont antibiotics,hum,therap/prophltc,doses/pack frs,o/t No 30.02/05/06,nes",201201,202606,active
imports:3004.20.00.10:2002-01,imports,3004.20.00.10,"Tetracyclines or their derivatives, for human use, in dosage",200201,201112,16949339,2,1,0,3004.20.00.10 -> 3004.20.00.19,3004.20.00.19,"Medi,cont antibiotics,hum,therap/prophltc,doses/pack frs,o/t No 30.02/05/06,nes",201201,202606,active
imports:3004.20.00.11:2012-01,imports,3004.20.00.11,"Medicaments containing cephalosporins, for human use, in doses/packings frs",201201,202606,343971034,1,0,0,3004.20.00.11,3004.20.00.11,"Medicaments containing cephalosporins, for human use, in doses/packings frs",201201,202606,active
imports:3004.20.00.12:2012-01,imports,3004.20.00.12,"Medicaments containing vancomycin, for human use, in doses/pack for retail sale",201201,202606,143107474,1,0,0,3004.20.00.12,3004.20.00.12,"Medicaments containing vancomycin, for human use, in doses/pack for retail sale",201201,202606,active
imports:3004.20.00.13:2012-01,imports,3004.20.00.13,"Medicaments containing erythromycin, for human use,in doses/pack for retail sale",201201,202606,85156162,1,0,0,3004.20.00.13,3004.20.00.13,"Medicaments containing erythromycin, for human use,in doses/pack for retail sale",201201,202606,active
imports:3004.20.00.18:2012-01,imports,3004.20.00.18,"Medicaments containing macrolide,o/t erythromycin,f human use,doses/pack frs,nes",201201,202606,256165673,1,0,0,3004.20.00.18,3004.20.00.18,"Medicaments containing macrolide,o/t erythromycin,f human use,doses/pack frs,nes",201201,202606,active
imports:3004.20.00.19:2012-01,imports,3004.20.00.19,"Medi,cont antibiotics,hum,therap/prophltc,doses/pack frs,o/t No 30.02/05/06,nes",201201,202606,1895929597,1,0,0,3004.20.00.19,3004.20.00.19,"Medi,cont antibiotics,hum,therap/prophltc,doses/pack frs,o/t No 30.02/05/06,nes",201201,202606,active
imports:3004.20.00.20:1988-01,imports,3004.20.00.20,"Cephalosporins, for human use, in dosage",198801,201112,952412146,2,1,0,3004.20.00.20 -> 3004.20.00.11,3004.20.00.11,"Medicaments containing cephalosporins, for human use, in doses/packings frs",201201,202606,active
imports:3004.20.00.31:1988-01,imports,3004.20.00.31,"Erythromycin, for human use, in dosage",198801,201112,217132160,2,1,0,3004.20.00.31 -> 3004.20.00.13,3004.20.00.13,"Medicaments containing erythromycin, for human use,in doses/pack for retail sale",201201,202606,active
imports:3004.20.00.39:1988-01,imports,3004.20.00.39,"Macrolide antibiotics nes, for human use, in dosage",198801,200112,48798319,2,1,1,3004.20.00.39 -> 3004.20.00.18,3004.20.00.18,"Medicaments containing macrolide,o/t erythromycin,f human use,doses/pack frs,nes",201201,202606,active
imports:3004.20.00.39:2002-01,imports,3004.20.00.39,"Macrolide antibiotics, nes, for human use, in dosage",200201,201112,314746228,2,1,0,3004.20.00.39 -> 3004.20.00.18,3004.20.00.18,"Medicaments containing macrolide,o/t erythromycin,f human use,doses/pack frs,nes",201201,202606,active
imports:3004.20.00.41:1988-01,imports,3004.20.00.41,"Gentamycins, for human use, in dosage",198801,201112,23415016,2,1,0,3004.20.00.41 -> 3004.20.00.19,3004.20.00.19,"Medi,cont antibiotics,hum,therap/prophltc,doses/pack frs,o/t No 30.02/05/06,nes",201201,202606,active
imports:3004.20.00.42:1989-10,imports,3004.20.00.42,"Kanamycins, for human use, in dosage",198910,199007,4757,3,2,0,3004.20.00.42 -> 3004.20.00.49 -> 3004.20.00.19,3004.20.00.19,"Medi,cont antibiotics,hum,therap/prophltc,doses/pack frs,o/t No 30.02/05/06,nes",201201,202606,active
imports:3004.20.00.49:1988-01,imports,3004.20.00.49,"Aminoglycoside antibiotics, nes, for human use, in dosage",198801,201112,86823169,2,1,0,3004.20.00.49 -> 3004.20.00.19,3004.20.00.19,"Medi,cont antibiotics,hum,therap/prophltc,doses/pack frs,o/t No 30.02/05/06,nes",201201,202606,active
imports:3004.20.00.51:1990-03,imports,3004.20.00.51,"Bacitracin, for human use, in dosage",199003,201112,11061879,2,1,0,3004.20.00.51 -> 3004.20.00.19,3004.20.00.19,"Medi,cont antibiotics,hum,therap/prophltc,doses/pack frs,o/t No 30.02/05/06,nes",201201,202606,active
imports:3004.20.00.52:1988-01,imports,3004.20.00.52,"Polymyxins, for human use, in dosage",198801,199611,1094147,3,2,0,3004.20.00.52 -> 3004.20.00.69 -> 3004.20.00.19,3004.20.00.19,"Medi,cont antibiotics,hum,therap/prophltc,doses/pack frs,o/t No 30.02/05/06,nes",201201,202606,active
imports:3004.20.00.59:1988-01,imports,3004.20.00.59,"Polypeptide antibiotics, nes, for human use, in dosage",198801,199712,187741033,2,1,1,3004.20.00.59 -> 3004.20.00.19,3004.20.00.19,"Medi,cont antibiotics,hum,therap/prophltc,doses/pack frs,o/t No 30.02/05/06,nes",201201,202606,active
imports:3004.20.00.59:1998-01,imports,3004.20.00.59,"Polypeptides antibiotics, nes, for human use, in dosage",199801,201112,27238930,2,1,0,3004.20.00.59 -> 3004.20.00.19,3004.20.00.19,"Medi,cont antibiotics,hum,therap/prophltc,doses/pack frs,o/t No 30.02/05/06,nes",201201,202606,active
imports:3004.20.00.61:1988-02,imports,3004.20.00.61,"Chloramphenicol, for human use, in dosage",198802,201110,2971734,2,1,0,3004.20.00.61 -> 3004.20.00.19,3004.20.00.19,"Medi,cont antibiotics,hum,therap/prophltc,doses/pack frs,o/t No 30.02/05/06,nes",201201,202606,active
imports:3004.20.00.62:1988-03,imports,3004.20.00.62,"Mitomycin C, for human use, in dosage",198803,201110,11650860,2,1,0,3004.20.00.62 -> 3004.20.00.19,3004.20.00.19,"Medi,cont antibiotics,hum,therap/prophltc,doses/pack frs,o/t No 30.02/05/06,nes",201201,202606,active
imports:3004.20.00.63:1988-01,imports,3004.20.00.63,"Vancomycin, for human use, in dosage",198801,201112,142830549,2,1,0,3004.20.00.63 -> 3004.20.00.12,3004.20.00.12,"Medicaments containing vancomycin, for human use, in doses/pack for retail sale",201201,202606,active
imports:3004.20.00.64:1988-01,imports,3004.20.00.64,"Rifamycins, for human use, in dosage",198801,199106,510375,3,2,1,3004.20.00.64 -> 3004.20.00.69 -> 3004.20.00.19,3004.20.00.19,"Medi,cont antibiotics,hum,therap/prophltc,doses/pack frs,o/t No 30.02/05/06,nes",201201,202606,active
imports:3004.20.00.64:1991-12,imports,3004.20.00.64,"Lincomycin, for human use, in dosage",199112,199112,219,3,2,0,3004.20.00.64 -> 3004.20.00.69 -> 3004.20.00.19,3004.20.00.19,"Medi,cont antibiotics,hum,therap/prophltc,doses/pack frs,o/t No 30.02/05/06,nes",201201,202606,active
imports:3004.20.00.65:1988-12,imports,3004.20.00.65,"Lincomycin, for human use, in dosage",198812,198904,128029,4,3,1,3004.20.00.65 -> 3004.20.00.64 -> 3004.20.00.69 -> 3004.20.00.19,3004.20.00.19,"Medi,cont antibiotics,hum,therap/prophltc,doses/pack frs,o/t No 30.02/05/06,nes",201201,202606,active
imports:3004.20.00.66:1988-01,imports,3004.20.00.66,"Spectinomycin, for human use, in dosage",198801,199101,185394,3,2,0,3004.20.00.66 -> 3004.20.00.69 -> 3004.20.00.19,3004.20.00.19,"Medi,cont antibiotics,hum,therap/prophltc,doses/pack frs,o/t No 30.02/05/06,nes",201201,202606,active
imports:3004.20.00.69:1988-01,imports,3004.20.00.69,"Antibiotics, nes, for human use, in dosage",198801,201112,2133828374,2,1,0,3004.20.00.69 -> 3004.20.00.19,3004.20.00.19,"Medi,cont antibiotics,hum,therap/prophltc,doses/pack frs,o/t No 30.02/05/06,nes",201201,202606,active
imports:3004.20.00.70:1988-01,imports,3004.20.00.70,"Antibiotics, nes, for vet use, in dosage",198801,198812,4291483,3,2,1,3004.20.00.70 -> 3004.20.00.79 -> 3004.20.00.90,3004.20.00.90,"Medi,cont antibiotics,for veterinary use,doses/pack frs,o/t No 30.02/05/06,nes",201201,202606,active
imports:3004.20.00.71:1989-01,imports,3004.20.00.71,"Ivermectin, for vet use, in dosage",198901,200112,241484067,2,1,1,3004.20.00.71 -> 3004.20.00.80,3004.20.00.80,"Medicaments,cont ivermectin,for veterinary use,doses/pack frs,o/t No 30.02/05/06",201201,202606,active
imports:3004.20.00.71:2002-01,imports,3004.20.00.71,"Ivermectin, for veterinary use, in dosage",200201,201112,106145542,2,1,0,3004.20.00.71 -> 3004.20.00.80,3004.20.00.80,"Medicaments,cont ivermectin,for veterinary use,doses/pack frs,o/t No 30.02/05/06",201201,202606,active
imports:3004.20.00.79:1989-01,imports,3004.20.00.79,"Antibiotics, nes, for vet use, in dosage",198901,200112,259930879,2,1,1,3004.20.00.79 -> 3004.20.00.90,3004.20.00.90,"Medi,cont antibiotics,for veterinary use,doses/pack frs,o/t No 30.02/05/06,nes",201201,202606,active
imports:3004.20.00.79:2002-01,imports,3004.20.00.79,"Antibiotics, nes, for veterinary use, in dosage",200201,201112,481456969,2,1,0,3004.20.00.79 -> 3004.20.00.90,3004.20.00.90,"Medi,cont antibiotics,for veterinary use,doses/pack frs,o/t No 30.02/05/06,nes",201201,202606,active
imports:3004.20.00.80:2012-01,imports,3004.20.00.80,"Medicaments,cont ivermectin,for veterinary use,doses/pack frs,o/t No 30.02/05/06",201201,202606,81680403,1,0,0,3004.20.00.80,3004.20.00.80,"Medicaments,cont ivermectin,for veterinary use,doses/pack frs,o/t No 30.02/05/06",201201,202606,active
imports:3004.20.00.90:2012-01,imports,3004.20.00.90,"Medi,cont antibiotics,for veterinary use,doses/pack frs,o/t No 30.02/05/06,nes",201201,202606,1547690879,1,0,0,3004.20.00.90,3004.20.00.90,"Medi,cont antibiotics,for veterinary use,doses/pack frs,o/t No 30.02/05/06,nes",201201,202606,active
imports:3004.31.00.00:2012-01,imports,3004.31.00.00,"Medicaments,cont insulin,in doses/forms/pack f retail sale,o/t No 30.02/05/06",201201,202606,6403848742,1,0,0,3004.31.00.00,3004.31.00.00,"Medicaments,cont insulin,in doses/forms/pack f retail sale,o/t No 30.02/05/06",201201,202606,active
imports:3004.31.00.10:1998-01,imports,3004.31.00.10,"Insulin, w/n mixed w zinc, globin or protamine, prepr for parentl admin, in dos",199801,200112,259900492,2,1,1,3004.31.00.10 -> 3004.31.00.00,3004.31.00.00,"Medicaments,cont insulin,in doses/forms/pack f retail sale,o/t No 30.02/05/06",201201,202606,active
imports:3004.31.00.10:2002-01,imports,3004.31.00.10,"Insulin, w/n mixed w zinc,globin or protamine, prepr for parentl admin,in dosage",200201,201112,1510783285,2,1,0,3004.31.00.10 -> 3004.31.00.00,3004.31.00.00,"Medicaments,cont insulin,in doses/forms/pack f retail sale,o/t No 30.02/05/06",201201,202606,active
imports:3004.31.00.90:1998-01,imports,3004.31.00.90,"Insulin, nes, for human use, in dosage",199801,201112,7272310,2,1,0,3004.31.00.90 -> 3004.31.00.00,3004.31.00.00,"Medicaments,cont insulin,in doses/forms/pack f retail sale,o/t No 30.02/05/06",201201,202606,active
imports:3004.31.10.00:1988-01,imports,3004.31.10.00,"Insulin, w/n mixed w zinc, globin or protamine, prepr for parentl admin, in dos",198801,199712,266955474,3,2,1,3004.31.10.00 -> 3004.31.00.10 -> 3004.31.00.00,3004.31.00.00,"Medicaments,cont insulin,in doses/forms/pack f retail sale,o/t No 30.02/05/06",201201,202606,active
