hs_code,description,heading,subheading,first_period,last_period,months_with_trade,longest_quiet_months,source_rows,total_value_cad,stated_termination,stated_introduction,stated_termination_matches_data,stated_termination_is_this_life
3004399100,"Hormones, nes, cont more than 23% of abs ethy alc by vol, in dosage",3004,300439,198802,199709,46,8,50,288996,199712,,no,yes
3004399910,"Anterior pituitary hormones, for human use, in dosage",3004,300439,198801,199712,115,1,254,97455853,199712,,yes,yes
3004399920,"Posterior pituitary hormones, for human use, in dosage",3004,300439,198801,199712,40,14,46,1779924,199712,,yes,yes
3004399930,"Unmixed single estrogens, for human use, in dosage",3004,300439,198801,199712,118,1,298,125015221,199712,,yes,yes
3004399940,"Unmixed single progestational hormones, for human use, in dosage",3004,300439,198801,199711,92,4,137,29990842,199712,,no,yes
3004399950,"Hormones, nes, for human use, in dosage",3004,300439,198801,199712,120,0,973,313061021,199712,,yes,yes
3004399960,"Hormones, nes, for vet use, in dosage",3004,300439,198801,199712,120,0,1507,39767037,199712,,yes,yes
3004400010,"Codeine or its derivatives, for human use, in dosage",3004,300440,199801,201112,149,4,381,125087424,201112,,yes,yes
3004400020,"Vincristine, for human use, in dosage",3004,300440,199801,201112,69,20,83,17487958,201112,,yes,yes
3004400030,"Theophylline, for human use, in dosage",3004,300440,199801,201612,175,5,263,101935277,201612,,yes,yes
3004400040,"Morphine or its derivs, for human use, in dosage",3004,300440,199801,200112,48,0,184,69785960,201612,,no,no
3004400040,"Morphine or its derivatives, for human use, in dosage",3004,300440,200201,201612,177,1,681,1502374019,201612,,yes,yes
3004400050,"Aminophylline, for human use, in dosage",3004,300440,199803,201112,117,7,218,6586271,201112,,yes,yes
3004400080,"Narcotic veg alkaloids or their narc derivs, nes, for human use, in dosage",3004,300440,199801,201112,144,5,392,47146103,201112,,yes,yes
3004400090,"Non-narc veg alkaloids or their non-narc derivs, nes, for human use, in dosage",3004,300440,199801,200112,48,0,287,47599478,201612,,no,no
3004400090,"Non-narc veg alkaloids or their non-narc derivatives,nes,for human use,in dosage",3004,300440,200201,201612,180,0,3323,536767110,201612,,yes,yes
3004401000,"Alkaloids or their derivs, cont more than 23% of abs ethyl alc by vol, in dosage",3004,300440,198803,199712,31,27,35,207577,199712,,yes,yes
3004409011,"Codeine phosphate, for human use, in dosage",3004,300440,199008,199612,4,72,4,111515,199712,,no,yes
3004409019,"Codeine or its derivs nes, for human use, in dosage",3004,300440,198801,199712,88,4,146,10263737,199712,,yes,yes
3004409020,"Quinidine sulphate, for human use, in dosage",3004,300440,198802,199707,36,13,38,4869341,199712,,no,yes
3004409030,"Vincristine, for human use, in dosage",3004,300440,198802,199711,44,13,50,2496656,199712,,no,yes
3004409040,"Theophylline, for human use, in dosage",3004,300440,198801,199711,91,4,137,9473686,199712,,no,yes
3004409050,"Morphine or its derivs, for human use, in dosage",3004,300440,198801,199712,119,1,429,41902526,199712,,yes,yes
3004409060,"Cocaine or its derivs, for human use, in dosage",3004,300440,199111,199403,5,14,6,217467,199712,,no,yes
3004409070,"Aminophylline, for human use, in dosage",3004,300440,198805,199712,17,20,21,1778947,199712,,yes,yes
3004409080,"Narcotic veg alkaloids or their narc derivs, nes, for human use, in dosage",3004,300440,198802,199712,102,6,330,22494169,199712,,yes,yes
3004409090,"Non-narc veg alkaloids or their non-narc derivs, nes, for human use, in dosage",3004,300440,198801,199712,120,0,848,172848913,199712,,yes,yes
3004410000,"Medicaments,cont ephedrin/salts,therap/prophltc,in doses/frs,o/t No 30.02/05/06",3004,300441,201701,202605,82,6,156,8250035,,,,
3004420000,"Medi,cont pseudoephedrine/salts,therap/prophltc,in doses/frs,o/t No 30.02/05/06",3004,300442,201701,202606,103,3,339,107099130,,,,
3004430000,"Medi,cont norephedrine/salts,therap/prophltc,in doses/frs,o/t No 30.02/05/06",3004,300443,201712,202606,26,21,32,29252,,,,
3004490010,"Medi,cont morphine/deriv t/o,nes,therap/prophltc,in doses/frs,o/t No 30.02/05/06",3004,300449,201702,202606,113,0,468,642087753,,,,
3004490090,"Medi,cont alkaloids/deriv t/o,nes,therap/prophltc,doses/frs,o/t No 30.02/05/06",3004,300449,201701,202606,114,0,2822,424916016,,,,
3004500010,"Mx of amino acids & vitamins,& mx of amino acids, protein hydrolysates & vit,etc",3004,300450,199801,201112,168,0,1381,37019078,201112,,yes,yes
3004500011,"Medi,cont single vitamin,not mixed,f human,doses/pack frs,o/t No 30.02/05/06,nes",3004,300450,201201,202606,174,0,4612,345534495,,,,
3004500012,"Medi,cont 1 vitamin,mix w o supplements,f human use,doses/frs,o/t No 30.02/05/06",3004,300450,201201,202606,174,0,3994,182598539,,,,
3004500013,"Medicaments cont multivitamins not mixed with other suppl,for hum use,in dosage",3004,300450,201201,201612,60,0,881,20568179,201612,,yes,yes
3004500014,"Medi,cont multivitamins,mix w o suppl,f human use,doses/frs,o/t No 30.02/05/06",3004,300450,201201,202606,174,0,11641,996331498,,,,
3004500019,"Other medicaments cont vitamins and their derivs, for human use, in dosage,nes",3004,300450,201201,201612,60,0,1825,46118394,,,,
3004500019,"Medi,cont vitamins/prod of No 29.36,human use,doses/pack frs,o/t No 30.02/05/06",3004,300450,201701,202606,114,0,13222,237846662,,,,
3004500020,"Vitamins, cont more than 23% of abs ethyl alc by vol, for human use, in dosage",3004,300450,199801,201112,145,2,260,7548977,201112,,yes,yes
3004500031,"Vitamin C only, for human use, in dosage",3004,300450,199801,201112,168,0,1363,25564446,201112,,yes,yes
3004500032,"Vitamin E only, for human use, in dosage",3004,300450,199801,201112,163,1,891,50770658,201112,,yes,yes
3004500039,"Single vitamin only, nes, for human use, in dosage",3004,300450,199801,201112,168,0,2784,165618033,201112,,yes,yes
3004500040,"Single vitamin mixed w o supplements, for human use, in dosage",3004,300450,199801,200112,48,0,580,18779397,201112,,no,no
3004500040,"Single vitamin mixed w other supplements, for human use, in dosage",3004,300450,200201,201112,120,0,2126,102378164,201112,,yes,yes
3004500050,"Multivitamins not mixed with o supplements, for human use, in dosage",3004,300450,199801,200112,48,0,851,22024108,201112,,no,no
3004500050,"Multivitamins not mixed with other supplements, for human use, in dosage",3004,300450,200201,201112,120,0,1862,40412181,201112,,yes,yes
3004500061,"Vitamins-iron preparation, for human use, in dosage",3004,300450,199801,201112,168,0,1253,60566515,201112,,yes,yes
3004500069,"Multivitamins mixed with other supplements, nes, for human use, in dosage,",3004,300450,199801,200112,48,0,2585,120841956,201112,,no,no
3004500069,"Multivitamins mixed with other supplements, nes, for human use, in dosage",3004,300450,200201,201112,120,0,8046,481179232,201112,,yes,yes
3004500070,"Vitamins & their derivs, nes, for vet use, in dosage",3004,300450,199801,200112,48,0,1606,15043183,201112,,no,no
3004500070,"Vitamins & their derivatives, nes, for veterinary use, in dosage",3004,300450,200201,201112,120,0,3636,33162748,201112,,yes,yes
3004500090,"Medi,cont vitamins,for veterinary use,in doses/pack frs,o/t No 30.02/05/06,nes",3004,300450,201201,202606,174,0,14279,320242910,,,,
3004501000,"Mx of amino acids & vitamins,& mx of amino acids, protein hydrolysates & vit,etc",3004,300450,198801,199712,120,0,1068,29913272,199712,,yes,yes
3004509100,"Vitamins, cont more than 23% of abs ethyl alc by vol, for human use, in dosage",3004,300450,198801,199706,46,14,56,405203,199712,,no,yes
3004509911,"Vitamin C only, for human use, in dosage",3004,300450,198801,199712,120,0,868,34612678,199712,,yes,yes
3004509912,"Vitamin E only, for human use, in dosage",3004,300450,198801,199712,120,0,454,20986151,199712,,yes,yes
3004509919,"Single vitamin only, nes, for human use, in dosage",3004,300450,198801,199712,120,0,1356,70973832,199712,,yes,yes
3004509920,"Single vitamin mixed w o supplements, for human use, in dosage",3004,300450,199001,199712,96,0,870,18411892,199712,,yes,yes
3004509921,"Vitamins-iron preparation, for human use, in dosage",3004,300450,198801,198912,24,0,66,1445854,198912,,yes,yes
3004509922,"Multivitamins not mixed with o supplements, for human use, in dosage",3004,300450,198801,198912,24,0,212,11347774,198912,,yes,yes
3004509929,"Multivitamins mixed with other supplements, nes, for human use, in dosage",3004,300450,198801,198912,24,0,304,11260315,198912,,yes,yes
3004509930,"Vitamins & their derivs,nes,for vet use, in dosage",3004,300450,198801,198912,24,0,203,1124520,199712,,no,no
3004509930,"Multivitamins not mixed with o supplements, for human use, in dosage",3004,300450,199001,199712,96,0,1391,55679911,199712,,yes,yes
3004509941,"Vitamins-iron preparation, for human use, in dosage",3004,300450,199001,199712,96,0,495,15830543,199712,,yes,yes
3004509949,"Multivitamins mixed with other supplements, nes, for human use, in dosage,",3004,300450,199001,199712,96,0,2926,121058460,199712,,yes,yes
3004509950,"Vitamins & their derivs, nes, for vet use, in dosage",3004,300450,199001,199712,96,0,1270,3851408,199712,,yes,yes
3004600000,"Medicaments,cont antimalarial active principles,in doses/frs,o/t No 30.02/05/06",3004,300460,201701,202606,114,0,628,108069542,,,,
3004900011,"Mixtures of amino acids, nes, in dosage",3004,300490,199801,200112,48,0,521,12134371,,,,
3004900011,"Mixtures amino acids,nes,in doses/packings for retail sale,o/t No 30.02/05/06",3004,300490,200201,202606,294,0,4102,269141851,,,,
3004900012,"Dextrose (glucose) solutions, in dosage",3004,300490,199801,200112,48,0,359,23737768,,,,
3004900012,"Dextrose (glucose) solutions,in doses/pack for retail sale,o/t No 30.02/05/06",3004,300490,200201,202606,294,0,3825,929036724,,,,
3004900019,"Mx of amino acids & protein hydrolysates, etc, in dosage, nes",3004,300490,199801,200112,48,0,1077,231840003,,,,
3004900019,"Mixt amino acids & protein hydrolysates,etc,in doses/frs,o/t No 30.02/05/06,nes",3004,300490,200201,202606,294,0,6156,2137924791,,,,
3004900020,"Medicaments cont more than 23% of abs ethyl alc by vol, nes, in dosage",3004,300490,199801,201112,135,7,299,21555796,201112,,yes,yes
3004900021,"Medi cont cannabis/cannabinoids, therap/prophltc uses, doses/pack f retail sale",3004,300490,201804,202606,82,9,463,23295661,,,,
3004900022,"Analgesics, for human use, in doses/packings for retail sale, o/t No 30.02/05/06",3004,300490,201801,202606,102,0,5308,1527780771,,,,
3004900023,"Antidepressants & tranquilizers,f human use,in doses/pack frs,o/t No 30.02/05/06",3004,300490,201801,202606,102,0,2652,2971023462,,,,
3004900024,"Antihypertensive agents, for human use, in doses/packings frs,o/t No 30.02/05/06",3004,300490,201801,202606,102,0,1929,610783072,,,,
3004900025,"Antihistaminic agents, for human use, in doses/packings frs, o/t No 30.02/05/06",3004,300490,201801,202606,102,0,2823,524933474,,,,
3004900026,"Agents,acting on central nervous system,hum use,doses/frs,o/t No 30.02/05/06,nes",3004,300490,201801,202606,102,0,4384,3648223593,,,,
3004900027,"Local anaesthetics, for human use,in doses/pack f retail sale,o/t No 30.02/05/06",3004,300490,201801,202606,102,0,2609,325864439,,,,
3004900029,"Medi,acting on central nervous system,human use,doses/frs,o/t No 30.02/05/06,nes",3004,300490,201801,202606,102,0,3411,1192279494,,,,
3004900031,"Analgesics, for human use, in dosage",3004,300490,199801,201612,228,0,8699,1898485334,201712,,no,no
3004900031,"Analgesics, for human use, in doses/packings for retail sale, o/t No 30.02/05/06",3004,300490,201701,201712,12,0,653,191358695,201712,,yes,yes
3004900032,"Antidepressants & tranquilizers, for human use, in dosage",3004,300490,199801,200112,48,0,587,907057359,201712,,no,no
3004900032,"Antidepressants and tranquilizers, for human use, in dosage",3004,300490,200201,201612,180,0,3684,5198908933,201712,,no,no
3004900032,"Antidepressants & tranquilizers,f human use,in doses/pack frs,o/t No 30.02/05/06",3004,300490,201701,201712,12,0,302,419451550,201712,,yes,yes
3004900033,"Antihypertensive agents, for human use, in dosage",3004,300490,199801,201612,228,0,3333,2607150971,201712,,no,no
3004900033,"Antihypertensive agents, for human use, in doses/packings frs,o/t No 30.02/05/06",3004,300490,201701,201712,12,0,204,87767018,201712,,yes,yes
3004900034,"Antihistamines agents, for human use, in dosage",3004,300490,199801,201612,228,0,2637,413366156,201712,,no,no
3004900034,"Antihistaminic agents, for human use, in doses/packings frs, o/t No 30.02/05/06",3004,300490,201701,201712,12,0,232,44287752,201712,,yes,yes
3004900035,"Medicaments, for human use, acting on the nervous system, in dosage, nes",3004,300490,199801,201612,228,0,6568,6450550488,201712,,no,no
3004900035,"Agents,acting on central nervous system,hum use,doses/frs,o/t No 30.02/05/06,nes",3004,300490,201701,201712,12,0,575,309515114,201712,,yes,yes
3004900036,"Local anaesthetics, for human use, in dosage",3004,300490,199801,201612,228,0,5494,581716993,201712,,no,no
3004900036,"Local anaesthetics, for human use,in doses/pack f retail sale,o/t No 30.02/05/06",3004,300490,201701,201712,12,0,453,45621355,201712,,yes,yes
3004900039,"Medicaments, for human use, acting on the central nervous system, in dosage, nes",3004,300490,199801,201612,228,0,7261,3576411179,201712,,no,no
3004900039,"Medi,acting on central nervous system,human use,doses/frs,o/t No 30.02/05/06,nes",3004,300490,201701,201712,12,0,446,216136078,201712,,yes,yes
3004900041,"Histamine H2 receptor antagonist, for human use, in dosage",3004,300490,199801,201112,137,5,295,142378137,201112,,yes,yes
3004900042,"Laxatives, for human use, in dosage",3004,300490,199801,201612,228,0,4072,623343075,,,,
3004900042,"Laxatives, for human use, in doses/packings for retail sale, o/t No 30.02/05/06",3004,300490,201701,202606,114,0,2881,821294797,,,,
3004900043,"Antacids, for human use, in dosage",3004,300490,199801,201612,228,0,4890,1302655026,,,,
3004900043,"Antacids, for human use, in doses/packings for retail sale, o/t No 30.02/05/06",3004,300490,201701,202606,114,0,3711,865969289,,,,
3004900049,"Gastro-intestinal agents, for human use, in dosage, nes",3004,300490,199801,201112,168,0,6108,7745749433,,,,
3004900049,"Other gastrointestinal agents, for human use, in dosage, nes",3004,300490,201201,201612,60,0,2653,1592359805,,,,
3004900049,"Gastrointestinal agents, for human use, in doses/pack frs,o/t No 30.02/05/06,nes",3004,300490,201701,202606,114,0,6614,2306469855,,,,
3004900050,"Medicaments, for human use, acting on the cardio-vascular system, in dosage",3004,300490,199801,201612,228,0,10234,18698171573,,,,
3004900050,"Medi,for human use,acting on cardio-vascular system,doses/frs,o/t No 30.02/05/06",3004,300490,201701,202606,114,0,5940,5591781568,,,,
3004900061,"Anti-infective agents, cont sulfonamides, for human use, in dosage",3004,300490,199801,201612,206,4,560,106210456,,,,
3004900061,"Anti-infective agents,cont sulfonamides,f human use,doses/frs,o/t No 30.02/05/06",3004,300490,201701,202606,114,0,695,417018801,,,,
3004900069,"Anti-infective agents, for human use, in dosage, nes",3004,300490,199801,201612,228,0,11667,4848734852,,,,
3004900069,"Anti-infective agents, for human use, in doses/pack frs, o/t No 30.02/05/06, nes",3004,300490,201701,202606,114,0,6748,6695067359,,,,
3004900071,"Haematological agents, for human use, in dosage",3004,300490,199801,201612,228,0,4474,2974131430,,,,
3004900071,"Haematological agents, for human use, in doses/packings frs, o/t No 30.02/05/06",3004,300490,201701,202606,114,0,3080,2531955194,,,,
3004900072,"Antineoplastic agents, for human use, in dosage",3004,300490,199801,201612,228,0,8656,7878942485,,,,
3004900072,"Antineoplastic agents, for human use, in doses/packings frs, o/t No 30.02/05/06",3004,300490,201701,202606,114,0,7848,8885458989,,,,
3004900073,"Cough or cold preparations, for human use, in dosage",3004,300490,199801,201612,228,0,8186,772285580,,,,
3004900073,"Cough/cold preparations, for human use, in doses/packings frs,o/t No 30.02/05/06",3004,300490,201701,202606,114,0,6990,740096299,,,,
3004900074,"Medicaments, prim affecting eyes,ears & respiratory system,human use, in dos,nes",3004,300490,199801,201112,168,0,6107,5399340260,,,,
3004900074,"Medicaments, prim affecting eyes, ears&respiratory system, human use,in dos,nes",3004,300490,201201,201612,60,0,3331,4844195481,,,,
3004900074,"Medi,prim f eyes/ears/respiratory system,human use,doses/frs,o/t No 30.02/05/06",3004,300490,201701,202606,114,0,7185,7890073246,,,,
3004900075,"Diuretics, for human use, in dosage",3004,300490,199801,201612,227,1,1092,322924869,,,,
3004900075,"Diuretics, for human use, in doses/packings for retail sale, o/t No 30.02/05/06",3004,300490,201701,202606,113,1,901,62719030,,,,
3004900076,"Medicaments affecting electrolytic, caloric/water balance, for human use, in dos",3004,300490,199801,201112,168,0,2638,599449625,,,,
3004900076,"Medicaments,affecting electrolytic, caloric/water balance, for human use, in dos",3004,300490,201201,201612,60,0,1186,313293861,,,,
3004900076,"Medi,f electrolytic/caloric/water balance,human use,doses/frs,o/t No 30.02/05/06",3004,300490,201701,202606,114,0,2361,651297934,,,,
3004900077,"Dermatological agents, for human use, in dosage",3004,300490,199801,201612,228,0,9701,2139488469,,,,
3004900077,"Dermatological agents, for human use, in doses/packings frs, o/t No 30.02/05/06",3004,300490,201701,202606,114,0,7428,979279430,,,,
3004900078,"Medicaments cont hyaluronic acid or its sodium salt, for human use, in dosage",3004,300490,199801,201612,225,1,1621,147231056,,,,
3004900078,"Medi,cont hyaluronic acid/its sodium salt,human use,doses/frs,o/t No 30.02/05/06",3004,300490,201701,202606,114,0,1692,396610923,,,,
3004900079,"Medicaments nes, for human use, in dosage",3004,300490,199801,200112,48,0,7417,3693584947,,,,
3004900079,"Medicaments, nes, for human use, in dosage",3004,300490,200201,201112,120,0,23990,17171820852,,,,
3004900079,"Other medicaments, for human use, in dosage, nes",3004,300490,201201,201612,60,0,13544,9966430990,,,,
3004900079,"Medicaments,for human use,in doses/packings f retail sale,o/t No 30.02/05/06,nes",3004,300490,201701,202606,114,0,28434,29360292974,,,,
3004900081,"Anaesthetic, for veterinary use, in dosage",3004,300490,199801,201112,168,0,805,17659861,201112,,yes,yes
3004900089,"Medicaments nes, for veterinary use, in dosage",3004,300490,199801,200112,48,0,4955,429062287,201112,,no,no
3004900089,"Medicaments, nes, for veterinary use, in dosage",3004,300490,200201,201112,120,0,13806,1366683108,201112,,yes,yes
3004900090,"Other medicaments, for veterinary use, in dosage, nes",3004,300490,201201,201612,60,0,10218,1865267778,,,,
3004900090,"Medicaments,f veterinary use,doses/packings f retail sale,o/t No 30.02/05/06,nes",3004,300490,201701,202606,114,0,25013,10296642182,,,,
3004901010,"Mixtures of amino acids, nes, in dosage",3004,300490,198801,199712,120,0,929,27832591,199712,,yes,yes
3004901020,"Dextrose (glucose) & levulose (fructose) solutions, in dosage",3004,300490,198801,198912,24,0,154,11472011,199712,,no,no
3004901020,"Dextrose (glucose) solutions, in dosage",3004,300490,199001,199712,96,0,864,53097820,199712,,yes,yes
3004901090,"Mx of amino acids & protein hydrolysates, etc, in dosage",3004,300490,198801,199712,120,0,1198,40955791,199712,,yes,yes
3004909100,"Medicaments cont more than 23% of abs ethyl alc by vol, nes, in dosage",3004,300490,198801,199712,120,0,536,7663951,199712,,yes,yes
3004909911,"Analgesics, for human use, in dosage",3004,300490,198801,199712,120,0,1833,226805033,199712,,yes,yes
3004909912,"Antidepressants & tranquilizers, for human use, in dosage",3004,300490,198801,199712,120,0,1208,405662933,199712,,yes,yes
3004909913,"Antihypertensive agents, for human use, in dosage",3004,300490,198801,199712,120,0,1138,369413385,199712,,yes,yes
3004909914,"Antihistamines agents, for human use, in dosage",3004,300490,198801,199712,120,0,539,61924264,199712,,yes,yes
3004909915,"Medicaments, for human use, acting on the nervous system, in dosage, nes",3004,300490,199001,199712,96,0,722,116976986,199712,,yes,yes
3004909916,"Local anaesthetics, for human use, in dosage",3004,300490,199004,199712,93,0,534,23048265,199712,,yes,yes
3004909919,"Medicaments, for human use, acting on the central nervous system, in dosage, nes",3004,300490,198801,199712,120,0,2487,492424909,199712,,yes,yes
3004909921,"Histamine H2 receptor antagonist, for human use, in dosage",3004,300490,198801,199712,119,1,332,270583468,199712,,yes,yes
3004909922,"Laxatives, for human use, in dosage",3004,300490,199001,199712,96,0,935,69723767,199712,,yes,yes
3004909923,"Antacids, for human use, in dosage",3004,300490,199001,199712,96,0,731,67925751,199712,,yes,yes
3004909929,"Gastro-intestinal agents, for human use, in dosage, nes",3004,300490,198801,199712,120,0,2381,665980987,199712,,yes,yes
3004909930,"Medicaments, for human use, acting on the cardio-vascular system, in dosage",3004,300490,198801,199712,120,0,2247,1142787624,199712,,yes,yes
3004909940,"Anti-infective agents, for human use, in dosage",3004,300490,198801,198912,24,0,349,45447503,198912,,yes,yes
3004909941,"Anti-infective agents, containing sulfonamides, for human use, in dosage",3004,300490,199001,199712,83,1,159,15348385,199712,,yes,yes
3004909949,"Anti-infective agents, for human use, in dosage, nes",3004,300490,199001,199712,96,0,2381,526326356,199712,,yes,yes
3004909950,"Haematological agents, for human use, in dosage",3004,300490,198801,199712,120,0,905,148659591,199712,,yes,yes
3004909960,"Antineoplastic agents, for human use, in dosage",3004,300490,198801,199712,120,0,1862,367961271,199712,,yes,yes
3004909971,"Cough/cold preparations, for human use, in dosage",3004,300490,199001,199712,96,0,1699,97818164,199712,,yes,yes
3004909979,"Medicaments, prim affecting eyes,ears & respiratory system,human use, in dos,nes",3004,300490,199001,199712,96,0,2054,171116815,199712,,yes,yes
3004909981,"Diuretics, for human use, in dosage",3004,300490,198801,199712,120,0,596,41243804,199712,,yes,yes
3004909982,"Medicaments affecting electrolytic, caloric/water balance, for human use, in dos",3004,300490,198801,199712,120,0,1387,73229634,199712,,yes,yes
3004909983,"Dermatological agents, for human use, in dosage",3004,300490,199001,199712,96,0,1764,146213780,199712,,yes,yes
3004909984,"Medicaments cont hyaluronic acid or its sodium salt, for human use, in dosage",3004,300490,199001,199712,58,11,105,2455445,199712,,yes,yes
3004909989,"Medicaments nes, for human use, in dosage",3004,300490,198801,199712,120,0,10237,1883788320,199712,,yes,yes
3004909991,"Anaesthetic, for veterinary use, in dosage",3004,300490,198801,199712,100,2,239,4778034,199712,,yes,yes
3004909992,"Coccidiostats, in dosage",3004,300490,198801,199106,22,5,27,69111,199106,,yes,yes
3004909993,"Tranquilizers, for veterinary use, in dosage",3004,300490,198803,199106,19,4,29,161155,199106,,yes,yes
3004909999,"Medicaments nes, for veterinary use, in dosage",3004,300490,198801,199712,120,0,6510,393958224,199712,,yes,yes
3005100010,"Dressings & sim articles having an adhesive layer, coated/impreg w pharm subs",3005,300510,199801,202606,342,0,10732,456885280,,,,
3005100091,"Adhesive dressings, nes, packaged for retail sale",3005,300510,199801,202606,342,0,31354,1674710783,,,,
3005100099,"Wadding, gauze, bandages & sim articles, nes, with adhesive layer, pack ret sale",3005,300510,199801,202606,342,0,29704,682687861,,,,
3005101000,"Dressings & sim articles having an adhesive layer, coated/impreg w pharm subs",3005,300510,198801,199712,120,0,2480,64532479,199712,,yes,yes
3005109100,"Adhesive dressings, nes, packaged for retail sale",3005,300510,198801,199712,120,0,3622,85056257,199712,,yes,yes
3005109900,"Wadding, gauze, bandages & sim articles, nes, with adhesive layer, pack ret sale",3005,300510,198801,199712,120,0,1206,9717032,199712,,yes,yes
3005900010,Bandages & slabs of tex fab coated w plaster;o art used for orthopaedic casts,3005,300590,199801,200112,48,0,1039,9059334,201112,,no,no
3005900010,"Bandages & slabs of tex fab, coated w plaster;o art used for orthopaedic casts",3005,300590,200201,201112,120,0,2968,32551416,201112,,yes,yes
3005900020,"Dressings & sim articles coated or impreg w pharm substances, nes",3005,300590,199801,200112,48,0,2281,17548598,,,,
3005900020,"Dressings & sim articles, coated or impreg w pharm substances, nes",3005,300590,200201,202606,294,0,17028,620521402,,,,
3005900030,"Surgical dressings, not stitched or o/w mfd, not coated/impreg w pharm subs, nes",3005,300590,199801,202606,342,0,19238,457469170,,,,
3005900040,"Dressings/sim art of woven fab o/t of cotton; of knit fab, n-wov or felts, nes",3005,300590,199801,200112,48,0,1216,15492187,,,,
3005900040,"Dressings & sim art of woven fab,o/t of cotton; of knit fab,n-wov or felts,nes",3005,300590,200201,202606,294,0,15000,300818598,,,,
3005900050,"Dressings and sim articles of woven fabric solely of cotton, nes",3005,300590,199801,200112,48,0,1989,13133003,201112,,no,no
3005900050,"Dressings and sim articles, of woven fabric solely of cotton, nes",3005,300590,200201,201112,120,0,5927,34164366,201112,,yes,yes
3005900060,"Dressings and similar articles of paper, nes",3005,300590,199801,200112,48,0,269,256026,201112,,no,no
3005900060,"Dressings and similar articles, of paper, nes",3005,300590,200201,201112,120,0,815,1414250,201112,,yes,yes
3005900090,"Dressings and similar articles packaged for medical use, nes",3005,300590,199801,200112,48,0,5082,79284176,,,,
3005900090,"Dressings and similar articles, packaged for medical use, nes",3005,300590,200201,201112,120,0,16821,377774051,,,,
3005900090,"Wadding,gauze,bandages & sim art, packaged for retail sale & for medical use,nes",3005,300590,201201,202606,174,0,32984,1052516013,,,,
3005901000,Bandages & slabs of tex fab coated w plaster;o art used for orthopaedic casts,3005,300590,198801,199712,120,0,1150,10103909,199712,,yes,yes
3005902000,"Dressings & sim articles coated or impreg w pharm substances, nes",3005,300590,198801,199712,120,0,3251,35108734,199712,,yes,yes
3005903000,"Surgical dressings, not stitched or o/w mfd, not coated/impreg w pharm subs, nes",3005,300590,198801,199712,120,0,4091,102059460,199712,,yes,yes
3005909100,"Dressings/sim art of woven fab o/t of cotton; of knit fab, n-wov or felts, nes",3005,300590,198801,199712,120,0,2175,21207608,199712,,yes,yes
3005909200,"Dressings and sim articles of woven fabric solely of cotton, nes",3005,300590,198801,199712,120,0,3889,46712311,199712,,yes,yes
3005909300,"Dressings and similar articles of paper, nes",3005,300590,198801,199712,107,3,402,1808053,199712,,yes,yes
3005909900,"Dressings and similar articles packaged for medical use, nes",3005,300590,198801,199712,120,0,3377,19543614,199712,,yes,yes
3006100010,Sterile surgical catgut & similar sterile suture mat for surgical wound closure,3006,300610,198801,200112,168,0,4978,336323742,,,,
3006100010,"Sterile surgical catgut & similar sterile suture mat, for surgical wound closure",3006,300610,200201,202606,294,0,18485,1283989911,,,,
3006100090,"Laminaria & laminaria tents, sterile; sterile absorbable surg/dental haemostatic",3006,300610,198801,202606,462,0,19103,539248536,,,,
3006200010,"Blood-grouping reagents, of human origin",3006,300620,199801,201112,168,0,1878,300034808,201112,,yes,yes
3006200020,"Blood-grouping reagents, of animal origin",3006,300620,199801,202112,285,1,1134,101885670,202112,,yes,yes
3006200090,"Blood-grouping reagents, except of human or animal origin",3006,300620,199801,201112,168,0,1050,16629552,202112,,no,no
3006200090,"Blood-grouping reagents, other than of animal origin, nes",3006,300620,201201,202112,120,0,2576,142748427,202112,,yes,yes
3006201000,"Blood-grouping reagents, of human origin",3006,300620,198801,199712,120,0,1380,140148071,199712,,yes,yes
3006202000,"Blood-grouping reagents, of animal origin",3006,300620,198801,199712,120,0,532,6909500,199712,,yes,yes
3006209000,"Blood-grouping reagents, except of human or animal origin",3006,300620,198801,199712,118,1,478,15915707,199712,,yes,yes
3006300010,Opacifying preparations for X-ray examinations,3006,300630,199801,200112,48,0,368,62836383,,,,
3006300010,"Opacifying, preparations for X-ray examinations",3006,300630,200201,202606,293,1,1654,306368203,,,,
3006300020,Allergenics prepared for parenteral administration,3006,300630,199801,200112,48,0,985,4672794,201112,,no,no
3006300020,"Allergenics, prepared for parenteral administration",3006,300630,200201,201112,120,0,1098,13090987,201112,,yes,yes
3006300090,"Diagnostic reagents designed to be administered to the patient, nes",3006,300630,199801,200112,48,0,720,43280945,,,,
3006300090,"Diagnostic reagents, designed to be administered to the patient, nes",3006,300630,200201,202606,294,0,5084,1131115096,,,,
3006301000,Opacifying preparations for X-ray examinations,3006,300630,198801,199712,120,0,745,207390256,199712,,yes,yes
3006309100,Allergenics prepared for parenteral administration,3006,300630,198801,199712,120,0,557,8572971,199712,,yes,yes
3006309900,"Diagnostic reagents designed to be administered to the patient, nes",3006,300630,198801,199712,120,0,1140,53976365,199712,,yes,yes
3006400010,Dental cements and bone reconstruction cements,3006,300640,199801,202606,342,0,37142,984533064,,,,
3006400020,Points for filling dental root canals,3006,300640,199801,200112,48,0,1370,8851671,201112,,no,no
3006400020,"Points, for filling dental root canals",3006,300640,200201,201112,120,0,4080,23327268,201112,,yes,yes
