retiring_code,span_index,flow,last_period,total_value_cad,retiring_description,rank,candidate,candidate_description,similarity_score,vetoed_by,record_overruled_gate,review_flag,same_content_words
30044100,1,exports,202605,104471710.00,"Medicaments,cont ephedrin/salts,therap/prophltc,in doses/frs,o/t No 30.02/05/06",4,30044900,"Medi,cont alkaloids/deriv t/o,nes,therap/prophltc,doses/frs,o/t No 30.02/05/06",0.7643,,,,no
30044100,1,exports,202605,104471710.00,"Medicaments,cont ephedrin/salts,therap/prophltc,in doses/frs,o/t No 30.02/05/06",5,30045000,"Medicaments,cont vitamins/provitamins/deriv,in doses/pack/frs,o/t No 30.02/05/06",0.7170,,,,no
30044100,1,exports,202605,104471710.00,"Medicaments,cont ephedrin/salts,therap/prophltc,in doses/frs,o/t No 30.02/05/06",6,30046000,"Medicaments,cont antimalarial active principles,in doses/frs,o/t No 30.02/05/06",0.6962,,,,no
30044100,1,exports,202605,104471710.00,"Medicaments,cont ephedrin/salts,therap/prophltc,in doses/frs,o/t No 30.02/05/06",7,30043100,"Medicaments,cont insulin,in doses/forms/pack f retail sale,o/t No 30.02/05/06",0.6795,,,,no
30044100,1,exports,202605,104471710.00,"Medicaments,cont ephedrin/salts,therap/prophltc,in doses/frs,o/t No 30.02/05/06",8,30043200,"Medi,cont corticosteroid horm/deriv/struct ana,in doses/frs,o/t No 30.02/05/06",0.6497,,,,no
30044100,1,exports,202605,104471710.00,"Medicaments,cont ephedrin/salts,therap/prophltc,in doses/frs,o/t No 30.02/05/06",9,30049010,"Medi cont cannabis/cannabinoids, therap/prophltc uses, doses/pack f retail sale",0.5128,,,,no
30044100,1,exports,202605,104471710.00,"Medicaments,cont ephedrin/salts,therap/prophltc,in doses/frs,o/t No 30.02/05/06",10,30043900,"Medi,cont horm/prostaglandins/thromboxanes/leukotrienes/deriv/analogues,nes,frs",0.3671,,,,no
30044100,1,exports,202605,104471710.00,"Medicaments,cont ephedrin/salts,therap/prophltc,in doses/frs,o/t No 30.02/05/06",11,30041000,"Medi,cont penicillins/deriv w penicillanic acid struct, streptomycins/deriv,frs",0.2420,,,,no
30044300,1,exports,202203,497680.00,"Medi,cont norephedrine/salts,therap/prophltc,in doses/frs,o/t No 30.02/05/06",1,30044200,"Medi,cont pseudoephedrine/salts,therap/prophltc,in doses/frs,o/t No 30.02/05/06",0.9548,stimulant,,swapped term,no
30044300,1,exports,202203,497680.00,"Medi,cont norephedrine/salts,therap/prophltc,in doses/frs,o/t No 30.02/05/06",2,30044100,"Medicaments,cont ephedrin/salts,therap/prophltc,in doses/frs,o/t No 30.02/05/06",0.9290,,,swapped term,no
30044300,1,exports,202203,497680.00,"Medi,cont norephedrine/salts,therap/prophltc,in doses/frs,o/t No 30.02/05/06",3,30042000,"Medicaments,cont antibiotics,f therap/prophltc,in doses/frs,o/t No 30.02/05/06",0.8052,,,swapped term,no
30044300,1,exports,202203,497680.00,"Medi,cont norephedrine/salts,therap/prophltc,in doses/frs,o/t No 30.02/05/06",4,30044900,"Medi,cont alkaloids/deriv t/o,nes,therap/prophltc,doses/frs,o/t No 30.02/05/06",0.8052,,,,no
30044300,1,exports,202203,497680.00,"Medi,cont norephedrine/salts,therap/prophltc,in doses/frs,o/t No 30.02/05/06",5,30049090,"Medicaments,nes,therap/prophltc uses,doses/pack f retail sale,o/t No 30.02/05/06",0.7308,,,,no
30044300,1,exports,202203,497680.00,"Medi,cont norephedrine/salts,therap/prophltc,in doses/frs,o/t No 30.02/05/06",6,30043200,"Medi,cont corticosteroid horm/deriv/struct ana,in doses/frs,o/t No 30.02/05/06",0.6883,,,,no
30044300,1,exports,202203,497680.00,"Medi,cont norephedrine/salts,therap/prophltc,in doses/frs,o/t No 30.02/05/06",7,30046000,"Medicaments,cont antimalarial active principles,in doses/frs,o/t No 30.02/05/06",0.6581,,,,no
30044300,1,exports,202203,497680.00,"Medi,cont norephedrine/salts,therap/prophltc,in doses/frs,o/t No 30.02/05/06",8,30045000,"Medicaments,cont vitamins/provitamins/deriv,in doses/pack/frs,o/t No 30.02/05/06",0.6410,,,,no
30044300,1,exports,202203,497680.00,"Medi,cont norephedrine/salts,therap/prophltc,in doses/frs,o/t No 30.02/05/06",9,30043100,"Medicaments,cont insulin,in doses/forms/pack f retail sale,o/t No 30.02/05/06",0.6013,,,,no
30044300,1,exports,202203,497680.00,"Medi,cont norephedrine/salts,therap/prophltc,in doses/frs,o/t No 30.02/05/06",10,30049010,"Medi cont cannabis/cannabinoids, therap/prophltc uses, doses/pack f retail sale",0.5359,,,,no
30044300,1,exports,202203,497680.00,"Medi,cont norephedrine/salts,therap/prophltc,in doses/frs,o/t No 30.02/05/06",11,30043900,"Medi,cont horm/prostaglandins/thromboxanes/leukotrienes/deriv/analogues,nes,frs",0.4000,,,,no
30044300,1,exports,202203,497680.00,"Medi,cont norephedrine/salts,therap/prophltc,in doses/frs,o/t No 30.02/05/06",12,30041000,"Medi,cont penicillins/deriv w penicillanic acid struct, streptomycins/deriv,frs",0.2727,,,,no
30045010,1,exports,198812,5171012.00,"Vitamins and their derivatives,in dosage for human use",1,30045000,"Vitamins and their derivatives,in dosage",0.8511,,,,no
30045020,1,exports,198812,1105557.00,"Vitamins and their derivatives,in dosage for veterinary use",1,30045000,"Vitamins and their derivatives,in dosage",0.8081,,,,no
30049000,1,exports,201712,67033315697.00,"Medicaments,nes,therap/prophltc uses,doses/pack f retail sale,o/t No 30.02/05/06",1,30046000,"Medicaments,cont antimalarial active principles,in doses/frs,o/t No 30.02/05/06",0.5660,,,,no
30049010,1,exports,198812,52047406.00,"Medicaments nes, in dosage, for human use",1,30049000,"Medicaments nes, in dosage",0.7812,,,basket contents,no
30049010,1,exports,198812,52047406.00,"Medicaments nes, in dosage, for human use",2,30049090,"Medicaments,nes,therap/prophltc uses,doses/pack f retail sale,o/t No 30.02/05/06",0.4538,continuity,,,no
30049020,1,exports,198812,5163106.00,"Medicaments nes, in dosage, for veterinary use",1,30049000,"Medicaments nes, in dosage",0.7246,,,basket contents,no
30049020,1,exports,198812,5163106.00,"Medicaments nes, in dosage, for veterinary use",2,30049090,"Medicaments,nes,therap/prophltc uses,doses/pack f retail sale,o/t No 30.02/05/06",0.4516,continuity,,,no
30049020,1,exports,198812,5163106.00,"Medicaments nes, in dosage, for veterinary use",3,30049010,"Medi cont cannabis/cannabinoids, therap/prophltc uses, doses/pack f retail sale",0.3802,continuity,,,no
30062000,1,exports,202112,72350467.00,Blood-grouping reagents,1,30063000,"Opacifying prep, x-ray; diagnostic reagents, designed for admin to patients",0.2947,,,,no
30062000,1,exports,202112,72350467.00,Blood-grouping reagents,2,30069300,"Placebos,blinded or double blinded clinical trial kits, put up in measured doses",0.2745,,,,no
30062000,1,exports,202112,72350467.00,Blood-grouping reagents,3,30065000,First-aid boxes and kits,0.2553,,,,no
30062000,1,exports,202112,72350467.00,Blood-grouping reagents,4,30067000,"Gel prep f human/vet medicine as lub f parts of body f oper/examination,etc",0.2245,,,,no
30062000,1,exports,202112,72350467.00,Blood-grouping reagents,5,30069200,"Waste pharmaceuticals, nes",0.2083,,,,no
30062000,1,exports,202112,72350467.00,Blood-grouping reagents,6,30069100,Appliances identifiable for ostomy use,0.1967,,,,no
30062000,1,exports,202112,72350467.00,Blood-grouping reagents,7,30061000,"Sterile suture mat;sterile laminaria;sterile absorb haemostatics;surg/dental,etc",0.1942,,,,no
30062000,1,exports,202112,72350467.00,Blood-grouping reagents,8,30066000,"Chem contraceptive preparations,based on hormones/o prod of No 29.37/spermicides",0.1748,,,,no
30062000,1,exports,202112,72350467.00,Blood-grouping reagents,9,30064000,Dental cements & other dental fillings; bone reconstruction cements,0.1609,,,,no
30068000,1,exports,200612,4595187.00,Waste pharmaceuticals,1,30069200,"Waste pharmaceuticals, nes",0.9130,,,,no
