year_label,hs10,tariff_item8,ss,heading4,description,uom,group_header,page,source_file
2016,3002.30.00.10,3002.30.00,10,30.02,Vaccines against foot and mouth disease; Vaccines prepared for parenteral administration; Bovine intranasal vaccines,-,,443,PS35-7-2016-eng.pdf
2016,3002.30.00.90,3002.30.00,90,30.02,Other,-,,443,PS35-7-2016-eng.pdf
2016,3002.90.00.11,3002.90.00,11,30.02,Ricin,-,"Toxins, toxoids, antitoxins, viruses, bacteriophage and bacterial lysates",443,PS35-7-2016-eng.pdf
2016,3002.90.00.12,3002.90.00,12,30.02,Saxitoxin,-,"Toxins, toxoids, antitoxins, viruses, bacteriophage and bacterial lysates",443,PS35-7-2016-eng.pdf
2016,3002.90.00.19,3002.90.00,19,30.02,Other,-,"Toxins, toxoids, antitoxins, viruses, bacteriophage and bacterial lysates",443,PS35-7-2016-eng.pdf
2016,3002.90.00.20,3002.90.00,20,30.02,Butter making ferment cultures,KGM,,443,PS35-7-2016-eng.pdf
2016,3002.90.00.30,3002.90.00,30,30.02,"Dried blood, of animal origin, whether or not soluble",-,,443,PS35-7-2016-eng.pdf
2016,3002.90.00.91,3002.90.00,91,30.02,"Bacteria culture inoculants, for seeds",-,Other,443,PS35-7-2016-eng.pdf
2016,3002.90.00.92,3002.90.00,92,30.02,Whole human blood,-,Other,443,PS35-7-2016-eng.pdf
2016,3002.90.00.93,3002.90.00,93,30.02,"Antiallergenic preparations, of microbial origin",-,Other,443,PS35-7-2016-eng.pdf
2016,3002.90.00.99,3002.90.00,99,30.02,Other,-,Other,443,PS35-7-2016-eng.pdf
2016,3003.10.00.00,3003.10.00,00,30.03,"Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",KGM,,443,PS35-7-2016-eng.pdf
2016,3003.20.00.00,3003.20.00,00,30.03,Containing other antibiotics,KGM,,443,PS35-7-2016-eng.pdf
2016,3003.31.00.00,3003.31.00,00,30.03,Containing insulin,KGM,,444,PS35-7-2016-eng.pdf
2016,3003.39.00.00,3003.39.00,00,30.03,Other,KGM,,444,PS35-7-2016-eng.pdf
2016,3003.40.00.00,3003.40.00,00,30.03,Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,KGM,,444,PS35-7-2016-eng.pdf
2016,3003.90.00.30,3003.90.00,30,30.03,Containing acetaminophen,KGM,,444,PS35-7-2016-eng.pdf
2016,3003.90.00.90,3003.90.00,90,30.03,Other,KGM,,444,PS35-7-2016-eng.pdf
2016,3004.10.00.10,3004.10.00,10,30.04,For human use,-,,444,PS35-7-2016-eng.pdf
2016,3004.10.00.90,3004.10.00,90,30.04,Other,-,,444,PS35-7-2016-eng.pdf
2016,3004.20.00.11,3004.20.00,11,30.04,Containing cephalosporins,-,For human use,444,PS35-7-2016-eng.pdf
2016,3004.20.00.12,3004.20.00,12,30.04,Containing vancomycin,-,For human use,444,PS35-7-2016-eng.pdf
2016,3004.20.00.13,3004.20.00,13,30.04,Containing erythromycin,-,For human use,444,PS35-7-2016-eng.pdf
2016,3004.20.00.18,3004.20.00,18,30.04,"Other, containing macrolides",-,For human use,444,PS35-7-2016-eng.pdf
2016,3004.20.00.19,3004.20.00,19,30.04,Other,-,For human use,444,PS35-7-2016-eng.pdf
2016,3004.20.00.80,3004.20.00,80,30.04,"Other, containing ivermectin",-,,444,PS35-7-2016-eng.pdf
2016,3004.20.00.90,3004.20.00,90,30.04,Other,-,,444,PS35-7-2016-eng.pdf
2016,3004.31.00.00,3004.31.00,00,30.04,Containing insulin,-,,445,PS35-7-2016-eng.pdf
2016,3004.32.00.00,3004.32.00,00,30.04,"Containing corticosteroid hormones, their derivatives or structural analogues",-,,445,PS35-7-2016-eng.pdf
2016,3004.39.00.11,3004.39.00,11,30.04,"Epinephrine, its solutions and pituitary extracts",-,For human use,445,PS35-7-2016-eng.pdf
2016,3004.39.00.12,3004.39.00,12,30.04,Containing anterior pituitary hormones,-,For human use,445,PS35-7-2016-eng.pdf
2016,3004.39.00.13,3004.39.00,13,30.04,Containing unmixed single estrogens,-,For human use,445,PS35-7-2016-eng.pdf
2016,3004.39.00.19,3004.39.00,19,30.04,Other,-,For human use,445,PS35-7-2016-eng.pdf
2016,3004.39.00.90,3004.39.00,90,30.04,Other,-,,445,PS35-7-2016-eng.pdf
2016,3004.40.00.30,3004.40.00,30,30.04,Containing theophylline,-,,445,PS35-7-2016-eng.pdf
2016,3004.40.00.40,3004.40.00,40,30.04,Containing morphine or derivatives thereof,-,,445,PS35-7-2016-eng.pdf
2016,3004.40.00.90,3004.40.00,90,30.04,Other,-,,445,PS35-7-2016-eng.pdf
2016,3004.50.00.11,3004.50.00,11,30.04,"Containing a single vitamin, not mixed with other supplements",-,For human use,445,PS35-7-2016-eng.pdf
2016,3004.50.00.12,3004.50.00,12,30.04,"Containing a single vitamin, mixed with other supplements",-,For human use,445,PS35-7-2016-eng.pdf
2016,3004.50.00.13,3004.50.00,13,30.04,"Containing multivitamins, not mixed with other supplements",-,For human use,445,PS35-7-2016-eng.pdf
2016,3004.50.00.14,3004.50.00,14,30.04,"Containing multivitamins, mixed with other supplements",-,For human use,445,PS35-7-2016-eng.pdf
2016,3004.50.00.19,3004.50.00,19,30.04,Other,-,For human use,445,PS35-7-2016-eng.pdf
2016,3004.50.00.90,3004.50.00,90,30.04,Other,-,,445,PS35-7-2016-eng.pdf
2016,3004.90.00.11,3004.90.00,11,30.04,Amino acids,-,"Mixtures of amino acids and mixtures of amino acids and protein hydrolysates, whether or not containing added minerals, fats or carbohydrates, specially compounded for persons afflicted with amino acid disorders; Liver extracts, pituitary extracts, fractiMixtures of amino acids and mixtures of amino acids and protein hydrolysates, whether or not containing added minerals, fats or carbohydrates, specially compounded for persons afflicted with amino acid disorders; Liver extracts, pituitary extracts, fractionated soya oil emulsions, dextrose (glucose) solutions and levulose (fructose) solutions, prepared for parenteral administration",446,PS35-7-2016-eng.pdf
2016,3004.90.00.12,3004.90.00,12,30.04,Dextrose (glucose) and levulose (fructose) solutions,-,"Mixtures of amino acids and mixtures of amino acids and protein hydrolysates, whether or not containing added minerals, fats or carbohydrates, specially compounded for persons afflicted with amino acid disorders; Liver extracts, pituitary extracts, fractiMixtures of amino acids and mixtures of amino acids and protein hydrolysates, whether or not containing added minerals, fats or carbohydrates, specially compounded for persons afflicted with amino acid disorders; Liver extracts, pituitary extracts, fractionated soya oil emulsions, dextrose (glucose) solutions and levulose (fructose) solutions, prepared for parenteral administration",446,PS35-7-2016-eng.pdf
2016,3004.90.00.19,3004.90.00,19,30.04,Other,-,"Mixtures of amino acids and mixtures of amino acids and protein hydrolysates, whether or not containing added minerals, fats or carbohydrates, specially compounded for persons afflicted with amino acid disorders; Liver extracts, pituitary extracts, fractiMixtures of amino acids and mixtures of amino acids and protein hydrolysates, whether or not containing added minerals, fats or carbohydrates, specially compounded for persons afflicted with amino acid disorders; Liver extracts, pituitary extracts, fractionated soya oil emulsions, dextrose (glucose) solutions and levulose (fructose) solutions, prepared for parenteral administration",446,PS35-7-2016-eng.pdf
2016,3004.90.00.31,3004.90.00,31,30.04,Analgesics,-,"Other, for human use, acting on the nervous system",446,PS35-7-2016-eng.pdf
2016,3004.90.00.32,3004.90.00,32,30.04,Antidepressants and tranquilizers,-,"Other, for human use, acting on the nervous system",446,PS35-7-2016-eng.pdf
2016,3004.90.00.33,3004.90.00,33,30.04,Antihypertensive agents,-,"Other, for human use, acting on the nervous system",446,PS35-7-2016-eng.pdf
2016,3004.90.00.34,3004.90.00,34,30.04,Antihistaminic agents,-,"Other, for human use, acting on the nervous system",446,PS35-7-2016-eng.pdf
2016,3004.90.00.35,3004.90.00,35,30.04,"Other agents, acting on the central nervous system",-,"Other, for human use, acting on the nervous system",446,PS35-7-2016-eng.pdf
2016,3004.90.00.36,3004.90.00,36,30.04,Local anaesthetics,-,"Other, for human use, acting on the nervous system",446,PS35-7-2016-eng.pdf
2016,3004.90.00.39,3004.90.00,39,30.04,Other,-,"Other, for human use, acting on the nervous system",446,PS35-7-2016-eng.pdf
2016,3004.90.00.42,3004.90.00,42,30.04,Laxatives,-,"Other, for human use, gastrointestinal agents",446,PS35-7-2016-eng.pdf
2016,3004.90.00.43,3004.90.00,43,30.04,Antacids,-,"Other, for human use, gastrointestinal agents",446,PS35-7-2016-eng.pdf
2016,3004.90.00.49,3004.90.00,49,30.04,Other,-,"Other, for human use, gastrointestinal agents",446,PS35-7-2016-eng.pdf
2016,3004.90.00.50,3004.90.00,50,30.04,"Other, for human use, acting on the cardio-vascular system",-,,446,PS35-7-2016-eng.pdf
2016,3004.90.00.61,3004.90.00,61,30.04,Containing sulfonamides,-,"Other, for human use, anti-infective agents",446,PS35-7-2016-eng.pdf
2016,3004.90.00.69,3004.90.00,69,30.04,Other,-,"Other, for human use, anti-infective agents",446,PS35-7-2016-eng.pdf
2016,3004.90.00.71,3004.90.00,71,30.04,Haematological agents,-,"Other, for human use",446,PS35-7-2016-eng.pdf
2016,3004.90.00.72,3004.90.00,72,30.04,Antineoplastic agents,-,"Other, for human use",446,PS35-7-2016-eng.pdf
2016,3004.90.00.73,3004.90.00,73,30.04,Cough or cold preparations,-,"Other, for human use",446,PS35-7-2016-eng.pdf
2016,3004.90.00.74,3004.90.00,74,30.04,"Primarily affecting the eyes, ears or respiratory system",-,"Other, for human use",446,PS35-7-2016-eng.pdf
2016,3004.90.00.75,3004.90.00,75,30.04,Diuretics,-,"Other, for human use",446,PS35-7-2016-eng.pdf
2016,3004.90.00.76,3004.90.00,76,30.04,"Primarily affecting electrolytic, caloric or water balance",-,"Other, for human use",446,PS35-7-2016-eng.pdf
2016,3004.90.00.77,3004.90.00,77,30.04,Dermatological agents,-,"Other, for human use",446,PS35-7-2016-eng.pdf
2016,3004.90.00.78,3004.90.00,78,30.04,Containing hyaluronic acid or its sodium salt,-,"Other, for human use",446,PS35-7-2016-eng.pdf
2016,3004.90.00.79,3004.90.00,79,30.04,Other,-,"Other, for human use",446,PS35-7-2016-eng.pdf
2016,3004.90.00.90,3004.90.00,90,30.04,Other,-,,446,PS35-7-2016-eng.pdf
2016,3005.10.00.10,3005.10.00,10,30.05,Coated or impregnated with pharmaceutical substances,-,,446,PS35-7-2016-eng.pdf
2016,3005.10.00.91,3005.10.00,91,30.05,Adhesive dressings,-,Other,446,PS35-7-2016-eng.pdf
2016,3005.10.00.99,3005.10.00,99,30.05,Other,-,Other,446,PS35-7-2016-eng.pdf
2016,3005.90.00.20,3005.90.00,20,30.05,Coated or impregnated with pharmaceutical substances,-,,447,PS35-7-2016-eng.pdf
2016,3005.90.00.30,3005.90.00,30,30.05,"Surgical dressings, not stitched or otherwise manufactured, not coated or impregnated with pharmaceutical substances",-,,447,PS35-7-2016-eng.pdf
2016,3005.90.00.40,3005.90.00,40,30.05,"Other, of woven fabrics, other than woven fabrics solely of cotton; Of knitted fabrics, nonwovens or felts",-,,447,PS35-7-2016-eng.pdf
2016,3005.90.00.90,3005.90.00,90,30.05,Other,-,,447,PS35-7-2016-eng.pdf
2016,3006.10.00.10,3006.10.00,10,30.06,Sterile surgical catgut and similar sterile suture materials for surgical wound closure,-,,447,PS35-7-2016-eng.pdf
2016,3006.10.00.90,3006.10.00,90,30.06,Other,-,,447,PS35-7-2016-eng.pdf
2016,3006.20.00.20,3006.20.00,20,30.06,Of animal origin,-,,447,PS35-7-2016-eng.pdf
2016,3006.20.00.90,3006.20.00,90,30.06,Other,-,,447,PS35-7-2016-eng.pdf
2016,3006.30.00.10,3006.30.00,10,30.06,Opacifying preparations for X-ray examinations,-,,447,PS35-7-2016-eng.pdf
2016,3006.30.00.90,3006.30.00,90,30.06,Other,-,,447,PS35-7-2016-eng.pdf
2016,3006.40.00.10,3006.40.00,10,30.06,Dental cements and bone reconstruction cements,-,,447,PS35-7-2016-eng.pdf
2016,3006.40.00.90,3006.40.00,90,30.06,Other,-,,447,PS35-7-2016-eng.pdf
2016,3006.50.00.00,3006.50.00,00,30.06,First-aid boxes and kits,-,,447,PS35-7-2016-eng.pdf
2016,3006.60.00.10,3006.60.00,10,30.06,In measured doses,-,,448,PS35-7-2016-eng.pdf
2016,3006.60.00.90,3006.60.00,90,30.06,Other,-,,448,PS35-7-2016-eng.pdf
2016,3006.70.10.00,3006.70.10,00,30.06,"Chemical or biological preparations, including kits containing ancillary articles or materials, for medical diagnosis; To be employed in the insemination of animal semen",-,,448,PS35-7-2016-eng.pdf
2016,3006.70.90.00,3006.70.90,00,30.06,Other,-,,448,PS35-7-2016-eng.pdf
2016,3006.91.00.00,3006.91.00,00,30.06,Appliances identifiable for ostomy use,-,,448,PS35-7-2016-eng.pdf
2016,3006.92.00.00,3006.92.00,00,30.06,Waste pharmaceuticals,-,,448,PS35-7-2016-eng.pdf
