year_label,hs10,tariff_item8,ss,heading4,description,uom,group_header,page,source_file
2023-7,3004.20.00.90,3004.20.00,90,30.04,Other,-,,421,PS35-7-2023-7-eng.pdf
2023-7,3004.31.00.00,3004.31.00,00,30.04,Containing insulin,-,,422,PS35-7-2023-7-eng.pdf
2023-7,3004.32.00.00,3004.32.00,00,30.04,"Containing corticosteroid hormones, their derivatives or structural analogues",-,,422,PS35-7-2023-7-eng.pdf
2023-7,3004.39.00.11,3004.39.00,11,30.04,"Epinephrine, its solutions and pituitary extracts",-,For human use,422,PS35-7-2023-7-eng.pdf
2023-7,3004.39.00.12,3004.39.00,12,30.04,Containing anterior pituitary hormones,-,For human use,422,PS35-7-2023-7-eng.pdf
2023-7,3004.39.00.13,3004.39.00,13,30.04,Containing unmixed single estrogens,-,For human use,422,PS35-7-2023-7-eng.pdf
2023-7,3004.39.00.19,3004.39.00,19,30.04,Other,-,For human use,422,PS35-7-2023-7-eng.pdf
2023-7,3004.39.00.90,3004.39.00,90,30.04,Other,-,,422,PS35-7-2023-7-eng.pdf
2023-7,3004.41.00.00,3004.41.00,00,30.04,Containing ephedrine or its salts,KGM,,422,PS35-7-2023-7-eng.pdf
2023-7,3004.42.00.00,3004.42.00,00,30.04,Containing pseudoephedrine (INN) or its salts,KGM,,422,PS35-7-2023-7-eng.pdf
2023-7,3004.43.00.00,3004.43.00,00,30.04,Containing norephedrine or its salts,KGM,,422,PS35-7-2023-7-eng.pdf
2023-7,3004.49.00.10,3004.49.00,10,30.04,Containing morphine or derivatives thereof,KGM,,422,PS35-7-2023-7-eng.pdf
2023-7,3004.49.00.90,3004.49.00,90,30.04,Other,KGM,,422,PS35-7-2023-7-eng.pdf
2023-7,3004.50.00.11,3004.50.00,11,30.04,"Containing a single vitamin, not mixed with other supplements",-,For human use,423,PS35-7-2023-7-eng.pdf
2023-7,3004.50.00.12,3004.50.00,12,30.04,"Containing a single vitamin, mixed with other supplements",-,For human use,423,PS35-7-2023-7-eng.pdf
2023-7,3004.50.00.14,3004.50.00,14,30.04,"Containing multivitamins, mixed with other supplements",-,For human use,423,PS35-7-2023-7-eng.pdf
2023-7,3004.50.00.19,3004.50.00,19,30.04,Other,-,For human use,423,PS35-7-2023-7-eng.pdf
2023-7,3004.50.00.90,3004.50.00,90,30.04,Other,-,,423,PS35-7-2023-7-eng.pdf
2023-7,3004.60.00.00,3004.60.00,00,30.04,"Other, containing antimalarial active principles described in Subheading Note 2 to this Chapter",KGM,,423,PS35-7-2023-7-eng.pdf
2023-7,3004.90.00.11,3004.90.00,11,30.04,Amino acids,-,"Mixtures of amino acids and mixtures of amino acids and protein hydrolysates, whether or not containing added minerals, fats or carbohydrates, specially compounded for persons afflicted with amino acid disorders; Liver extracts, pituitary extracts, onated soya oil emulsions, dextrose (glucose) solutions and levulose (fructose) solutions, prepared for parenteral administration",423,PS35-7-2023-7-eng.pdf
2023-7,3004.90.00.12,3004.90.00,12,30.04,Dextrose (glucose) and levulose (fructose) solutions,-,"Mixtures of amino acids and mixtures of amino acids and protein hydrolysates, whether or not containing added minerals, fats or carbohydrates, specially compounded for persons afflicted with amino acid disorders; Liver extracts, pituitary extracts, onated soya oil emulsions, dextrose (glucose) solutions and levulose (fructose) solutions, prepared for parenteral administration",423,PS35-7-2023-7-eng.pdf
2023-7,3004.90.00.19,3004.90.00,19,30.04,Other,-,"Mixtures of amino acids and mixtures of amino acids and protein hydrolysates, whether or not containing added minerals, fats or carbohydrates, specially compounded for persons afflicted with amino acid disorders; Liver extracts, pituitary extracts, onated soya oil emulsions, dextrose (glucose) solutions and levulose (fructose) solutions, prepared for parenteral administration",423,PS35-7-2023-7-eng.pdf
2023-7,3004.90.00.21,3004.90.00,21,30.04,Containing cannabis or cannabinoids,KGM,"Other, for human use, acting on the nervous system",423,PS35-7-2023-7-eng.pdf
2023-7,3004.90.00.22,3004.90.00,22,30.04,Analgesics,KGM,"Other, for human use, acting on the nervous system",423,PS35-7-2023-7-eng.pdf
2023-7,3004.90.00.23,3004.90.00,23,30.04,Antidepressants and tranquilizers,KGM,"Other, for human use, acting on the nervous system",423,PS35-7-2023-7-eng.pdf
2023-7,3004.90.00.24,3004.90.00,24,30.04,Antihypertensive agents,KGM,"Other, for human use, acting on the nervous system",423,PS35-7-2023-7-eng.pdf
2023-7,3004.90.00.25,3004.90.00,25,30.04,Antihistaminic agents,KGM,"Other, for human use, acting on the nervous system",423,PS35-7-2023-7-eng.pdf
2023-7,3004.90.00.26,3004.90.00,26,30.04,"Other agents, acting on the central nervous system",KGM,"Other, for human use, acting on the nervous system",423,PS35-7-2023-7-eng.pdf
2023-7,3004.90.00.27,3004.90.00,27,30.04,Local anaesthetics,KGM,"Other, for human use, acting on the nervous system",423,PS35-7-2023-7-eng.pdf
2023-7,3004.90.00.29,3004.90.00,29,30.04,Other,KGM,"Other, for human use, acting on the nervous system",423,PS35-7-2023-7-eng.pdf
2023-7,3004.90.00.42,3004.90.00,42,30.04,Laxatives,KGM,"Other, for human use, gastrointestinal agents",423,PS35-7-2023-7-eng.pdf
2023-7,3004.90.00.43,3004.90.00,43,30.04,Antacids,KGM,"Other, for human use, gastrointestinal agents",423,PS35-7-2023-7-eng.pdf
2023-7,3004.90.00.49,3004.90.00,49,30.04,Other,KGM,"Other, for human use, gastrointestinal agents",423,PS35-7-2023-7-eng.pdf
2023-7,3004.90.00.50,3004.90.00,50,30.04,"Other, for human use, acting on the cardio-vascular system",KGM,,423,PS35-7-2023-7-eng.pdf
2023-7,3004.90.00.61,3004.90.00,61,30.04,Containing sulfonamides,KGM,"Other, for human use, anti-infective agents",423,PS35-7-2023-7-eng.pdf
2023-7,3004.90.00.69,3004.90.00,69,30.04,Other,KGM,"Other, for human use, anti-infective agents",423,PS35-7-2023-7-eng.pdf
2023-7,3004.90.00.71,3004.90.00,71,30.04,Haematological agents,KGM,"Other, for human use",423,PS35-7-2023-7-eng.pdf
2023-7,3004.90.00.72,3004.90.00,72,30.04,Antineoplastic agents,KGM,"Other, for human use",423,PS35-7-2023-7-eng.pdf
2023-7,3004.90.00.73,3004.90.00,73,30.04,Cough or cold preparations,KGM,"Other, for human use",423,PS35-7-2023-7-eng.pdf
2023-7,3004.90.00.74,3004.90.00,74,30.04,"Primarily affecting the eyes, ears or respiratory system",KGM,"Other, for human use",423,PS35-7-2023-7-eng.pdf
2023-7,3004.90.00.75,3004.90.00,75,30.04,Diuretics,KGM,"Other, for human use",423,PS35-7-2023-7-eng.pdf
2023-7,3004.90.00.76,3004.90.00,76,30.04,"Primarily affecting electrolytic, caloric or water balance",KGM,"Other, for human use",423,PS35-7-2023-7-eng.pdf
2023-7,3004.90.00.77,3004.90.00,77,30.04,Dermatological agents,KGM,"Other, for human use",423,PS35-7-2023-7-eng.pdf
2023-7,3004.90.00.78,3004.90.00,78,30.04,Containing hyaluronic acid or its sodium salt,KGM,"Other, for human use",423,PS35-7-2023-7-eng.pdf
2023-7,3004.90.00.79,3004.90.00,79,30.04,Other,KGM,"Other, for human use",423,PS35-7-2023-7-eng.pdf
2023-7,3004.90.00.90,3004.90.00,90,30.04,Other,KGM,,423,PS35-7-2023-7-eng.pdf
2023-7,3005.10.00.10,3005.10.00,10,30.05,Coated or impregnated with pharmaceutical substances,-,,424,PS35-7-2023-7-eng.pdf
2023-7,3005.10.00.91,3005.10.00,91,30.05,Adhesive dressings,-,Other,424,PS35-7-2023-7-eng.pdf
2023-7,3005.10.00.99,3005.10.00,99,30.05,Other,-,Other,424,PS35-7-2023-7-eng.pdf
2023-7,3005.90.00.20,3005.90.00,20,30.05,Coated or impregnated with pharmaceutical substances,-,,424,PS35-7-2023-7-eng.pdf
2023-7,3005.90.00.30,3005.90.00,30,30.05,"Surgical dressings, not stitched or otherwise manufactured, not coated or impregnated with pharmaceutical substances",-,,424,PS35-7-2023-7-eng.pdf
2023-7,3005.90.00.40,3005.90.00,40,30.05,"Other, of woven fabrics, other than woven fabrics solely of cotton; Of knitted fabrics, nonwovens or felts",-,,424,PS35-7-2023-7-eng.pdf
2023-7,3005.90.00.90,3005.90.00,90,30.05,Other,-,,424,PS35-7-2023-7-eng.pdf
2023-7,3006.10.00.10,3006.10.00,10,30.06,Sterile surgical catgut and similar sterile suture materials for surgical wound closure,-,,424,PS35-7-2023-7-eng.pdf
2023-7,3006.10.00.90,3006.10.00,90,30.06,Other,-,,424,PS35-7-2023-7-eng.pdf
2023-7,3006.30.00.10,3006.30.00,10,30.06,Opacifying preparations for X-ray examinations,-,,424,PS35-7-2023-7-eng.pdf
2023-7,3006.30.00.90,3006.30.00,90,30.06,Other,-,,424,PS35-7-2023-7-eng.pdf
2023-7,3006.40.00.10,3006.40.00,10,30.06,Dental cements and bone reconstruction cements,-,,424,PS35-7-2023-7-eng.pdf
2023-7,3006.40.00.90,3006.40.00,90,30.06,Other,-,,424,PS35-7-2023-7-eng.pdf
2023-7,3006.50.00.00,3006.50.00,00,30.06,First-aid boxes and kits,-,,425,PS35-7-2023-7-eng.pdf
2023-7,3006.60.00.00,3006.60.00,00,30.06,"Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",KGM,,425,PS35-7-2023-7-eng.pdf
2023-7,3006.70.10.00,3006.70.10,00,30.06,"Chemical or biological preparations, including kits containing ancillary articles or materials, for medical diagnosis; To be employed in the insemination of animal semen",-,,425,PS35-7-2023-7-eng.pdf
2023-7,3006.70.90.00,3006.70.90,00,30.06,Other,-,,425,PS35-7-2023-7-eng.pdf
2023-7,3006.91.00.00,3006.91.00,00,30.06,Appliances identifiable for ostomy use,-,,425,PS35-7-2023-7-eng.pdf
2023-7,3006.92.00.00,3006.92.00,00,30.06,Waste pharmaceuticals,-,,425,PS35-7-2023-7-eng.pdf
2023-7,3006.93.10.00,3006.93.10,00,30.06,Syrup based,KGM,,425,PS35-7-2023-7-eng.pdf
2023-7,3006.93.20.00,3006.93.20,00,30.06,Sugar based,KGM,,426,PS35-7-2023-7-eng.pdf
2023-7,3006.93.30.00,3006.93.30,00,30.06,Other food based,KGM,,426,PS35-7-2023-7-eng.pdf
2023-7,3006.93.40.00,3006.93.40,00,30.06,Non-alcoholic beverages based,-,,426,PS35-7-2023-7-eng.pdf
2023-7,3006.93.90.00,3006.93.90,00,30.06,Other,KGM,,426,PS35-7-2023-7-eng.pdf
