year,hs10,tariff_item8,description,uom
2011,3004.50.00.61,3004.50.00,Vitamin-iron preparations,-
2011,3004.50.00.69,3004.50.00,Other,-
2011,3004.50.00.70,3004.50.00,"Other, for veterinary use",-
2011,3004.90.00.11,3004.90.00,Amino acids,-
2011,3004.90.00.12,3004.90.00,Dextrose (glucose) and levulose (fructose) solutions,-
2011,3004.90.00.19,3004.90.00,Other,-
2011,3004.90.00.20,3004.90.00,"Other, containing more than 23% of absolute ethyl alcohol by volume",LTR
2011,3004.90.00.31,3004.90.00,Analgesics,-
2011,3004.90.00.32,3004.90.00,Antidepressants and tranquilizers,-
2011,3004.90.00.33,3004.90.00,Antihypertensive agents,-
2011,3004.90.00.34,3004.90.00,Antihistaminic agents,-
2011,3004.90.00.35,3004.90.00,Other agents acting on the central nervous system,-
2011,3004.90.00.36,3004.90.00,Local anaesthetics,-
2011,3004.90.00.39,3004.90.00,Other,-
2011,3004.90.00.41,3004.90.00,Histamine H+2 receptor antagonist,-
2011,3004.90.00.42,3004.90.00,Laxatives,-
2011,3004.90.00.43,3004.90.00,Antacids,-
2011,3004.90.00.49,3004.90.00,Other,-
2011,3004.90.00.50,3004.90.00,"Other, for human use, acting on the cardio-vascular system",-
2011,3004.90.00.61,3004.90.00,Containing sulfonamides,-
2011,3004.90.00.69,3004.90.00,Other,-
2011,3004.90.00.71,3004.90.00,Haematological agents,-
2011,3004.90.00.72,3004.90.00,Antineoplastic agents,-
2011,3004.90.00.73,3004.90.00,Cough or cold preparations,-
2011,3004.90.00.74,3004.90.00,"Other, primarily affecting the eyes, ears or respiratory system",-
2011,3004.90.00.75,3004.90.00,Diuretics,-
2011,3004.90.00.76,3004.90.00,"Other medicaments primarily affecting electrolytic, caloric or water balance",-
2011,3004.90.00.77,3004.90.00,Dermatological agents,-
2011,3004.90.00.78,3004.90.00,Containing hyaluronic acid or its sodium salt,-
2011,3004.90.00.79,3004.90.00,Other,-
2011,3004.90.00.81,3004.90.00,Anaesthetics,-
2011,3004.90.00.89,3004.90.00,Other,-
2011,3005.10.00.10,3005.10.00,Coated or impregnated with pharmaceutical substances,-
2011,3005.10.00.91,3005.10.00,Adhesive dressings,-
2011,3005.10.00.99,3005.10.00,Other,-
2011,3005.90.00.10,3005.90.00,"Bandages and slabs of textile fabric specially coated with plaster of Paris compound; other articles specially designed for use as, or for use in the making of orthopaedic casts",-
2011,3005.90.00.20,3005.90.00,Coated or impregnated with pharmaceutical substances,-
2011,3005.90.00.30,3005.90.00,"Surgical dressings, not stitched or otherwise manufactured, not coated or impregnated with pharmaceutical substances",-
2011,3005.90.00.40,3005.90.00,"Other, of woven fabrics other than woven fabrics solely of cotton; of knitted fabrics, nonwovens or felts",-
2011,3005.90.00.50,3005.90.00,"Other, of woven fabrics solely of cotton",-
2011,3005.90.00.60,3005.90.00,"Other, of paper",-
2011,3005.90.00.90,3005.90.00,Other,-
2011,3006.10.00.10,3006.10.00,Sterile surgical catgut and similar sterile suture materials for surgical woundclosure,-
2011,3006.10.00.90,3006.10.00,Other,-
2011,3006.20.00.10,3006.20.00,Of human origin,-
2011,3006.20.00.20,3006.20.00,Of animal origin,-
2011,3006.20.00.90,3006.20.00,Of other origin,-
2011,3006.30.00.10,3006.30.00,Opacifying preparations for X-ray examinations,-
2011,3006.30.00.20,3006.30.00,Allergenics prepared for parenteral administration,-
2011,3006.30.00.90,3006.30.00,Other,-
2011,3006.40.00.10,3006.40.00,Dental cements and bone reconstruction cements,-
2011,3006.40.00.20,3006.40.00,Points for filling dental root canals,-
2011,3006.40.00.30,3006.40.00,"Dental fillings of composition metals, excluding those in powder or pellet form",-
2011,3006.40.00.90,3006.40.00,Other dental fillings,-
2011,3006.50.00.00,3006.50.00,First-aid boxes and kits,-
2011,3006.60.00.11,3006.60.00,Containing norethesterone acetate and ethinylestradiol,-
2011,3006.60.00.19,3006.60.00,Other,-
2011,3006.60.00.90,3006.60.00,Other than in measured doses,-
2011,3006.70.10.00,3006.70.10,"Chemical or biological preparations, including kits containing ancillary articles or materials, for medical diagnosis; To be employed in the insemination of animal semen",-
2011,3006.70.90.00,3006.70.90,Other,-
2011,3006.91.00.00,3006.91.00,Appliances identifiable for ostomy use,-
2011,3006.92.00.00,3006.92.00,Waste pharmaceuticals,-
2012,3001.20.00.00,3001.20.00,Extracts of glands or other organs or of their secretions,KGM
2012,3001.90.00.10,3001.90.00,Heparin and its salts,KGM
2012,3001.90.00.20,3001.90.00,"Bone, organs and other human or animal tissue, living or preserved, suitable for permanent grafting or implantation",KGM
2012,3001.90.00.90,3001.90.00,Other,KGM
2012,3002.10.00.10,3002.10.00,"Human antisera and other human blood fractions, for diagnostic use",KGM
2012,3002.10.00.21,3002.10.00,Blood plasma,KGM
2012,3002.10.00.22,3002.10.00,Normal serum globulin,KGM
2012,3002.10.00.23,3002.10.00,Immune serum globulin,KGM
2012,3002.10.00.29,3002.10.00,Other,KGM
2012,3002.10.00.30,3002.10.00,"Human antisera and other human blood fractions, for other uses",KGM
2012,3002.10.00.41,3002.10.00,Bovine albumin,KGM
2012,3002.10.00.42,3002.10.00,Sera and antisera,KGM
2012,3002.10.00.49,3002.10.00,Other,KGM
2012,3002.10.00.51,3002.10.00,For use in humans,KGM
2012,3002.10.00.59,3002.10.00,Other,KGM
2012,3002.10.00.90,3002.10.00,Other,-
2012,3002.20.00.10,3002.20.00,Against influenza virus,-
2012,3002.20.00.90,3002.20.00,Other,-
2012,3002.30.00.10,3002.30.00,Vaccines against foot and mouth disease; Vaccines prepared for parenteral administration; Bovine intranasal vaccines,-
2012,3002.30.00.90,3002.30.00,Other,-
2012,3002.90.00.11,3002.90.00,Ricin,-
2012,3002.90.00.12,3002.90.00,Saxitoxin,-
2012,3002.90.00.19,3002.90.00,Other,-
2012,3002.90.00.20,3002.90.00,Butter making ferment cultures,KGM
2012,3002.90.00.30,3002.90.00,"Dried blood, of animal origin, whether or not soluble",-
2012,3002.90.00.91,3002.90.00,"Bacteria culture inoculants, for seeds",-
2012,3002.90.00.92,3002.90.00,Whole human blood,-
2012,3002.90.00.93,3002.90.00,"Antiallergenic preparations, of microbial origin",-
2012,3002.90.00.99,3002.90.00,Other,-
2012,3003.10.00.00,3003.10.00,"Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",KGM
2012,3003.20.00.00,3003.20.00,Containing other antibiotics,KGM
2012,3003.31.00.00,3003.31.00,Containing insulin,KGM
2012,3003.39.00.00,3003.39.00,Other,KGM
2012,3003.40.00.00,3003.40.00,Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,KGM
2012,3003.90.00.30,3003.90.00,Containing acetaminophen,KGM
2012,3003.90.00.90,3003.90.00,Other,KGM
2012,3004.10.00.10,3004.10.00,For human use,-
2012,3004.10.00.90,3004.10.00,Other,-
2012,3004.20.00.11,3004.20.00,Containing cephalosporins,-
2012,3004.20.00.12,3004.20.00,Containing vancomycin,-
2012,3004.20.00.13,3004.20.00,Containing erythromycin,-
2012,3004.20.00.18,3004.20.00,"Other, containing macrolides",-
2012,3004.20.00.19,3004.20.00,Other,-
2012,3004.20.00.80,3004.20.00,"Other, containing ivermectin",-
2012,3004.20.00.90,3004.20.00,Other,-
2012,3004.31.00.00,3004.31.00,Containing insulin,-
2012,3004.32.00.00,3004.32.00,"Containing corticosteroid hormones, their derivatives or structural analogues",-
2012,3004.39.00.11,3004.39.00,"Epinephrine, its solutions and pituitary extracts",-
2012,3004.39.00.12,3004.39.00,Containing anterior pituitary hormones,-
2012,3004.39.00.13,3004.39.00,Containing unmixed single estrogens,-
2012,3004.39.00.19,3004.39.00,Other,-
2012,3004.39.00.90,3004.39.00,Other,-
2012,3004.40.00.30,3004.40.00,Containing theophylline,-
2012,3004.40.00.40,3004.40.00,Containing morphine or derivatives thereof,-
2012,3004.40.00.90,3004.40.00,Other,-
2012,3004.50.00.11,3004.50.00,"Containing a single vitamin, not mixed with other supplements",-
2012,3004.50.00.12,3004.50.00,"Containing a single vitamin, mixed with other supplements",-
2012,3004.50.00.13,3004.50.00,"Containing multivitamins, not mixed with other supplements",-
2012,3004.50.00.14,3004.50.00,"Containing multivitamins, mixed with other supplements",-
2012,3004.50.00.19,3004.50.00,Other,-
2012,3004.50.00.90,3004.50.00,Other,-
2012,3004.90.00.11,3004.90.00,Amino acids,-
2012,3004.90.00.12,3004.90.00,Dextrose (glucose) and levulose (fructose) solutions,-
2012,3004.90.00.19,3004.90.00,Other,-
2012,3004.90.00.31,3004.90.00,Analgesics,-
2012,3004.90.00.32,3004.90.00,Antidepressants and tranquilizers,-
2012,3004.90.00.33,3004.90.00,Antihypertensive agents,-
2012,3004.90.00.34,3004.90.00,Antihistaminic agents,-
2012,3004.90.00.35,3004.90.00,"Other agents, acting on the central nervous system",-
2012,3004.90.00.36,3004.90.00,Local anaesthetics,-
2012,3004.90.00.39,3004.90.00,Other,-
2012,3004.90.00.42,3004.90.00,Laxatives,-
2012,3004.90.00.43,3004.90.00,Antacids,-
2012,3004.90.00.49,3004.90.00,Other,-
2012,3004.90.00.50,3004.90.00,"Other, for human use, acting on the cardio-vascular system",-
2012,3004.90.00.61,3004.90.00,Containing sulfonamides,-
2012,3004.90.00.69,3004.90.00,Other,-
2012,3004.90.00.71,3004.90.00,Haematological agents,-
2012,3004.90.00.72,3004.90.00,Antineoplastic agents,-
2012,3004.90.00.73,3004.90.00,Cough or cold preparations,-
2012,3004.90.00.74,3004.90.00,"Primarily affecting the eyes, ears or respiratory system",-
2012,3004.90.00.75,3004.90.00,Diuretics,-
2012,3004.90.00.76,3004.90.00,"Primarily affecting electrolytic, caloric or water balance",-
2012,3004.90.00.77,3004.90.00,Dermatological agents,-
2012,3004.90.00.78,3004.90.00,Containing hyaluronic acid or its sodium salt,-
2012,3004.90.00.79,3004.90.00,Other,-
2012,3004.90.00.90,3004.90.00,Other,-
2012,3005.10.00.10,3005.10.00,Coated or impregnated with pharmaceutical substances,-
2012,3005.10.00.91,3005.10.00,Adhesive dressings,-
2012,3005.10.00.99,3005.10.00,Other,-
2012,3005.90.00.20,3005.90.00,Coated or impregnated with pharmaceutical substances,-
2012,3005.90.00.30,3005.90.00,"Surgical dressings, not stitched or otherwise manufactured, not coated or impregnated with pharmaceutical substances",-
2012,3005.90.00.40,3005.90.00,"Other, of woven fabrics, other than woven fabrics solely of cotton; Of knitted fabrics, nonwovens or felts",-
2012,3005.90.00.90,3005.90.00,Other,-
2012,3006.10.00.10,3006.10.00,Sterile surgical catgut and similar sterile suture materials for surgical woundclosure,-
2012,3006.10.00.90,3006.10.00,Other,-
2012,3006.20.00.20,3006.20.00,Of animal origin,-
2012,3006.20.00.90,3006.20.00,Other,-
2012,3006.30.00.10,3006.30.00,Opacifying preparations for X-ray examinations,-
2012,3006.30.00.90,3006.30.00,Other,-
2012,3006.40.00.10,3006.40.00,Dental cements and bone reconstruction cements,-
2012,3006.40.00.90,3006.40.00,Other,-
2012,3006.50.00.00,3006.50.00,First-aid boxes and kits,-
2012,3006.60.00.10,3006.60.00,In measured doses,-
2012,3006.60.00.90,3006.60.00,Other,-
2012,3006.70.10.00,3006.70.10,"Chemical or biological preparations, including kits containing ancillary articles or materials, for medical diagnosis; To be employed in the insemination of animal semen",-
2012,3006.70.90.00,3006.70.90,Other,-
2012,3006.91.00.00,3006.91.00,Appliances identifiable for ostomy use,-
2012,3006.92.00.00,3006.92.00,Waste pharmaceuticals,-
2013,3001.20.00.00,3001.20.00,Extracts of glands or other organs or of their secretions,KGM
2013,3001.90.00.10,3001.90.00,Heparin and its salts,KGM
2013,3001.90.00.20,3001.90.00,"Bone, organs and other human or animal tissue, living or preserved, suitable for permanent grafting or implantation",KGM
2013,3001.90.00.90,3001.90.00,Other,KGM
2013,3002.10.00.10,3002.10.00,"Human antisera and other human blood fractions, for diagnostic use",KGM
2013,3002.10.00.21,3002.10.00,Blood plasma,KGM
2013,3002.10.00.22,3002.10.00,Normal serum globulin,KGM
2013,3002.10.00.23,3002.10.00,Immune serum globulin,KGM
2013,3002.10.00.29,3002.10.00,Other,KGM
2013,3002.10.00.30,3002.10.00,"Human antisera and other human blood fractions, for other uses",KGM
2013,3002.10.00.41,3002.10.00,Bovine albumin,KGM
2013,3002.10.00.42,3002.10.00,Sera and antisera,KGM
2013,3002.10.00.49,3002.10.00,Other,KGM
2013,3002.10.00.51,3002.10.00,For use in humans,KGM
2013,3002.10.00.59,3002.10.00,Other,KGM
2013,3002.10.00.90,3002.10.00,Other,-
2013,3002.20.00.10,3002.20.00,Against influenza virus,-
2013,3002.20.00.90,3002.20.00,Other,-
2013,3002.30.00.10,3002.30.00,Vaccines against foot and mouth disease; Vaccines prepared for parenteral administration; Bovine intranasal vaccines,-
2013,3002.30.00.90,3002.30.00,Other,-
2013,3002.90.00.11,3002.90.00,Ricin,-
2013,3002.90.00.12,3002.90.00,Saxitoxin,-
2013,3002.90.00.19,3002.90.00,Other,-
2013,3002.90.00.20,3002.90.00,Butter making ferment cultures,KGM
2013,3002.90.00.30,3002.90.00,"Dried blood, of animal origin, whether or not soluble",-
2013,3002.90.00.91,3002.90.00,"Bacteria culture inoculants, for seeds",-
2013,3002.90.00.92,3002.90.00,Whole human blood,-
2013,3002.90.00.93,3002.90.00,"Antiallergenic preparations, of microbial origin",-
2013,3002.90.00.99,3002.90.00,Other,-
2013,3003.10.00.00,3003.10.00,"Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",KGM
2013,3003.20.00.00,3003.20.00,Containing other antibiotics,KGM
2013,3003.31.00.00,3003.31.00,Containing insulin,KGM
2013,3003.39.00.00,3003.39.00,Other,KGM
2013,3003.40.00.00,3003.40.00,Containing alkaloids or derivatives thereof but not containing hormones or other products of heading 29.37 or antibiotics,KGM
2013,3003.90.00.30,3003.90.00,Containing acetaminophen,KGM
2013,3003.90.00.90,3003.90.00,Other,KGM
2013,3004.10.00.10,3004.10.00,For human use,-
2013,3004.10.00.90,3004.10.00,Other,-
2013,3004.20.00.11,3004.20.00,Containing cephalosporins,-
2013,3004.20.00.12,3004.20.00,Containing vancomycin,-
2013,3004.20.00.13,3004.20.00,Containing erythromycin,-
2013,3004.20.00.18,3004.20.00,"Other, containing macrolides",-
2013,3004.20.00.19,3004.20.00,Other,-
2013,3004.20.00.80,3004.20.00,"Other, containing ivermectin",-
2013,3004.20.00.90,3004.20.00,Other,-
2013,3004.31.00.00,3004.31.00,Containing insulin,-
2013,3004.32.00.00,3004.32.00,"Containing corticosteroid hormones, their derivatives or structural analogues",-
2013,3004.39.00.11,3004.39.00,"Epinephrine, its solutions and pituitary extracts",-
2013,3004.39.00.12,3004.39.00,Containing anterior pituitary hormones,-
2013,3004.39.00.13,3004.39.00,Containing unmixed single estrogens,-
2013,3004.39.00.19,3004.39.00,Other,-
2013,3004.39.00.90,3004.39.00,Other,-
2013,3004.40.00.30,3004.40.00,Containing theophylline,-
2013,3004.40.00.40,3004.40.00,Containing morphine or derivatives thereof,-
2013,3004.40.00.90,3004.40.00,Other,-
2013,3004.50.00.11,3004.50.00,"Containing a single vitamin, not mixed with other supplements",-
2013,3004.50.00.12,3004.50.00,"Containing a single vitamin, mixed with other supplements",-
2013,3004.50.00.13,3004.50.00,"Containing multivitamins, not mixed with other supplements",-
2013,3004.50.00.14,3004.50.00,"Containing multivitamins, mixed with other supplements",-
2013,3004.50.00.19,3004.50.00,Other,-
2013,3004.50.00.90,3004.50.00,Other,-
2013,3004.90.00.11,3004.90.00,Amino acids,-
2013,3004.90.00.12,3004.90.00,Dextrose (glucose) and levulose (fructose) solutions,-
2013,3004.90.00.19,3004.90.00,Other,-
2013,3004.90.00.31,3004.90.00,Analgesics,-
2013,3004.90.00.32,3004.90.00,Antidepressants and tranquilizers,-
2013,3004.90.00.33,3004.90.00,Antihypertensive agents,-
2013,3004.90.00.34,3004.90.00,Antihistaminic agents,-
2013,3004.90.00.35,3004.90.00,"Other agents, acting on the central nervous system",-
2013,3004.90.00.36,3004.90.00,Local anaesthetics,-
2013,3004.90.00.39,3004.90.00,Other,-
2013,3004.90.00.42,3004.90.00,Laxatives,-
2013,3004.90.00.43,3004.90.00,Antacids,-
2013,3004.90.00.49,3004.90.00,Other,-
2013,3004.90.00.50,3004.90.00,"Other, for human use, acting on the cardio-vascular system",-
2013,3004.90.00.61,3004.90.00,Containing sulfonamides,-
2013,3004.90.00.69,3004.90.00,Other,-
2013,3004.90.00.71,3004.90.00,Haematological agents,-
2013,3004.90.00.72,3004.90.00,Antineoplastic agents,-
2013,3004.90.00.73,3004.90.00,Cough or cold preparations,-
2013,3004.90.00.74,3004.90.00,"Primarily affecting the eyes, ears or respiratory system",-
2013,3004.90.00.75,3004.90.00,Diuretics,-
2013,3004.90.00.76,3004.90.00,"Primarily affecting electrolytic, caloric or water balance",-
