uid,orig_commodity,family_id,step_number,hs_code,description,orig_first_period,orig_last_period,step_status,next_hs_code,step_first_period,step_last_period
IMR-3004390090-201201,"3004.39.00.90 - Medi,cont hormones/prod No 29.37,f vet use,doses/pack frs,o/t No 30.02/05/06,nes",IM-3004399960-198801,1,3004.39.00.90,"Medicaments,containing hormones/prod No 29.37,for veterinary use,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",2012-01,2026-06,active,,2012-01,2026-06
IMR-3004391000-198802,"3004.39.10.00 - Epinephrine & its sol & pituitary extrc, prepr for parentl admin in hum, in dos (Terminated 1997-12)",IM-3004391000-198802,1,3004.39.10.00,"Epinephrine & its sol & pituitary extrc, prepared for parenteral administration in human, in dosage",1988-02,1997-12,succeeded,3004.39.00.10,1988-02,1997-12
IMR-3004391000-198802,"3004.39.10.00 - Epinephrine & its sol & pituitary extrc, prepr for parentl admin in hum, in dos (Terminated 1997-12)",IM-3004391000-198802,2,3004.39.00.10,"Epinephrine & its sol & pituitary extrc, prepared for parenteral administration in human, in dosage",1988-02,1997-12,succeeded,3004.39.00.11,1998-01,2011-12
IMR-3004391000-198802,"3004.39.10.00 - Epinephrine & its sol & pituitary extrc, prepr for parentl admin in hum, in dos (Terminated 1997-12)",IM-3004391000-198802,3,3004.39.00.11,"Medicaments,containing epinephrine/solutions/pituitary extracts,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",1988-02,1997-12,active,,2012-01,2026-06
IMR-3004399100-198802,"3004.39.91.00 - Hormones, nes, cont more than 23% of abs ethy alc by vol, in dosage (Terminated 1997-12)",IM-3004399920-198801,1,3004.39.91.00,"Hormones, not elsewhere specified, containing more than 23% of abs ethy alc by vol, in dosage",1988-02,1997-09,succeeded,3004.39.00.85,1988-02,1997-09
IMR-3004399100-198802,"3004.39.91.00 - Hormones, nes, cont more than 23% of abs ethy alc by vol, in dosage (Terminated 1997-12)",IM-3004399920-198801,2,3004.39.00.85,"Hormones, not elsewhere specified, for human use, in dosage",1988-02,1997-09,succeeded,3004.39.00.19,1998-01,2011-12
IMR-3004399100-198802,"3004.39.91.00 - Hormones, nes, cont more than 23% of abs ethy alc by vol, in dosage (Terminated 1997-12)",IM-3004399920-198801,3,3004.39.00.19,"Medicaments,containing hormone/prod No 29.37,for human use,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",1988-02,1997-09,active,,2012-01,2026-06
IMR-3004399910-198801,"3004.39.99.10 - Anterior pituitary hormones, for human use, in dosage (Terminated 1997-12)",IM-3004399910-198801,1,3004.39.99.10,"Anterior pituitary hormones, for human use, in dosage",1988-01,1997-12,succeeded,3004.39.00.81,1988-01,1997-12
IMR-3004399910-198801,"3004.39.99.10 - Anterior pituitary hormones, for human use, in dosage (Terminated 1997-12)",IM-3004399910-198801,2,3004.39.00.81,"Anterior pituitary hormones, for human use, in dosage",1988-01,1997-12,succeeded,3004.39.00.12,1998-01,2011-12
IMR-3004399910-198801,"3004.39.99.10 - Anterior pituitary hormones, for human use, in dosage (Terminated 1997-12)",IM-3004399910-198801,3,3004.39.00.12,"Medicaments,containing anterior pituitary hormones,for human,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06",1988-01,1997-12,not_a_retirement,,2012-01,2026-05
IMR-3004399920-198801,"3004.39.99.20 - Posterior pituitary hormones, for human use, in dosage (Terminated 1997-12)",IM-3004399920-198801,1,3004.39.99.20,"Posterior pituitary hormones, for human use, in dosage",1988-01,1997-12,succeeded,3004.39.00.82,1988-01,1997-12
IMR-3004399920-198801,"3004.39.99.20 - Posterior pituitary hormones, for human use, in dosage (Terminated 1997-12)",IM-3004399920-198801,2,3004.39.00.82,"Posterior pituitary hormones, for human use, in dosage",1988-01,1997-12,succeeded,3004.39.00.19,1998-06,2011-12
IMR-3004399920-198801,"3004.39.99.20 - Posterior pituitary hormones, for human use, in dosage (Terminated 1997-12)",IM-3004399920-198801,3,3004.39.00.19,"Medicaments,containing hormone/prod No 29.37,for human use,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",1988-01,1997-12,active,,2012-01,2026-06
IMR-3004399930-198801,"3004.39.99.30 - Unmixed single estrogens, for human use, in dosage (Terminated 1997-12)",IM-3004399930-198801,1,3004.39.99.30,"Unmixed single estrogens, for human use, in dosage",1988-01,1997-12,succeeded,3004.39.00.83,1988-01,1997-12
IMR-3004399930-198801,"3004.39.99.30 - Unmixed single estrogens, for human use, in dosage (Terminated 1997-12)",IM-3004399930-198801,2,3004.39.00.83,"Unmixed single estrogens, for human use, in dosage",1988-01,1997-12,succeeded,3004.39.00.13,1998-01,2011-12
IMR-3004399930-198801,"3004.39.99.30 - Unmixed single estrogens, for human use, in dosage (Terminated 1997-12)",IM-3004399930-198801,3,3004.39.00.13,"Medicaments,containing unmixed single estrogens,for human,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06",1988-01,1997-12,active,,2012-01,2026-06
IMR-3004399940-198801,"3004.39.99.40 - Unmixed single progestational hormones, for human use, in dosage (Terminated 1997-12)",IM-3004399920-198801,1,3004.39.99.40,"Unmixed single progestational hormones, for human use, in dosage",1988-01,1997-11,succeeded,3004.39.00.84,1988-01,1997-11
IMR-3004399940-198801,"3004.39.99.40 - Unmixed single progestational hormones, for human use, in dosage (Terminated 1997-12)",IM-3004399920-198801,2,3004.39.00.84,"Unmixed single progestational hormones, for human use, in dosage",1988-01,1997-11,succeeded,3004.39.00.19,1998-01,2011-12
IMR-3004399940-198801,"3004.39.99.40 - Unmixed single progestational hormones, for human use, in dosage (Terminated 1997-12)",IM-3004399920-198801,3,3004.39.00.19,"Medicaments,containing hormone/prod No 29.37,for human use,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",1988-01,1997-11,active,,2012-01,2026-06
IMR-3004399950-198801,"3004.39.99.50 - Hormones, nes, for human use, in dosage (Terminated 1997-12)",IM-3004399920-198801,1,3004.39.99.50,"Hormones, not elsewhere specified, for human use, in dosage",1988-01,1997-12,succeeded,3004.39.00.85,1988-01,1997-12
IMR-3004399950-198801,"3004.39.99.50 - Hormones, nes, for human use, in dosage (Terminated 1997-12)",IM-3004399920-198801,2,3004.39.00.85,"Hormones, not elsewhere specified, for human use, in dosage",1988-01,1997-12,succeeded,3004.39.00.19,1998-01,2011-12
IMR-3004399950-198801,"3004.39.99.50 - Hormones, nes, for human use, in dosage (Terminated 1997-12)",IM-3004399920-198801,3,3004.39.00.19,"Medicaments,containing hormone/prod No 29.37,for human use,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",1988-01,1997-12,active,,2012-01,2026-06
IMR-3004399960-198801,"3004.39.99.60 - Hormones, nes, for vet use, in dosage (Terminated 1997-12)",IM-3004399960-198801,1,3004.39.99.60,"Hormones, not elsewhere specified, for veterinary use, in dosage",1988-01,1997-12,succeeded,3004.39.00.90,1988-01,1997-12
IMR-3004399960-198801,"3004.39.99.60 - Hormones, nes, for vet use, in dosage (Terminated 1997-12)",IM-3004399960-198801,2,3004.39.00.90,"Medicaments,containing hormones/prod No 29.37,for veterinary use,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",1988-01,1997-12,active,,1998-01,2026-06
IMR-3004400010-199801,"3004.40.00.10 - Codeine or its derivatives, for human use, in dosage (Terminated 2011-12)",IM-3004409019-198801,1,3004.40.00.10,"Codeine or its derivatives, for human use, in dosage",1998-01,2011-12,succeeded,3004.40.00.90,1998-01,2011-12
IMR-3004400010-199801,"3004.40.00.10 - Codeine or its derivatives, for human use, in dosage (Terminated 2011-12)",IM-3004409019-198801,2,3004.40.00.90,"Non-narcotic veg alkaloids or their non-narcotic derivatives,not elsewhere specified,for human use,in dosage",1998-01,2011-12,succeeded,3004.49.00.90,2002-01,2016-12
IMR-3004400010-199801,"3004.40.00.10 - Codeine or its derivatives, for human use, in dosage (Terminated 2011-12)",IM-3004409019-198801,3,3004.49.00.90,"Medicaments,containing alkaloids/derivative thereof,not elsewhere specified,therapeutic/prophylactic,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",1998-01,2011-12,active,,2017-01,2026-06
IMR-3004400020-199801,"3004.40.00.20 - Vincristine, for human use, in dosage (Terminated 2011-12)",IM-3004409019-198801,1,3004.40.00.20,"Vincristine, for human use, in dosage",1998-01,2011-12,succeeded,3004.40.00.90,1998-01,2011-12
IMR-3004400020-199801,"3004.40.00.20 - Vincristine, for human use, in dosage (Terminated 2011-12)",IM-3004409019-198801,2,3004.40.00.90,"Non-narcotic veg alkaloids or their non-narcotic derivatives,not elsewhere specified,for human use,in dosage",1998-01,2011-12,succeeded,3004.49.00.90,2002-01,2016-12
IMR-3004400020-199801,"3004.40.00.20 - Vincristine, for human use, in dosage (Terminated 2011-12)",IM-3004409019-198801,3,3004.49.00.90,"Medicaments,containing alkaloids/derivative thereof,not elsewhere specified,therapeutic/prophylactic,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",1998-01,2011-12,active,,2017-01,2026-06
IMR-3004400030-199801,"3004.40.00.30 - Theophylline, for human use, in dosage (Terminated 2016-12)",IM-3004409019-198801,1,3004.40.00.30,"Theophylline, for human use, in dosage",1998-01,2016-12,succeeded,3004.49.00.90,1998-01,2016-12
IMR-3004400030-199801,"3004.40.00.30 - Theophylline, for human use, in dosage (Terminated 2016-12)",IM-3004409019-198801,2,3004.49.00.90,"Medicaments,containing alkaloids/derivative thereof,not elsewhere specified,therapeutic/prophylactic,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",1998-01,2016-12,active,,2017-01,2026-06
IMR-3004400040-199801,"3004.40.00.40 - Morphine or its derivs, for human use, in dosage (Terminated 2016-12)",IM-3004409050-198801,1,3004.40.00.40,"Morphine or its derivatives, for human use, in dosage",1998-01,2001-12,succeeded,3004.49.00.10,1998-01,2016-12
IMR-3004400040-199801,"3004.40.00.40 - Morphine or its derivs, for human use, in dosage (Terminated 2016-12)",IM-3004409050-198801,2,3004.49.00.10,"Medicaments,containing morphine/derivative thereof,not elsewhere specified,therapeutic/prophylactic,in doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",1998-01,2001-12,active,,2017-02,2026-06
IMR-3004400040-200201,"3004.40.00.40 - Morphine or its derivatives, for human use, in dosage (Terminated 2016-12)",IM-3004409050-198801,1,3004.40.00.40,"Morphine or its derivatives, for human use, in dosage",2002-01,2016-12,succeeded,3004.49.00.10,2002-01,2016-12
IMR-3004400040-200201,"3004.40.00.40 - Morphine or its derivatives, for human use, in dosage (Terminated 2016-12)",IM-3004409050-198801,2,3004.49.00.10,"Medicaments,containing morphine/derivative thereof,not elsewhere specified,therapeutic/prophylactic,in doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",2002-01,2016-12,active,,2017-02,2026-06
IMR-3004400050-199803,"3004.40.00.50 - Aminophylline, for human use, in dosage (Terminated 2011-12)",IM-3004409019-198801,1,3004.40.00.50,"Aminophylline, for human use, in dosage",1998-03,2011-12,succeeded,3004.40.00.90,1998-03,2011-12
IMR-3004400050-199803,"3004.40.00.50 - Aminophylline, for human use, in dosage (Terminated 2011-12)",IM-3004409019-198801,2,3004.40.00.90,"Non-narcotic veg alkaloids or their non-narcotic derivatives,not elsewhere specified,for human use,in dosage",1998-03,2011-12,succeeded,3004.49.00.90,2002-01,2016-12
IMR-3004400050-199803,"3004.40.00.50 - Aminophylline, for human use, in dosage (Terminated 2011-12)",IM-3004409019-198801,3,3004.49.00.90,"Medicaments,containing alkaloids/derivative thereof,not elsewhere specified,therapeutic/prophylactic,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",1998-03,2011-12,active,,2017-01,2026-06
IMR-3004400080-199801,"3004.40.00.80 - Narcotic veg alkaloids or their narc derivs, nes, for human use, in dosage (Terminated 2011-12)",IM-3004409019-198801,1,3004.40.00.80,"Narcotic veg alkaloids or their narcotic derivatives, not elsewhere specified, for human use, in dosage",1998-01,2011-12,succeeded,3004.40.00.90,1998-01,2011-12
IMR-3004400080-199801,"3004.40.00.80 - Narcotic veg alkaloids or their narc derivs, nes, for human use, in dosage (Terminated 2011-12)",IM-3004409019-198801,2,3004.40.00.90,"Non-narcotic veg alkaloids or their non-narcotic derivatives,not elsewhere specified,for human use,in dosage",1998-01,2011-12,succeeded,3004.49.00.90,2002-01,2016-12
IMR-3004400080-199801,"3004.40.00.80 - Narcotic veg alkaloids or their narc derivs, nes, for human use, in dosage (Terminated 2011-12)",IM-3004409019-198801,3,3004.49.00.90,"Medicaments,containing alkaloids/derivative thereof,not elsewhere specified,therapeutic/prophylactic,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",1998-01,2011-12,active,,2017-01,2026-06
IMR-3004400090-199801,"3004.40.00.90 - Non-narc veg alkaloids or their non-narc derivs, nes, for human use, in dosage (Terminated 2016-12)",IM-3004409019-198801,1,3004.40.00.90,"Non-narcotic veg alkaloids or their non-narcotic derivatives,not elsewhere specified,for human use,in dosage",1998-01,2001-12,succeeded,3004.49.00.90,1998-01,2016-12
IMR-3004400090-199801,"3004.40.00.90 - Non-narc veg alkaloids or their non-narc derivs, nes, for human use, in dosage (Terminated 2016-12)",IM-3004409019-198801,2,3004.49.00.90,"Medicaments,containing alkaloids/derivative thereof,not elsewhere specified,therapeutic/prophylactic,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",1998-01,2001-12,active,,2017-01,2026-06
IMR-3004400090-200201,"3004.40.00.90 - Non-narc veg alkaloids or their non-narc derivatives,nes,for human use,in dosage (Terminated 2016-12)",IM-3004409019-198801,1,3004.40.00.90,"Non-narcotic veg alkaloids or their non-narcotic derivatives,not elsewhere specified,for human use,in dosage",2002-01,2016-12,succeeded,3004.49.00.90,2002-01,2016-12
IMR-3004400090-200201,"3004.40.00.90 - Non-narc veg alkaloids or their non-narc derivatives,nes,for human use,in dosage (Terminated 2016-12)",IM-3004409019-198801,2,3004.49.00.90,"Medicaments,containing alkaloids/derivative thereof,not elsewhere specified,therapeutic/prophylactic,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",2002-01,2016-12,active,,2017-01,2026-06
IMR-3004401000-198803,"3004.40.10.00 - Alkaloids or their derivs, cont more than 23% of abs ethyl alc by vol, in dosage (Terminated 1997-12)",IM-3004409019-198801,1,3004.40.10.00,"Alkaloids or their derivatives, containing more than 23% of abs ethyl alc by vol, in dosage",1988-03,1997-12,succeeded,3004.40.00.80,1988-03,1997-12
IMR-3004401000-198803,"3004.40.10.00 - Alkaloids or their derivs, cont more than 23% of abs ethyl alc by vol, in dosage (Terminated 1997-12)",IM-3004409019-198801,2,3004.40.00.80,"Narcotic veg alkaloids or their narcotic derivatives, not elsewhere specified, for human use, in dosage",1988-03,1997-12,succeeded,3004.40.00.90,1998-01,2011-12
IMR-3004401000-198803,"3004.40.10.00 - Alkaloids or their derivs, cont more than 23% of abs ethyl alc by vol, in dosage (Terminated 1997-12)",IM-3004409019-198801,3,3004.40.00.90,"Non-narcotic veg alkaloids or their non-narcotic derivatives,not elsewhere specified,for human use,in dosage",1988-03,1997-12,succeeded,3004.49.00.90,2002-01,2016-12
IMR-3004401000-198803,"3004.40.10.00 - Alkaloids or their derivs, cont more than 23% of abs ethyl alc by vol, in dosage (Terminated 1997-12)",IM-3004409019-198801,4,3004.49.00.90,"Medicaments,containing alkaloids/derivative thereof,not elsewhere specified,therapeutic/prophylactic,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",1988-03,1997-12,active,,2017-01,2026-06
IMR-3004409011-199008,"3004.40.90.11 - Codeine phosphate, for human use, in dosage (Terminated 1997-12)",IM-3004409019-198801,1,3004.40.90.11,"Codeine phosphate, for human use, in dosage",1990-08,1996-12,succeeded,3004.40.00.80,1990-08,1996-12
IMR-3004409011-199008,"3004.40.90.11 - Codeine phosphate, for human use, in dosage (Terminated 1997-12)",IM-3004409019-198801,2,3004.40.00.80,"Narcotic veg alkaloids or their narcotic derivatives, not elsewhere specified, for human use, in dosage",1990-08,1996-12,succeeded,3004.40.00.90,1998-01,2011-12
IMR-3004409011-199008,"3004.40.90.11 - Codeine phosphate, for human use, in dosage (Terminated 1997-12)",IM-3004409019-198801,3,3004.40.00.90,"Non-narcotic veg alkaloids or their non-narcotic derivatives,not elsewhere specified,for human use,in dosage",1990-08,1996-12,succeeded,3004.49.00.90,2002-01,2016-12
IMR-3004409011-199008,"3004.40.90.11 - Codeine phosphate, for human use, in dosage (Terminated 1997-12)",IM-3004409019-198801,4,3004.49.00.90,"Medicaments,containing alkaloids/derivative thereof,not elsewhere specified,therapeutic/prophylactic,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",1990-08,1996-12,active,,2017-01,2026-06
IMR-3004409019-198801,"3004.40.90.19 - Codeine or its derivs nes, for human use, in dosage (Terminated 1997-12)",IM-3004409019-198801,1,3004.40.90.19,"Codeine or its derivatives not elsewhere specified, for human use, in dosage",1988-01,1997-12,succeeded,3004.40.00.10,1988-01,1997-12
IMR-3004409019-198801,"3004.40.90.19 - Codeine or its derivs nes, for human use, in dosage (Terminated 1997-12)",IM-3004409019-198801,2,3004.40.00.10,"Codeine or its derivatives, for human use, in dosage",1988-01,1997-12,succeeded,3004.40.00.90,1998-01,2011-12
IMR-3004409019-198801,"3004.40.90.19 - Codeine or its derivs nes, for human use, in dosage (Terminated 1997-12)",IM-3004409019-198801,3,3004.40.00.90,"Non-narcotic veg alkaloids or their non-narcotic derivatives,not elsewhere specified,for human use,in dosage",1988-01,1997-12,succeeded,3004.49.00.90,2002-01,2016-12
IMR-3004409019-198801,"3004.40.90.19 - Codeine or its derivs nes, for human use, in dosage (Terminated 1997-12)",IM-3004409019-198801,4,3004.49.00.90,"Medicaments,containing alkaloids/derivative thereof,not elsewhere specified,therapeutic/prophylactic,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",1988-01,1997-12,active,,2017-01,2026-06
IMR-3004409020-198802,"3004.40.90.20 - Quinidine sulphate, for human use, in dosage (Terminated 1997-12)",IM-3004409019-198801,1,3004.40.90.20,"Quinidine sulphate, for human use, in dosage",1988-02,1997-07,succeeded,3004.40.00.90,1988-02,1997-07
IMR-3004409020-198802,"3004.40.90.20 - Quinidine sulphate, for human use, in dosage (Terminated 1997-12)",IM-3004409019-198801,2,3004.40.00.90,"Non-narcotic veg alkaloids or their non-narcotic derivatives,not elsewhere specified,for human use,in dosage",1988-02,1997-07,succeeded,3004.49.00.90,1998-01,2016-12
IMR-3004409020-198802,"3004.40.90.20 - Quinidine sulphate, for human use, in dosage (Terminated 1997-12)",IM-3004409019-198801,3,3004.49.00.90,"Medicaments,containing alkaloids/derivative thereof,not elsewhere specified,therapeutic/prophylactic,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",1988-02,1997-07,active,,2017-01,2026-06
IMR-3004409030-198802,"3004.40.90.30 - Vincristine, for human use, in dosage (Terminated 1997-12)",IM-3004409019-198801,1,3004.40.90.30,"Vincristine, for human use, in dosage",1988-02,1997-11,succeeded,3004.40.00.20,1988-02,1997-11
IMR-3004409030-198802,"3004.40.90.30 - Vincristine, for human use, in dosage (Terminated 1997-12)",IM-3004409019-198801,2,3004.40.00.20,"Vincristine, for human use, in dosage",1988-02,1997-11,succeeded,3004.40.00.90,1998-01,2011-12
IMR-3004409030-198802,"3004.40.90.30 - Vincristine, for human use, in dosage (Terminated 1997-12)",IM-3004409019-198801,3,3004.40.00.90,"Non-narcotic veg alkaloids or their non-narcotic derivatives,not elsewhere specified,for human use,in dosage",1988-02,1997-11,succeeded,3004.49.00.90,2002-01,2016-12
IMR-3004409030-198802,"3004.40.90.30 - Vincristine, for human use, in dosage (Terminated 1997-12)",IM-3004409019-198801,4,3004.49.00.90,"Medicaments,containing alkaloids/derivative thereof,not elsewhere specified,therapeutic/prophylactic,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",1988-02,1997-11,active,,2017-01,2026-06
IMR-3004409040-198801,"3004.40.90.40 - Theophylline, for human use, in dosage (Terminated 1997-12)",IM-3004409019-198801,1,3004.40.90.40,"Theophylline, for human use, in dosage",1988-01,1997-11,succeeded,3004.40.00.30,1988-01,1997-11
IMR-3004409040-198801,"3004.40.90.40 - Theophylline, for human use, in dosage (Terminated 1997-12)",IM-3004409019-198801,2,3004.40.00.30,"Theophylline, for human use, in dosage",1988-01,1997-11,succeeded,3004.49.00.90,1998-01,2016-12
IMR-3004409040-198801,"3004.40.90.40 - Theophylline, for human use, in dosage (Terminated 1997-12)",IM-3004409019-198801,3,3004.49.00.90,"Medicaments,containing alkaloids/derivative thereof,not elsewhere specified,therapeutic/prophylactic,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",1988-01,1997-11,active,,2017-01,2026-06
IMR-3004409050-198801,"3004.40.90.50 - Morphine or its derivs, for human use, in dosage (Terminated 1997-12)",IM-3004409050-198801,1,3004.40.90.50,"Morphine or its derivatives, for human use, in dosage",1988-01,1997-12,succeeded,3004.40.00.40,1988-01,1997-12
IMR-3004409050-198801,"3004.40.90.50 - Morphine or its derivs, for human use, in dosage (Terminated 1997-12)",IM-3004409050-198801,2,3004.40.00.40,"Morphine or its derivatives, for human use, in dosage",1988-01,1997-12,succeeded,3004.49.00.10,1998-01,2016-12
IMR-3004409050-198801,"3004.40.90.50 - Morphine or its derivs, for human use, in dosage (Terminated 1997-12)",IM-3004409050-198801,3,3004.49.00.10,"Medicaments,containing morphine/derivative thereof,not elsewhere specified,therapeutic/prophylactic,in doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",1988-01,1997-12,active,,2017-02,2026-06
IMR-3004409060-199111,"3004.40.90.60 - Cocaine or its derivs, for human use, in dosage (Terminated 1997-12)",IM-3004409019-198801,1,3004.40.90.60,"Cocaine or its derivatives, for human use, in dosage",1991-11,1994-03,succeeded,3004.40.90.80,1991-11,1994-03
IMR-3004409060-199111,"3004.40.90.60 - Cocaine or its derivs, for human use, in dosage (Terminated 1997-12)",IM-3004409019-198801,2,3004.40.90.80,"Narcotic veg alkaloids or their narcotic derivatives, not elsewhere specified, for human use, in dosage",1991-11,1994-03,succeeded,3004.40.00.80,1988-02,1997-12
IMR-3004409060-199111,"3004.40.90.60 - Cocaine or its derivs, for human use, in dosage (Terminated 1997-12)",IM-3004409019-198801,3,3004.40.00.80,"Narcotic veg alkaloids or their narcotic derivatives, not elsewhere specified, for human use, in dosage",1991-11,1994-03,succeeded,3004.40.00.90,1998-01,2011-12
IMR-3004409060-199111,"3004.40.90.60 - Cocaine or its derivs, for human use, in dosage (Terminated 1997-12)",IM-3004409019-198801,4,3004.40.00.90,"Non-narcotic veg alkaloids or their non-narcotic derivatives,not elsewhere specified,for human use,in dosage",1991-11,1994-03,succeeded,3004.49.00.90,2002-01,2016-12
IMR-3004409060-199111,"3004.40.90.60 - Cocaine or its derivs, for human use, in dosage (Terminated 1997-12)",IM-3004409019-198801,5,3004.49.00.90,"Medicaments,containing alkaloids/derivative thereof,not elsewhere specified,therapeutic/prophylactic,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",1991-11,1994-03,active,,2017-01,2026-06
IMR-3004409070-198805,"3004.40.90.70 - Aminophylline, for human use, in dosage (Terminated 1997-12)",IM-3004409019-198801,1,3004.40.90.70,"Aminophylline, for human use, in dosage",1988-05,1997-12,succeeded,3004.40.00.50,1988-05,1997-12
IMR-3004409070-198805,"3004.40.90.70 - Aminophylline, for human use, in dosage (Terminated 1997-12)",IM-3004409019-198801,2,3004.40.00.50,"Aminophylline, for human use, in dosage",1988-05,1997-12,succeeded,3004.40.00.90,1998-03,2011-12
IMR-3004409070-198805,"3004.40.90.70 - Aminophylline, for human use, in dosage (Terminated 1997-12)",IM-3004409019-198801,3,3004.40.00.90,"Non-narcotic veg alkaloids or their non-narcotic derivatives,not elsewhere specified,for human use,in dosage",1988-05,1997-12,succeeded,3004.49.00.90,2002-01,2016-12
IMR-3004409070-198805,"3004.40.90.70 - Aminophylline, for human use, in dosage (Terminated 1997-12)",IM-3004409019-198801,4,3004.49.00.90,"Medicaments,containing alkaloids/derivative thereof,not elsewhere specified,therapeutic/prophylactic,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",1988-05,1997-12,active,,2017-01,2026-06
IMR-3004409080-198802,"3004.40.90.80 - Narcotic veg alkaloids or their narc derivs, nes, for human use, in dosage (Terminated 1997-12)",IM-3004409019-198801,1,3004.40.90.80,"Narcotic veg alkaloids or their narcotic derivatives, not elsewhere specified, for human use, in dosage",1988-02,1997-12,succeeded,3004.40.00.80,1988-02,1997-12
IMR-3004409080-198802,"3004.40.90.80 - Narcotic veg alkaloids or their narc derivs, nes, for human use, in dosage (Terminated 1997-12)",IM-3004409019-198801,2,3004.40.00.80,"Narcotic veg alkaloids or their narcotic derivatives, not elsewhere specified, for human use, in dosage",1988-02,1997-12,succeeded,3004.40.00.90,1998-01,2011-12
IMR-3004409080-198802,"3004.40.90.80 - Narcotic veg alkaloids or their narc derivs, nes, for human use, in dosage (Terminated 1997-12)",IM-3004409019-198801,3,3004.40.00.90,"Non-narcotic veg alkaloids or their non-narcotic derivatives,not elsewhere specified,for human use,in dosage",1988-02,1997-12,succeeded,3004.49.00.90,2002-01,2016-12
IMR-3004409080-198802,"3004.40.90.80 - Narcotic veg alkaloids or their narc derivs, nes, for human use, in dosage (Terminated 1997-12)",IM-3004409019-198801,4,3004.49.00.90,"Medicaments,containing alkaloids/derivative thereof,not elsewhere specified,therapeutic/prophylactic,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",1988-02,1997-12,active,,2017-01,2026-06
IMR-3004409090-198801,"3004.40.90.90 - Non-narc veg alkaloids or their non-narc derivs, nes, for human use, in dosage (Terminated 1997-12)",IM-3004409019-198801,1,3004.40.90.90,"Non-narcotic veg alkaloids or their non-narcotic derivatives, not elsewhere specified, for human use, in dosage",1988-01,1997-12,succeeded,3004.40.00.90,1988-01,1997-12
IMR-3004409090-198801,"3004.40.90.90 - Non-narc veg alkaloids or their non-narc derivs, nes, for human use, in dosage (Terminated 1997-12)",IM-3004409019-198801,2,3004.40.00.90,"Non-narcotic veg alkaloids or their non-narcotic derivatives,not elsewhere specified,for human use,in dosage",1988-01,1997-12,succeeded,3004.49.00.90,1998-01,2016-12
IMR-3004409090-198801,"3004.40.90.90 - Non-narc veg alkaloids or their non-narc derivs, nes, for human use, in dosage (Terminated 1997-12)",IM-3004409019-198801,3,3004.49.00.90,"Medicaments,containing alkaloids/derivative thereof,not elsewhere specified,therapeutic/prophylactic,doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",1988-01,1997-12,active,,2017-01,2026-06
IMR-3004410000-201701,"3004.41.00.00 - Medicaments,cont ephedrin/salts,therap/prophltc,in doses/frs,o/t No 30.02/05/06",IM-3004410000-201701,1,3004.41.00.00,"Medicaments,containing ephedrin/salts,therapeutic/prophylactic,in doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",2017-01,2026-05,not_a_retirement,,2017-01,2026-05
IMR-3004420000-201701,"3004.42.00.00 - Medi,cont pseudoephedrine/salts,therap/prophltc,in doses/frs,o/t No 30.02/05/06",IM-3004420000-201701,1,3004.42.00.00,"Medicaments,containing pseudoephedrine/salts,therapeutic/prophylactic,in doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",2017-01,2026-06,active,,2017-01,2026-06
IMR-3004430000-201712,"3004.43.00.00 - Medi,cont norephedrine/salts,therap/prophltc,in doses/frs,o/t No 30.02/05/06",IM-3004430000-201712,1,3004.43.00.00,"Medicaments,containing norephedrine/salts,therapeutic/prophylactic,in doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",2017-12,2026-06,active,,2017-12,2026-06
