uid,orig_commodity,family_id,step_number,hs_code,description,orig_first_period,orig_last_period,step_status,next_hs_code,step_first_period,step_last_period
IMR-3003319900-198801,"3003.31.99.00 - Insulin, formulated, in bulk, nes (Terminated 1997-12)",IM-3003319900-198801,2,3003.31.00.90,"Insulin, formulated, in bulk, not elsewhere specified",1988-01,1997-12,succeeded,3003.31.00.00,1998-01,2011-12
IMR-3003319900-198801,"3003.31.99.00 - Insulin, formulated, in bulk, nes (Terminated 1997-12)",IM-3003319900-198801,3,3003.31.00.00,"Medicaments,containing insulin,mixed,not in doses/forms/pack/for retail sale,other than products of headings 30.02, 30.05, 30.06",1988-01,1997-12,not_a_retirement,,2012-01,2026-03
IMR-3003390000-201201,"3003.39.00.00 - Medi,cont horm/prostaglandins/thromboxanes/leukotrienes/deriv/analogues,nes,nfrs",IM-3003391000-198801,1,3003.39.00.00,"Medicaments,containing hormone/prostaglandins/thromboxanes/leukotrienes/derivative/analogues,not elsewhere specified,not for retail sale",2012-01,2026-06,active,,2012-01,2026-06
IMR-3003390010-199801,"3003.39.00.10 - Epinephrine & its solutions, prepared for parenteral admin in humans, in bulk (Terminated 2011-12)",IM-3003391000-198801,1,3003.39.00.10,"Epinephrine and its solutions, prepared for parenteral administration in humans, in bulk",1998-01,2001-10,succeeded,3003.39.00.00,1998-01,2011-12
IMR-3003390010-199801,"3003.39.00.10 - Epinephrine & its solutions, prepared for parenteral admin in humans, in bulk (Terminated 2011-12)",IM-3003391000-198801,2,3003.39.00.00,"Medicaments,containing hormone/prostaglandins/thromboxanes/leukotrienes/derivative/analogues,not elsewhere specified,not for retail sale",1998-01,2001-10,active,,2012-01,2026-06
IMR-3003390010-200201,"3003.39.00.10 - Epinephrine and its solutions, prepared for parenteral admin in humans, in bulk (Terminated 2011-12)",IM-3003391000-198801,1,3003.39.00.10,"Epinephrine and its solutions, prepared for parenteral administration in humans, in bulk",2002-01,2011-12,succeeded,3003.39.00.00,2002-01,2011-12
IMR-3003390010-200201,"3003.39.00.10 - Epinephrine and its solutions, prepared for parenteral admin in humans, in bulk (Terminated 2011-12)",IM-3003391000-198801,2,3003.39.00.00,"Medicaments,containing hormone/prostaglandins/thromboxanes/leukotrienes/derivative/analogues,not elsewhere specified,not for retail sale",2002-01,2011-12,active,,2012-01,2026-06
IMR-3003390090-199801,"3003.39.00.90 - Hormones, nes, not containing antibiotics, in bulk, o/t contraceptives (Terminated 2011-12)",IM-3003391000-198801,1,3003.39.00.90,"Hormones, not elsewhere specified, not containing antibiotics, in bulk, other than contraceptives",1998-01,2011-12,succeeded,3003.39.00.00,1998-01,2011-12
IMR-3003390090-199801,"3003.39.00.90 - Hormones, nes, not containing antibiotics, in bulk, o/t contraceptives (Terminated 2011-12)",IM-3003391000-198801,2,3003.39.00.00,"Medicaments,containing hormone/prostaglandins/thromboxanes/leukotrienes/derivative/analogues,not elsewhere specified,not for retail sale",1998-01,2011-12,active,,2012-01,2026-06
IMR-3003391000-198801,"3003.39.10.00 - Epinephrine & its solutions, prepared for parenteral admin in humans, in bulk (Terminated 1997-12)",IM-3003391000-198801,1,3003.39.10.00,"Epinephrine & its solutions, prepared for parenteral administration in humans, in bulk",1988-01,1997-12,succeeded,3003.39.00.10,1988-01,1997-12
IMR-3003391000-198801,"3003.39.10.00 - Epinephrine & its solutions, prepared for parenteral admin in humans, in bulk (Terminated 1997-12)",IM-3003391000-198801,2,3003.39.00.10,"Epinephrine and its solutions, prepared for parenteral administration in humans, in bulk",1988-01,1997-12,succeeded,3003.39.00.00,1998-01,2011-12
IMR-3003391000-198801,"3003.39.10.00 - Epinephrine & its solutions, prepared for parenteral admin in humans, in bulk (Terminated 1997-12)",IM-3003391000-198801,3,3003.39.00.00,"Medicaments,containing hormone/prostaglandins/thromboxanes/leukotrienes/derivative/analogues,not elsewhere specified,not for retail sale",1988-01,1997-12,active,,2012-01,2026-06
IMR-3003399100-198801,"3003.39.91.00 - Hormones, containing more than 23% of absolute ethyl alcohol by volume, in bulk (Terminated 1997-12)",IM-3003391000-198801,1,3003.39.91.00,"Hormones, containing more than 23% of absolute ethyl alcohol by volume, in bulk",1988-01,1997-07,succeeded,3003.39.00.90,1988-01,1997-07
IMR-3003399100-198801,"3003.39.91.00 - Hormones, containing more than 23% of absolute ethyl alcohol by volume, in bulk (Terminated 1997-12)",IM-3003391000-198801,2,3003.39.00.90,"Hormones, not elsewhere specified, not containing antibiotics, in bulk, other than contraceptives",1988-01,1997-07,succeeded,3003.39.00.00,1998-01,2011-12
IMR-3003399100-198801,"3003.39.91.00 - Hormones, containing more than 23% of absolute ethyl alcohol by volume, in bulk (Terminated 1997-12)",IM-3003391000-198801,3,3003.39.00.00,"Medicaments,containing hormone/prostaglandins/thromboxanes/leukotrienes/derivative/analogues,not elsewhere specified,not for retail sale",1988-01,1997-07,active,,2012-01,2026-06
IMR-3003399900-198801,"3003.39.99.00 - Hormones, nes, not cont antibiotics, in bulk, o/t contraceptives (Terminated 1997-12)",IM-3003391000-198801,1,3003.39.99.00,"Hormones, not elsewhere specified, not containing antibiotics, in bulk, other than contraceptives",1988-01,1997-12,succeeded,3003.39.00.90,1988-01,1997-12
IMR-3003399900-198801,"3003.39.99.00 - Hormones, nes, not cont antibiotics, in bulk, o/t contraceptives (Terminated 1997-12)",IM-3003391000-198801,2,3003.39.00.90,"Hormones, not elsewhere specified, not containing antibiotics, in bulk, other than contraceptives",1988-01,1997-12,succeeded,3003.39.00.00,1998-01,2011-12
IMR-3003399900-198801,"3003.39.99.00 - Hormones, nes, not cont antibiotics, in bulk, o/t contraceptives (Terminated 1997-12)",IM-3003391000-198801,3,3003.39.00.00,"Medicaments,containing hormone/prostaglandins/thromboxanes/leukotrienes/derivative/analogues,not elsewhere specified,not for retail sale",1988-01,1997-12,active,,2012-01,2026-06
IMR-3003400000-199801,"3003.40.00.00 - Alkaloids or their derivs, formulated, not cont antibiotics/hormones, in bulk (Terminated 2016-12)",IM-3003409000-198802,1,3003.40.00.00,"Alkaloids or their derivatives, formulated, not containing antibiotics/hormones, in bulk",1998-01,2016-12,succeeded,3003.49.00.00,1998-01,2016-12
IMR-3003400000-199801,"3003.40.00.00 - Alkaloids or their derivs, formulated, not cont antibiotics/hormones, in bulk (Terminated 2016-12)",IM-3003409000-198802,2,3003.49.00.00,"Medicaments,containing alkaloids/derivative thereof,not elsewhere specified,mixed,for therapeutic/prophylactic,not for retail sale,other than products of headings 30.02, 30.05, 30.06",1998-01,2016-12,active,,2017-01,2026-06
IMR-3003401000-199203,"3003.40.10.00 - Alkaloids or their derivs, cont more than 23% of absol ethyl alc by vol, in bulk (Terminated 1997-12)",IM-3003409000-198802,1,3003.40.10.00,"Alkaloids or their derivatives, containing more than 23% of absol ethyl alc by vol, in bulk",1992-03,1993-08,succeeded,3003.40.90.00,1992-03,1993-08
IMR-3003401000-199203,"3003.40.10.00 - Alkaloids or their derivs, cont more than 23% of absol ethyl alc by vol, in bulk (Terminated 1997-12)",IM-3003409000-198802,2,3003.40.90.00,"Alkaloids or their derivatives, formulated, not containing antibiotics or hormone, in bulk, not elsewhere specified",1992-03,1993-08,succeeded,3003.40.00.00,1988-02,1997-12
IMR-3003401000-199203,"3003.40.10.00 - Alkaloids or their derivs, cont more than 23% of absol ethyl alc by vol, in bulk (Terminated 1997-12)",IM-3003409000-198802,3,3003.40.00.00,"Alkaloids or their derivatives, formulated, not containing antibiotics/hormones, in bulk",1992-03,1993-08,succeeded,3003.49.00.00,1998-01,2016-12
IMR-3003401000-199203,"3003.40.10.00 - Alkaloids or their derivs, cont more than 23% of absol ethyl alc by vol, in bulk (Terminated 1997-12)",IM-3003409000-198802,4,3003.49.00.00,"Medicaments,containing alkaloids/derivative thereof,not elsewhere specified,mixed,for therapeutic/prophylactic,not for retail sale,other than products of headings 30.02, 30.05, 30.06",1992-03,1993-08,active,,2017-01,2026-06
IMR-3003409000-198802,"3003.40.90.00 - Alkaloids or their derivs, formltd, not cont antibiotics or horm, in bulk, nes (Terminated 1997-12)",IM-3003409000-198802,1,3003.40.90.00,"Alkaloids or their derivatives, formulated, not containing antibiotics or hormone, in bulk, not elsewhere specified",1988-02,1997-12,succeeded,3003.40.00.00,1988-02,1997-12
IMR-3003409000-198802,"3003.40.90.00 - Alkaloids or their derivs, formltd, not cont antibiotics or horm, in bulk, nes (Terminated 1997-12)",IM-3003409000-198802,2,3003.40.00.00,"Alkaloids or their derivatives, formulated, not containing antibiotics/hormones, in bulk",1988-02,1997-12,succeeded,3003.49.00.00,1998-01,2016-12
IMR-3003409000-198802,"3003.40.90.00 - Alkaloids or their derivs, formltd, not cont antibiotics or horm, in bulk, nes (Terminated 1997-12)",IM-3003409000-198802,3,3003.49.00.00,"Medicaments,containing alkaloids/derivative thereof,not elsewhere specified,mixed,for therapeutic/prophylactic,not for retail sale,other than products of headings 30.02, 30.05, 30.06",1988-02,1997-12,active,,2017-01,2026-06
IMR-3003410000-201706,"3003.41.00.00 - Medicaments,cont ephedrin/salts,mix,therap/prophltc uses,nfrs,o/t No 30.02/05/06",IM-3003410000-201706,1,3003.41.00.00,"Medicaments,containing ephedrin/salts,mixed,therapeutic/prophylactic uses,not for retail sale,other than products of headings 30.02, 30.05, 30.06",2017-06,2026-05,not_a_retirement,,2017-06,2026-05
IMR-3003420000-202209,"3003.42.00.00 - Medicaments,cont pseudoephedrine/sa,mix,therap/prophltc,nfrs,o/t No 30.02/05/06",IM-3003420000-202209,1,3003.42.00.00,"Medicaments,containing pseudoephedrine/sa,mixed,therapeutic/prophylactic,not for retail sale,other than products of headings 30.02, 30.05, 30.06",2022-09,2024-01,not_a_retirement,,2022-09,2024-01
IMR-3003430000-201701,"3003.43.00.00 - Medicaments,cont norephedrine/salts,mix,therap/prophltc,nfrs,o/t No 30.02/05/06",IM-3003430000-201701,1,3003.43.00.00,"Medicaments,containing norephedrine/salts,mixed,therapeutic/prophylactic,not for retail sale,other than products of headings 30.02, 30.05, 30.06",2017-01,2025-06,not_a_retirement,,2017-01,2025-06
IMR-3003490000-201701,"3003.49.00.00 - Medi,cont alkaloids/deriv t/o,nes,mix,f therap/prophltc,nfrs,o/t No 30.02/05/06",IM-3003409000-198802,1,3003.49.00.00,"Medicaments,containing alkaloids/derivative thereof,not elsewhere specified,mixed,for therapeutic/prophylactic,not for retail sale,other than products of headings 30.02, 30.05, 30.06",2017-01,2026-06,active,,2017-01,2026-06
IMR-3003600000-201701,"3003.60.00.00 - Medicaments,cont antimalarial active principles,mixed,nfrs,o/t No 30.02/05/06",IM-3003600000-201701,1,3003.60.00.00,"Medicaments,containing antimalarial active principles,mixed,not for retail sale,other than products of headings 30.02, 30.05, 30.06",2017-01,2025-08,not_a_retirement,,2017-01,2025-08
IMR-3003900010-199801,"3003.90.00.10 - Fractioned soya oil emulsions, prepr for parenteral admin; mx of amino acids,etc (Terminated 2011-12)",IM-3003901000-198801,1,3003.90.00.10,"Fractioned soya oil emulsions, prepared for parenteral administration; Mixtures of amino acids,etc",1998-01,2011-12,succeeded,3003.90.00.90,1998-01,2011-12
IMR-3003900010-199801,"3003.90.00.10 - Fractioned soya oil emulsions, prepr for parenteral admin; mx of amino acids,etc (Terminated 2011-12)",IM-3003901000-198801,2,3003.90.00.90,"Medicaments, not elsewhere specified,mixed,therapeutic/prophylactic uses,not for retail sale,other than products of headings 30.02, 30.05, 30.06",1998-01,2011-12,active,,2012-01,2026-06
IMR-3003900020-199801,"3003.90.00.20 - Medicaments, nes, cont more than 23% of absolute ethyl alcohol by volume,in bulk (Terminated 2011-12)",IM-3003901000-198801,1,3003.90.00.20,"Medicaments, not elsewhere specified, containing more than 23% of absolute ethyl alcohol by volume,in bulk",1998-01,2011-12,succeeded,3003.90.00.90,1998-01,2011-12
IMR-3003900020-199801,"3003.90.00.20 - Medicaments, nes, cont more than 23% of absolute ethyl alcohol by volume,in bulk (Terminated 2011-12)",IM-3003901000-198801,2,3003.90.00.90,"Medicaments, not elsewhere specified,mixed,therapeutic/prophylactic uses,not for retail sale,other than products of headings 30.02, 30.05, 30.06",1998-01,2011-12,active,,2012-01,2026-06
IMR-3003900030-201201,"3003.90.00.30 - Medicaments containing acetaminophen, in bulk",IM-3003909910-199501,1,3003.90.00.30,"Medicaments,containing acetaminophen,mixed,therapeutic/prophylactic uses,not for retail sale,other than products of headings 30.02, 30.05, 30.06",2012-01,2016-12,active,,2012-01,2026-06
IMR-3003900030-201701,"3003.90.00.30 - Medicaments,cont acetaminophen,mix,therap/prophltc uses,nfrs,o/t No 30.02/05/06",IM-3003909910-199501,1,3003.90.00.30,"Medicaments,containing acetaminophen,mixed,therapeutic/prophylactic uses,not for retail sale,other than products of headings 30.02, 30.05, 30.06",2017-01,2026-06,active,,2017-01,2026-06
IMR-3003900090-201201,"3003.90.00.90 - Other medicaments, formulated, in bulk, nes",IM-3003901000-198801,1,3003.90.00.90,"Medicaments, not elsewhere specified,mixed,therapeutic/prophylactic uses,not for retail sale,other than products of headings 30.02, 30.05, 30.06",2012-01,2016-12,active,,2012-01,2026-06
IMR-3003900090-201701,"3003.90.00.90 - Medicaments, nes,mix,therap/prophltc uses,not for retail sale,o/t No 30.02/05/06",IM-3003901000-198801,1,3003.90.00.90,"Medicaments, not elsewhere specified,mixed,therapeutic/prophylactic uses,not for retail sale,other than products of headings 30.02, 30.05, 30.06",2017-01,2026-06,active,,2017-01,2026-06
IMR-3003900091-199801,"3003.90.00.91 - Medicaments containing acetaminophen, in bulk (Terminated 2011-12)",IM-3003909910-199501,1,3003.90.00.91,"Medicaments containing acetaminophen, in bulk",1998-01,2011-12,succeeded,3003.90.00.30,1998-01,2011-12
IMR-3003900091-199801,"3003.90.00.91 - Medicaments containing acetaminophen, in bulk (Terminated 2011-12)",IM-3003909910-199501,2,3003.90.00.30,"Medicaments,containing acetaminophen,mixed,therapeutic/prophylactic uses,not for retail sale,other than products of headings 30.02, 30.05, 30.06",1998-01,2011-12,active,,2012-01,2026-06
IMR-3003900099-199801,"3003.90.00.99 - Medicaments nes, formulated, in bulk (Terminated 2011-12)",IM-3003901000-198801,1,3003.90.00.99,"Medicaments, not elsewhere specified, formulated, in bulk",1998-01,2001-12,succeeded,3003.90.00.90,1998-01,2011-12
IMR-3003900099-199801,"3003.90.00.99 - Medicaments nes, formulated, in bulk (Terminated 2011-12)",IM-3003901000-198801,2,3003.90.00.90,"Medicaments, not elsewhere specified,mixed,therapeutic/prophylactic uses,not for retail sale,other than products of headings 30.02, 30.05, 30.06",1998-01,2001-12,active,,2012-01,2026-06
IMR-3003900099-200201,"3003.90.00.99 - Medicaments, nes, formulated, in bulk (Terminated 2011-12)",IM-3003901000-198801,1,3003.90.00.99,"Medicaments, not elsewhere specified, formulated, in bulk",2002-01,2011-12,succeeded,3003.90.00.90,2002-01,2011-12
IMR-3003900099-200201,"3003.90.00.99 - Medicaments, nes, formulated, in bulk (Terminated 2011-12)",IM-3003901000-198801,2,3003.90.00.90,"Medicaments, not elsewhere specified,mixed,therapeutic/prophylactic uses,not for retail sale,other than products of headings 30.02, 30.05, 30.06",2002-01,2011-12,active,,2012-01,2026-06
IMR-3003901000-198801,"3003.90.10.00 - Fractioned soya oil emulsions, prepr for parenteral admin; mx of amino acids,etc (Terminated 1997-12)",IM-3003901000-198801,1,3003.90.10.00,"Fractioned soya oil emulsions, prepared for parenteral administration; Mixtures of amino acids,etc",1988-01,1997-12,succeeded,3003.90.00.10,1988-01,1997-12
IMR-3003901000-198801,"3003.90.10.00 - Fractioned soya oil emulsions, prepr for parenteral admin; mx of amino acids,etc (Terminated 1997-12)",IM-3003901000-198801,2,3003.90.00.10,"Fractioned soya oil emulsions, prepared for parenteral administration; Mixtures of amino acids,etc",1988-01,1997-12,succeeded,3003.90.00.90,1998-01,2011-12
IMR-3003901000-198801,"3003.90.10.00 - Fractioned soya oil emulsions, prepr for parenteral admin; mx of amino acids,etc (Terminated 1997-12)",IM-3003901000-198801,3,3003.90.00.90,"Medicaments, not elsewhere specified,mixed,therapeutic/prophylactic uses,not for retail sale,other than products of headings 30.02, 30.05, 30.06",1988-01,1997-12,active,,2012-01,2026-06
IMR-3003909100-198801,"3003.90.91.00 - Medicaments, nes, cont more than 23% of absolute ethyl alcohol by volume,in bulk (Terminated 1997-12)",IM-3003901000-198801,1,3003.90.91.00,"Medicaments, not elsewhere specified, containing more than 23% of absolute ethyl alcohol by volume,in bulk",1988-01,1997-12,succeeded,3003.90.00.20,1988-01,1997-12
IMR-3003909100-198801,"3003.90.91.00 - Medicaments, nes, cont more than 23% of absolute ethyl alcohol by volume,in bulk (Terminated 1997-12)",IM-3003901000-198801,2,3003.90.00.20,"Medicaments, not elsewhere specified, containing more than 23% of absolute ethyl alcohol by volume,in bulk",1988-01,1997-12,succeeded,3003.90.00.90,1998-01,2011-12
IMR-3003909100-198801,"3003.90.91.00 - Medicaments, nes, cont more than 23% of absolute ethyl alcohol by volume,in bulk (Terminated 1997-12)",IM-3003901000-198801,3,3003.90.00.90,"Medicaments, not elsewhere specified,mixed,therapeutic/prophylactic uses,not for retail sale,other than products of headings 30.02, 30.05, 30.06",1988-01,1997-12,active,,2012-01,2026-06
IMR-3003909900-198801,"3003.90.99.00 - Medicaments, nes, formulated, in bulk (Terminated 1994-12)",IM-3003901000-198801,1,3003.90.99.00,"Medicaments, not elsewhere specified, formulated, in bulk",1988-01,1994-12,succeeded,3003.90.99.90,1988-01,1994-12
IMR-3003909900-198801,"3003.90.99.00 - Medicaments, nes, formulated, in bulk (Terminated 1994-12)",IM-3003901000-198801,2,3003.90.99.90,"Medicaments not elsewhere specified, formulated, in bulk",1988-01,1994-12,succeeded,3003.90.00.99,1995-01,1997-12
IMR-3003909900-198801,"3003.90.99.00 - Medicaments, nes, formulated, in bulk (Terminated 1994-12)",IM-3003901000-198801,3,3003.90.00.99,"Medicaments, not elsewhere specified, formulated, in bulk",1988-01,1994-12,succeeded,3003.90.00.90,1998-01,2011-12
IMR-3003909900-198801,"3003.90.99.00 - Medicaments, nes, formulated, in bulk (Terminated 1994-12)",IM-3003901000-198801,4,3003.90.00.90,"Medicaments, not elsewhere specified,mixed,therapeutic/prophylactic uses,not for retail sale,other than products of headings 30.02, 30.05, 30.06",1988-01,1994-12,active,,2012-01,2026-06
IMR-3003909910-199501,"3003.90.99.10 - Medicaments containing acetaminophen, in bulk (Terminated 1997-12)",IM-3003909910-199501,1,3003.90.99.10,"Medicaments containing acetaminophen, in bulk",1995-01,1997-12,succeeded,3003.90.00.91,1995-01,1997-12
IMR-3003909910-199501,"3003.90.99.10 - Medicaments containing acetaminophen, in bulk (Terminated 1997-12)",IM-3003909910-199501,2,3003.90.00.91,"Medicaments containing acetaminophen, in bulk",1995-01,1997-12,succeeded,3003.90.00.30,1998-01,2011-12
IMR-3003909910-199501,"3003.90.99.10 - Medicaments containing acetaminophen, in bulk (Terminated 1997-12)",IM-3003909910-199501,3,3003.90.00.30,"Medicaments,containing acetaminophen,mixed,therapeutic/prophylactic uses,not for retail sale,other than products of headings 30.02, 30.05, 30.06",1995-01,1997-12,active,,2012-01,2026-06
IMR-3003909990-199501,"3003.90.99.90 - Medicaments nes, formulated, in bulk (Terminated 1997-12)",IM-3003901000-198801,1,3003.90.99.90,"Medicaments not elsewhere specified, formulated, in bulk",1995-01,1997-12,succeeded,3003.90.00.99,1995-01,1997-12
IMR-3003909990-199501,"3003.90.99.90 - Medicaments nes, formulated, in bulk (Terminated 1997-12)",IM-3003901000-198801,2,3003.90.00.99,"Medicaments, not elsewhere specified, formulated, in bulk",1995-01,1997-12,succeeded,3003.90.00.90,1998-01,2011-12
IMR-3003909990-199501,"3003.90.99.90 - Medicaments nes, formulated, in bulk (Terminated 1997-12)",IM-3003901000-198801,3,3003.90.00.90,"Medicaments, not elsewhere specified,mixed,therapeutic/prophylactic uses,not for retail sale,other than products of headings 30.02, 30.05, 30.06",1995-01,1997-12,active,,2012-01,2026-06
IMR-3004100010-201201,"3004.10.00.10 - Medicaments,cont penicillins/their derivatives, for human use, in doses/pack frs",IM-3004100011-198801,1,3004.10.00.10,"Medicaments,containing penicillins/their derivatives, for human use, in doses/pack for retail sale",2012-01,2026-06,active,,2012-01,2026-06
IMR-3004100011-198801,"3004.10.00.11 - Penicillin G sodium for human use, in dosage (Terminated 2011-12)",IM-3004100011-198801,1,3004.10.00.11,"Penicillin G sodium, for human use, in dosage",1988-01,2001-12,succeeded,3004.10.00.10,1988-01,2011-12
IMR-3004100011-198801,"3004.10.00.11 - Penicillin G sodium for human use, in dosage (Terminated 2011-12)",IM-3004100011-198801,2,3004.10.00.10,"Medicaments,containing penicillins/their derivatives, for human use, in doses/pack for retail sale",1988-01,2001-12,active,,2012-01,2026-06
IMR-3004100011-200208,"3004.10.00.11 - Penicillin G sodium, for human use, in dosage (Terminated 2011-12)",IM-3004100011-198801,1,3004.10.00.11,"Penicillin G sodium, for human use, in dosage",2002-08,2011-12,succeeded,3004.10.00.10,2002-08,2011-12
IMR-3004100011-200208,"3004.10.00.11 - Penicillin G sodium, for human use, in dosage (Terminated 2011-12)",IM-3004100011-198801,2,3004.10.00.10,"Medicaments,containing penicillins/their derivatives, for human use, in doses/pack for retail sale",2002-08,2011-12,active,,2012-01,2026-06
IMR-3004100012-198801,"3004.10.00.12 - Penicillin G procaine for human use, in dosage (Terminated 2011-12)",IM-3004100011-198801,1,3004.10.00.12,"Penicillin V, for human use, in dosage",1988-01,1991-02,succeeded,3004.10.00.10,1988-01,2011-11
IMR-3004100012-198801,"3004.10.00.12 - Penicillin G procaine for human use, in dosage (Terminated 2011-12)",IM-3004100011-198801,2,3004.10.00.10,"Medicaments,containing penicillins/their derivatives, for human use, in doses/pack for retail sale",1988-01,1991-02,active,,2012-01,2026-06
IMR-3004100012-199208,"3004.10.00.12 - Penicillin V for human use, in dosage (Terminated 2011-12)",IM-3004100011-198801,1,3004.10.00.12,"Penicillin V, for human use, in dosage",1992-08,2001-05,succeeded,3004.10.00.10,1992-08,2011-11
IMR-3004100012-199208,"3004.10.00.12 - Penicillin V for human use, in dosage (Terminated 2011-12)",IM-3004100011-198801,2,3004.10.00.10,"Medicaments,containing penicillins/their derivatives, for human use, in doses/pack for retail sale",1992-08,2001-05,active,,2012-01,2026-06
IMR-3004100012-200304,"3004.10.00.12 - Penicillin V, for human use, in dosage (Terminated 2011-12)",IM-3004100011-198801,1,3004.10.00.12,"Penicillin V, for human use, in dosage",2003-04,2011-11,succeeded,3004.10.00.10,2003-04,2011-11
IMR-3004100012-200304,"3004.10.00.12 - Penicillin V, for human use, in dosage (Terminated 2011-12)",IM-3004100011-198801,2,3004.10.00.10,"Medicaments,containing penicillins/their derivatives, for human use, in doses/pack for retail sale",2003-04,2011-11,active,,2012-01,2026-06
IMR-3004100013-198801,"3004.10.00.13 - Penicillin V for human use, in dosage (Terminated 2011-12)",IM-3004100011-198801,1,3004.10.00.13,"Amoxycillin, for human use, in dosage",1988-01,1991-10,succeeded,3004.10.00.10,1988-01,2011-12
IMR-3004100013-198801,"3004.10.00.13 - Penicillin V for human use, in dosage (Terminated 2011-12)",IM-3004100011-198801,2,3004.10.00.10,"Medicaments,containing penicillins/their derivatives, for human use, in doses/pack for retail sale",1988-01,1991-10,active,,2012-01,2026-06
IMR-3004100013-199201,"3004.10.00.13 - Amoxycillin for human use, in dosage (Terminated 2011-12)",IM-3004100011-198801,1,3004.10.00.13,"Amoxycillin, for human use, in dosage",1992-01,2001-11,succeeded,3004.10.00.10,1992-01,2011-12
IMR-3004100013-199201,"3004.10.00.13 - Amoxycillin for human use, in dosage (Terminated 2011-12)",IM-3004100011-198801,2,3004.10.00.10,"Medicaments,containing penicillins/their derivatives, for human use, in doses/pack for retail sale",1992-01,2001-11,active,,2012-01,2026-06
IMR-3004100013-200201,"3004.10.00.13 - Amoxycillin, for human use, in dosage (Terminated 2011-12)",IM-3004100011-198801,1,3004.10.00.13,"Amoxycillin, for human use, in dosage",2002-01,2011-12,succeeded,3004.10.00.10,2002-01,2011-12
IMR-3004100013-200201,"3004.10.00.13 - Amoxycillin, for human use, in dosage (Terminated 2011-12)",IM-3004100011-198801,2,3004.10.00.10,"Medicaments,containing penicillins/their derivatives, for human use, in doses/pack for retail sale",2002-01,2011-12,active,,2012-01,2026-06
IMR-3004100014-198801,"3004.10.00.14 - Amoxycillin for human use, in dosage (Terminated 1991-12)",IM-3004100011-198801,1,3004.10.00.14,"Amoxycillin for human use, in dosage",1988-01,1991-12,succeeded,3004.10.00.13,1988-01,1991-12
IMR-3004100014-198801,"3004.10.00.14 - Amoxycillin for human use, in dosage (Terminated 1991-12)",IM-3004100011-198801,2,3004.10.00.13,"Amoxycillin, for human use, in dosage",1988-01,1991-12,succeeded,3004.10.00.10,1992-01,2011-12
IMR-3004100014-198801,"3004.10.00.14 - Amoxycillin for human use, in dosage (Terminated 1991-12)",IM-3004100011-198801,3,3004.10.00.10,"Medicaments,containing penicillins/their derivatives, for human use, in doses/pack for retail sale",1988-01,1991-12,active,,2012-01,2026-06
IMR-3004100019-198801,"3004.10.00.19 - Penicillins or their derivs nes, for human use, in dosage (Terminated 2011-12)",IM-3004100011-198801,1,3004.10.00.19,"Penicillins or their derivatives, not elsewhere specified, for human use, in dosage",1988-01,2001-12,succeeded,3004.10.00.10,1988-01,2011-12
IMR-3004100019-198801,"3004.10.00.19 - Penicillins or their derivs nes, for human use, in dosage (Terminated 2011-12)",IM-3004100011-198801,2,3004.10.00.10,"Medicaments,containing penicillins/their derivatives, for human use, in doses/pack for retail sale",1988-01,2001-12,active,,2012-01,2026-06
IMR-3004100019-200201,"3004.10.00.19 - Penicillins or their derivatives, nes, for human use, in dosage (Terminated 2011-12)",IM-3004100011-198801,1,3004.10.00.19,"Penicillins or their derivatives, not elsewhere specified, for human use, in dosage",2002-01,2011-12,succeeded,3004.10.00.10,2002-01,2011-12
IMR-3004100019-200201,"3004.10.00.19 - Penicillins or their derivatives, nes, for human use, in dosage (Terminated 2011-12)",IM-3004100011-198801,2,3004.10.00.10,"Medicaments,containing penicillins/their derivatives, for human use, in doses/pack for retail sale",2002-01,2011-12,active,,2012-01,2026-06
IMR-3004100020-198801,"3004.10.00.20 - Streptomycins or their derivs, for human use, in dosage (Terminated 2011-12)",IM-3004100011-198801,1,3004.10.00.20,"Streptomycins or their derivatives, for human use, in dosage",1988-01,2001-12,succeeded,3004.10.00.10,1988-01,2011-12
IMR-3004100020-198801,"3004.10.00.20 - Streptomycins or their derivs, for human use, in dosage (Terminated 2011-12)",IM-3004100011-198801,2,3004.10.00.10,"Medicaments,containing penicillins/their derivatives, for human use, in doses/pack for retail sale",1988-01,2001-12,active,,2012-01,2026-06
IMR-3004100020-200201,"3004.10.00.20 - Streptomycins or their derivatives, for human use, in dosage (Terminated 2011-12)",IM-3004100011-198801,1,3004.10.00.20,"Streptomycins or their derivatives, for human use, in dosage",2002-01,2011-12,succeeded,3004.10.00.10,2002-01,2011-12
IMR-3004100020-200201,"3004.10.00.20 - Streptomycins or their derivatives, for human use, in dosage (Terminated 2011-12)",IM-3004100011-198801,2,3004.10.00.10,"Medicaments,containing penicillins/their derivatives, for human use, in doses/pack for retail sale",2002-01,2011-12,active,,2012-01,2026-06
IMR-3004100031-198801,"3004.10.00.31 - Penicillins or their derivs, for vet use, in dosage (Terminated 2011-12)",IM-3004100031-198801,1,3004.10.00.31,"Penicillins or their derivatives, for veterinary use, in dosage",1988-01,2001-12,succeeded,3004.10.00.90,1988-01,2011-12
