flow,v1_uid,v1_family_id,v1_hs_code,v1_first_period,v1_last_period,v1_description,v2_record_id,v2_family_id,v2_hs_code,v2_first_period,v2_last_period,matched_on,note
imports,IMR_0069,IM_0047,3002.90.00.10,201701,202112,"Toxins, toxoids, antitoxins, viruses, bacteriophage and bacterial lysates",IMR-3002900010-201701,IM-3002901010-198801,3002.90.00.10,201701,202112,code and first month,
imports,IMR_0070,IM_0043,3002.90.00.11,199801,201609,Ricin,IMR-3002900011-199801,IM-3002901010-198801,3002.90.00.11,199801,201609,code and first month,
imports,IMR_0071,IM_0043,3002.90.00.12,200003,201610,Saxitoxin,IMR-3002900012-200003,IM-3002901010-198801,3002.90.00.12,200003,201610,code and first month,
imports,IMR_0072,IM_0047,3002.90.00.19,199801,201612,"Toxins, toxoids, antitoxins, viruses, bacteriophage and bacterial lysates, not elsewhere specified",IMR-3002900019-199801,IM-3002901010-198801,3002.90.00.19,199801,201612,code and first month,
imports,IMR_0073,IM_0050,3002.90.00.20,199801,201612,Butter-making ferment cultures,IMR-3002900020-199801,IM-3002901020-198801,3002.90.00.20,199801,201612,code and first month,
imports,IMR_0074,IM_0047,3002.90.00.20,202201,202512,"Toxoids, antitoxins, viruses, bacteriophage and bacterial lysates",IMR-3002900020-202201,IM-3002900020-202201,3002.90.00.20,202201,202606,code and first month,
imports,IMR_0075,IM_0051,3002.90.00.30,199802,202512,Dried blood of animal origin,IMR-3002900030-199802,IM-3002901040-198801,3002.90.00.30,199802,202606,code and first month,
imports,IMR_0076,IM_0052,3002.90.00.40,201701,202512,Whole human blood,IMR-3002900040-201701,IM-3002909020-199104,3002.90.00.40,201701,202606,code and first month,
imports,IMR_0077,IM_0042,3002.90.00.50,201701,202112,Micro-organisms cultures,IMR-3002900050-201701,IM-3002900050-201701,3002.90.00.50,201701,202112,code and first month,
imports,IMR_0078,IM_0050,3002.90.00.90,201701,202112,"Human blood;animal blood for therapeutic/prophylactic/diagnostic uses;toxins,similar prod,not elsewhere specified",IMR-3002900090-201701,IM-3002901020-198801,3002.90.00.90,201701,202112,code and first month,
imports,IMR_0079,IM_0050,3002.90.00.90,202201,202512,"Human blood;animal blood therapeutic/diagnostic,etc;antisera,etc;vaccines,etc;cell culture,not elsewhere specified",IMR-3002900090-202201,IM-3002901020-198801,3002.90.00.90,202201,202606,code and first month,
imports,IMR_0080,IM_0050,3002.90.00.91,199801,200112,Bacteria culture inoculants for seeds,IMR-3002900091-199801,IM-3002901020-198801,3002.90.00.91,199801,200112,code and first month,
imports,IMR_0081,IM_0050,3002.90.00.91,200201,201612,"Bacteria culture inoculants, for seeds",IMR-3002900091-200201,IM-3002901020-198801,3002.90.00.91,200201,201612,code and first month,
imports,IMR_0082,IM_0052,3002.90.00.92,199801,201612,Whole human blood,IMR-3002900092-199801,IM-3002909020-199104,3002.90.00.92,199801,201612,code and first month,
imports,IMR_0083,IM_0050,3002.90.00.93,199802,201612,Antiallergenic preparations of microbial origin,IMR-3002900093-199802,IM-3002901020-198801,3002.90.00.93,199802,201612,code and first month,
imports,IMR_0084,IM_0050,3002.90.00.99,199801,201112,"Human blood, animal blood for therapeutic, prophylactic or diagnostic uses, microbial preparation, not elsewhere specified",IMR-3002900099-199801,IM-3002901020-198801,3002.90.00.99,199801,201112,code and first month,
imports,IMR_0085,IM_0050,3002.90.00.99,201201,201612,"Human blood;animal blood therapeutic/prophylactic/diagnostic uses;toxins,micro-organisms culture,not elsewhere specified",IMR-3002900099-201201,IM-3002901020-198801,3002.90.00.99,201201,201612,code and first month,
imports,IMR_0086,IM_0047,3002.90.10.10,198801,199612,"Toxins, toxoids, antitoxins, viruses, bacteriophage and bacterial lysates",IMR-3002901010-198801,IM-3002901010-198801,3002.90.10.10,198801,199612,code and first month,
imports,IMR_0087,IM_0043,3002.90.10.11,199701,199712,Ricin,IMR-3002901011-199701,IM-3002901010-198801,3002.90.10.11,199701,199712,code and first month,
imports,IMR_0088,IM_0047,3002.90.10.19,199701,199712,"Toxins, toxoids, antitoxins, viruses, bacteriophage and bacterial lysates, not elsewhere specified",IMR-3002901019-199701,IM-3002901010-198801,3002.90.10.19,199701,199712,code and first month,
imports,IMR_0089,IM_0050,3002.90.10.20,198801,199712,Ferment cultures,IMR-3002901020-198801,IM-3002901020-198801,3002.90.10.20,198801,199712,code and first month,
imports,IMR_0090,IM_0051,3002.90.10.30,198801,199712,Dried blood of human origin,IMR-3002901030-198801,IM-3002901020-198801,3002.90.10.30,198801,199712,code and first month,
imports,IMR_0091,IM_0051,3002.90.10.40,198801,199712,Dried blood of animal origin,IMR-3002901040-198801,IM-3002901040-198801,3002.90.10.40,198801,199712,code and first month,
imports,IMR_0092,IM_0050,3002.90.90.10,198801,199712,Bacteria culture inoculants for seeds,IMR-3002909010-198801,IM-3002901020-198801,3002.90.90.10,198801,199712,code and first month,
imports,IMR_0093,IM_0052,3002.90.90.20,199104,199706,Whole human blood,IMR-3002909020-199104,IM-3002909020-199104,3002.90.90.20,199104,199706,code and first month,
imports,IMR_0094,IM_0050,3002.90.90.30,199004,199709,Antiallergenic preparations of microbial origin,IMR-3002909030-199004,IM-3002901020-198801,3002.90.90.30,199004,199709,code and first month,
imports,IMR_0095,IM_0050,3002.90.90.90,198801,199712,"Human blood, animal blood for therapeutic, prophylactic or diagnostic uses, microbial preparation, not elsewhere specified",IMR-3002909090-198801,IM-3002901020-198801,3002.90.90.90,198801,199712,code and first month,
imports,IMR_0096,IM_0059,3003.10.00.00,200201,202511,"Medicaments,containing penicillins/derivative with penicillanic acid structure, streptomycins/derivative,not for retail sale",IMR-3003100000-200201,IM-3003100000-198801,3003.10.00.00,200201,202606,code and first month,
imports,IMR_0097,IM_0059,3003.10.00.00,198801,200112,"Penicillins or streptomycins & their derivatives, formulated, in bulk",IMR-3003100000-198801,IM-3003100000-198801,3003.10.00.00,198801,200112,code and first month,
imports,IMR_0098,IM_0060,3003.20.00.00,198801,200112,"Antibiotics, not elsewhere specified, formulated, in bulk",IMR-3003200000-198801,IM-3003200000-198801,3003.20.00.00,198801,200112,code and first month,
imports,IMR_0099,IM_0060,3003.20.00.00,200201,202512,"Medicaments,containing antibiotics,not elsewhere specified,mixed,for therapeutic/prophylactic,not for retail sale,other than products of headings 30.02, 30.05, 30.06",IMR-3003200000-200201,IM-3003200000-198801,3003.20.00.00,200201,202606,code and first month,
imports,IMR_0100,IM_0061,3003.31.00.00,201201,202510,"Medicaments,containing insulin,mixed,not in doses/forms/pack/for retail sale,other than products of headings 30.02, 30.05, 30.06",IMR-3003310000-201201,IM-3003319900-198801,3003.31.00.00,201201,202603,code and first month,
imports,IMR_0101,IM_0061,3003.31.00.10,199802,201108,"Insulin, prepared for parenteral administration in humans, in bulk",IMR-3003310010-199802,IM-3003319900-198801,3003.31.00.10,199802,201108,code and first month,
imports,IMR_0102,IM_0061,3003.31.00.90,199801,201112,"Insulin, formulated, in bulk, not elsewhere specified",IMR-3003310090-199801,IM-3003319900-198801,3003.31.00.90,199801,201112,code and first month,
imports,IMR_0103,IM_0061,3003.31.10.00,198803,199710,"Insulin, prepared for parenteral administration in humans, in bulk",IMR-3003311000-198803,IM-3003319900-198801,3003.31.10.00,198803,199710,code and first month,
imports,IMR_0104,IM_0064,3003.31.91.00,198802,199005,"Insulin, containing more than 23% of absolute ethyl alcohol by volume, in bulk",IMR-3003319100-198802,IM-3003319900-198801,3003.31.91.00,198802,199005,code and first month,
imports,IMR_0105,IM_0061,3003.31.99.00,198801,199712,"Insulin, formulated, in bulk, not elsewhere specified",IMR-3003319900-198801,IM-3003319900-198801,3003.31.99.00,198801,199712,code and first month,
imports,IMR_0106,IM_0065,3003.39.00.00,201201,202512,"Medicaments,containing hormone/prostaglandins/thromboxanes/leukotrienes/derivative/analogues,not elsewhere specified,not for retail sale",IMR-3003390000-201201,IM-3003391000-198801,3003.39.00.00,201201,202606,code and first month,
imports,IMR_0107,IM_0065,3003.39.00.10,199801,200110,"Epinephrine & its solutions, prepared for parenteral administration in humans, in bulk",IMR-3003390010-199801,IM-3003391000-198801,3003.39.00.10,199801,200110,code and first month,
imports,IMR_0108,IM_0065,3003.39.00.10,200201,201112,"Epinephrine and its solutions, prepared for parenteral administration in humans, in bulk",IMR-3003390010-200201,IM-3003391000-198801,3003.39.00.10,200201,201112,code and first month,
imports,IMR_0109,IM_0065,3003.39.00.90,199801,201112,"Hormones, not elsewhere specified, not containing antibiotics, in bulk, other than contraceptives",IMR-3003390090-199801,IM-3003391000-198801,3003.39.00.90,199801,201112,code and first month,
imports,IMR_0110,IM_0065,3003.39.10.00,198801,199712,"Epinephrine & its solutions, prepared for parenteral administration in humans, in bulk",IMR-3003391000-198801,IM-3003391000-198801,3003.39.10.00,198801,199712,code and first month,
imports,IMR_0111,IM_0064,3003.39.91.00,198801,199707,"Hormones, containing more than 23% of absolute ethyl alcohol by volume, in bulk",IMR-3003399100-198801,IM-3003391000-198801,3003.39.91.00,198801,199707,code and first month,
imports,IMR_0112,IM_0065,3003.39.99.00,198801,199712,"Hormones, not elsewhere specified, not containing antibiotics, in bulk, other than contraceptives",IMR-3003399900-198801,IM-3003391000-198801,3003.39.99.00,198801,199712,code and first month,
imports,IMR_0113,IM_0068,3003.40.00.00,199801,201612,"Alkaloids or their derivatives, formulated, not containing antibiotics/hormones, in bulk",IMR-3003400000-199801,IM-3003409000-198802,3003.40.00.00,199801,201612,code and first month,
imports,IMR_0114,IM_0068,3003.40.10.00,199203,199308,"Alkaloids or their derivatives, containing more than 23% of absol ethyl alc by vol, in bulk",IMR-3003401000-199203,IM-3003409000-198802,3003.40.10.00,199203,199308,code and first month,
imports,IMR_0115,IM_0068,3003.40.90.00,198802,199712,"Alkaloids or their derivatives, formltd, not containing antibiotics or hormone, in bulk, not elsewhere specified",IMR-3003409000-198802,IM-3003409000-198802,3003.40.90.00,198802,199712,code and first month,
imports,IMR_0116,IM_0070,3003.41.00.00,201706,202512,"Medicaments,containing ephedrin/salts,mixed,therapeutic/prophylactic uses,not for retail sale,other than products of headings 30.02, 30.05, 30.06",IMR-3003410000-201706,IM-3003410000-201706,3003.41.00.00,201706,202605,code and first month,
imports,IMR_0117,IM_0071,3003.42.00.00,202209,202401,"Medicaments,containing pseudoephedrine/sa,mixed,therapeutic/prophylactic,not for retail sale,other than products of headings 30.02, 30.05, 30.06",IMR-3003420000-202209,IM-3003420000-202209,3003.42.00.00,202209,202401,code and first month,
imports,IMR_0118,IM_0072,3003.43.00.00,201701,202506,"Medicaments,containing norephedrine/salts,mixed,therapeutic/prophylactic,not for retail sale,other than products of headings 30.02, 30.05, 30.06",IMR-3003430000-201701,IM-3003430000-201701,3003.43.00.00,201701,202506,code and first month,
imports,IMR_0119,IM_0068,3003.49.00.00,201701,202512,"Medicaments,containing alkaloids/derivative thereof,not elsewhere specified,mixed,for therapeutic/prophylactic,not for retail sale,other than products of headings 30.02, 30.05, 30.06",IMR-3003490000-201701,IM-3003409000-198802,3003.49.00.00,201701,202606,code and first month,
imports,IMR_0120,IM_0074,3003.60.00.00,201701,202508,"Medicaments,containing antimalarial active principles,mixed,not for retail sale,other than products of headings 30.02, 30.05, 30.06",IMR-3003600000-201701,IM-3003600000-201701,3003.60.00.00,201701,202508,code and first month,
imports,IMR_0121,IM_0064,3003.90.00.10,199801,201112,"Fractioned soya oil emulsions, prepared for parenteral administration; Mixtures of amino acids,etc",IMR-3003900010-199801,IM-3003901000-198801,3003.90.00.10,199801,201112,code and first month,
imports,IMR_0122,IM_0064,3003.90.00.20,199801,201112,"Medicaments, not elsewhere specified, containing more than 23% of absolute ethyl alcohol by volume,in bulk",IMR-3003900020-199801,IM-3003901000-198801,3003.90.00.20,199801,201112,code and first month,
imports,IMR_0123,IM_0076,3003.90.00.30,201201,201612,"Medicaments containing acetaminophen, in bulk",IMR-3003900030-201201,IM-3003909910-199501,3003.90.00.30,201201,201612,code and first month,
imports,IMR_0124,IM_0076,3003.90.00.30,201701,202512,"Medicaments,containing acetaminophen,mixed,therapeutic/prophylactic uses,not for retail sale,other than products of headings 30.02, 30.05, 30.06",IMR-3003900030-201701,IM-3003909910-199501,3003.90.00.30,201701,202606,code and first month,
imports,IMR_0125,IM_0064,3003.90.00.90,201701,202512,"Medicaments, not elsewhere specified,mixed,therapeutic/prophylactic uses,not for retail sale,other than products of headings 30.02, 30.05, 30.06",IMR-3003900090-201701,IM-3003901000-198801,3003.90.00.90,201701,202606,code and first month,
imports,IMR_0126,IM_0064,3003.90.00.90,201201,201612,"Other medicaments, formulated, in bulk, not elsewhere specified",IMR-3003900090-201201,IM-3003901000-198801,3003.90.00.90,201201,201612,code and first month,
imports,IMR_0127,IM_0076,3003.90.00.91,199801,201112,"Medicaments containing acetaminophen, in bulk",IMR-3003900091-199801,IM-3003909910-199501,3003.90.00.91,199801,201112,code and first month,
imports,IMR_0128,IM_0064,3003.90.00.99,199801,200112,"Medicaments not elsewhere specified, formulated, in bulk",IMR-3003900099-199801,IM-3003901000-198801,3003.90.00.99,199801,200112,code and first month,
imports,IMR_0129,IM_0064,3003.90.00.99,200201,201112,"Medicaments, not elsewhere specified, formulated, in bulk",IMR-3003900099-200201,IM-3003901000-198801,3003.90.00.99,200201,201112,code and first month,
imports,IMR_0130,IM_0064,3003.90.10.00,198801,199712,"Fractioned soya oil emulsions, prepared for parenteral administration; Mixtures of amino acids,etc",IMR-3003901000-198801,IM-3003901000-198801,3003.90.10.00,198801,199712,code and first month,
imports,IMR_0131,IM_0064,3003.90.91.00,198801,199712,"Medicaments, not elsewhere specified, containing more than 23% of absolute ethyl alcohol by volume,in bulk",IMR-3003909100-198801,IM-3003901000-198801,3003.90.91.00,198801,199712,code and first month,
imports,IMR_0132,IM_0064,3003.90.99.00,198801,199412,"Medicaments, not elsewhere specified, formulated, in bulk",IMR-3003909900-198801,IM-3003901000-198801,3003.90.99.00,198801,199412,code and first month,
imports,IMR_0133,IM_0076,3003.90.99.10,199501,199712,"Medicaments containing acetaminophen, in bulk",IMR-3003909910-199501,IM-3003909910-199501,3003.90.99.10,199501,199712,code and first month,
imports,IMR_0134,IM_0064,3003.90.99.90,199501,199712,"Medicaments not elsewhere specified, formulated, in bulk",IMR-3003909990-199501,IM-3003901000-198801,3003.90.99.90,199501,199712,code and first month,
imports,IMR_0135,IM_0079,3004.10.00.10,201201,202512,"Medicaments,containing penicillins/their derivatives, for human use, in doses/pack for retail sale",IMR-3004100010-201201,IM-3004100011-198801,3004.10.00.10,201201,202606,code and first month,
imports,IMR_0136,IM_0079,3004.10.00.11,198801,200112,"Penicillin G sodium for human use, in dosage",IMR-3004100011-198801,IM-3004100011-198801,3004.10.00.11,198801,200112,code and first month,
imports,IMR_0137,IM_0079,3004.10.00.11,200208,201112,"Penicillin G sodium, for human use, in dosage",IMR-3004100011-200208,IM-3004100011-198801,3004.10.00.11,200208,201112,code and first month,
imports,IMR_0138,IM_0079,3004.10.00.12,198801,199102,"Penicillin G procaine for human use, in dosage",IMR-3004100012-198801,IM-3004100011-198801,3004.10.00.12,198801,199102,code and first month,
imports,IMR_0139,IM_0079,3004.10.00.12,199208,200105,"Penicillin V for human use, in dosage",IMR-3004100012-199208,IM-3004100011-198801,3004.10.00.12,199208,200105,code and first month,
imports,IMR_0140,IM_0079,3004.10.00.12,200304,201111,"Penicillin V, for human use, in dosage",IMR-3004100012-200304,IM-3004100011-198801,3004.10.00.12,200304,201111,code and first month,
imports,IMR_0141,IM_0079,3004.10.00.13,199201,200111,"Amoxycillin for human use, in dosage",IMR-3004100013-199201,IM-3004100011-198801,3004.10.00.13,199201,200111,code and first month,
imports,IMR_0142,IM_0079,3004.10.00.13,200201,201112,"Amoxycillin, for human use, in dosage",IMR-3004100013-200201,IM-3004100011-198801,3004.10.00.13,200201,201112,code and first month,
imports,IMR_0143,IM_0079,3004.10.00.13,198801,199110,"Penicillin V for human use, in dosage",IMR-3004100013-198801,IM-3004100011-198801,3004.10.00.13,198801,199110,code and first month,
imports,IMR_0144,IM_0079,3004.10.00.14,198801,199112,"Amoxycillin for human use, in dosage",IMR-3004100014-198801,IM-3004100011-198801,3004.10.00.14,198801,199112,code and first month,
imports,IMR_0145,IM_0079,3004.10.00.19,200201,201112,"Penicillins or their derivatives, not elsewhere specified, for human use, in dosage",IMR-3004100019-200201,IM-3004100011-198801,3004.10.00.19,200201,201112,code and first month,
imports,IMR_0146,IM_0079,3004.10.00.19,198801,200112,"Penicillins or their derivatives not elsewhere specified, for human use, in dosage",IMR-3004100019-198801,IM-3004100011-198801,3004.10.00.19,198801,200112,code and first month,
imports,IMR_0147,IM_0079,3004.10.00.20,200201,201112,"Streptomycins or their derivatives, for human use, in dosage",IMR-3004100020-200201,IM-3004100011-198801,3004.10.00.20,200201,201112,code and first month,
imports,IMR_0148,IM_0079,3004.10.00.20,198801,200112,"Streptomycins or their derivatives, for human use, in dosage",IMR-3004100020-198801,IM-3004100011-198801,3004.10.00.20,198801,200112,code and first month,
imports,IMR_0149,IM_0086,3004.10.00.31,200201,201112,"Penicillins or their derivatives, for veterinary use, in dosage",IMR-3004100031-200201,IM-3004100031-198801,3004.10.00.31,200201,201112,code and first month,
imports,IMR_0150,IM_0086,3004.10.00.31,198801,200112,"Penicillins or their derivatives, for veterinary use, in dosage",IMR-3004100031-198801,IM-3004100031-198801,3004.10.00.31,198801,200112,code and first month,
imports,IMR_0151,IM_0086,3004.10.00.32,200201,201112,"Streptomycins or their derivatives, for veterinary use, in dosage",IMR-3004100032-200201,IM-3004100031-198801,3004.10.00.32,200201,201112,code and first month,
imports,IMR_0152,IM_0086,3004.10.00.32,198802,200112,"Streptomycins or their derivatives, for veterinary use, in dosage",IMR-3004100032-198802,IM-3004100031-198801,3004.10.00.32,198802,200112,code and first month,
imports,IMR_0153,IM_0086,3004.10.00.90,201201,202512,"Medicaments containing penicillins/streptomycins/derivative,for veterinary use,in doses/pack for retail sale,not elsewhere specified",IMR-3004100090-201201,IM-3004100031-198801,3004.10.00.90,201201,202606,code and first month,
imports,IMR_0154,IM_0089,3004.20.00.10,200201,201112,"Tetracyclines or their derivatives, for human use, in dosage",IMR-3004200010-200201,IM-3004200010-198801,3004.20.00.10,200201,201112,code and first month,
imports,IMR_0155,IM_0089,3004.20.00.10,198801,200111,"Tetracyclines or their derivatives, for human use, in dosage",IMR-3004200010-198801,IM-3004200010-198801,3004.20.00.10,198801,200111,code and first month,
imports,IMR_0156,IM_0090,3004.20.00.11,201201,202512,"Medicaments containing cephalosporins, for human use, in doses/packings for retail sale",IMR-3004200011-201201,IM-3004200020-198801,3004.20.00.11,201201,202606,code and first month,
imports,IMR_0157,IM_0091,3004.20.00.12,201201,202512,"Medicaments containing vancomycin, for human use, in doses/pack for retail sale",IMR-3004200012-201201,IM-3004200063-198801,3004.20.00.12,201201,202606,code and first month,
imports,IMR_0158,IM_0092,3004.20.00.13,201201,202512,"Medicaments containing erythromycin, for human use,in doses/pack for retail sale",IMR-3004200013-201201,IM-3004200031-198801,3004.20.00.13,201201,202606,code and first month,
imports,IMR_0159,IM_0093,3004.20.00.18,201201,202512,"Medicaments containing macrolide,other than erythromycin,for human use,doses/pack for retail sale,not elsewhere specified",IMR-3004200018-201201,IM-3004200039-198801,3004.20.00.18,201201,202606,code and first month,
imports,IMR_0160,IM_0089,3004.20.00.19,201201,202512,"Medicaments,containing antibiotics,human,therapeutic/prophylactic,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",IMR-3004200019-201201,IM-3004200010-198801,3004.20.00.19,201201,202606,code and first month,
imports,IMR_0161,IM_0090,3004.20.00.20,198801,201112,"Cephalosporins, for human use, in dosage",IMR-3004200020-198801,IM-3004200020-198801,3004.20.00.20,198801,201112,code and first month,
imports,IMR_0162,IM_0092,3004.20.00.31,198801,201112,"Erythromycin, for human use, in dosage",IMR-3004200031-198801,IM-3004200031-198801,3004.20.00.31,198801,201112,code and first month,
imports,IMR_0163,IM_0093,3004.20.00.39,198801,200112,"Macrolide antibiotics not elsewhere specified, for human use, in dosage",IMR-3004200039-198801,IM-3004200039-198801,3004.20.00.39,198801,200112,code and first month,
imports,IMR_0164,IM_0093,3004.20.00.39,200201,201112,"Macrolide antibiotics, not elsewhere specified, for human use, in dosage",IMR-3004200039-200201,IM-3004200039-198801,3004.20.00.39,200201,201112,code and first month,
imports,IMR_0165,IM_0089,3004.20.00.41,198801,201112,"Gentamycins, for human use, in dosage",IMR-3004200041-198801,IM-3004200010-198801,3004.20.00.41,198801,201112,code and first month,
imports,IMR_0166,IM_0089,3004.20.00.42,198910,199007,"Kanamycins, for human use, in dosage",IMR-3004200042-198910,IM-3004200010-198801,3004.20.00.42,198910,199007,code and first month,
imports,IMR_0167,IM_0089,3004.20.00.49,198801,201112,"Aminoglycoside antibiotics, not elsewhere specified, for human use, in dosage",IMR-3004200049-198801,IM-3004200010-198801,3004.20.00.49,198801,201112,code and first month,
imports,IMR_0168,IM_0089,3004.20.00.51,199003,201112,"Bacitracin, for human use, in dosage",IMR-3004200051-199003,IM-3004200010-198801,3004.20.00.51,199003,201112,code and first month,
imports,IMR_0169,IM_0089,3004.20.00.52,198801,199611,"Polymyxins, for human use, in dosage",IMR-3004200052-198801,IM-3004200010-198801,3004.20.00.52,198801,199611,code and first month,
imports,IMR_0170,IM_0089,3004.20.00.59,198801,199712,"Polypeptide antibiotics, not elsewhere specified, for human use, in dosage",IMR-3004200059-198801,IM-3004200010-198801,3004.20.00.59,198801,199712,code and first month,
imports,IMR_0171,IM_0089,3004.20.00.59,199801,201112,"Polypeptides antibiotics, not elsewhere specified, for human use, in dosage",IMR-3004200059-199801,IM-3004200010-198801,3004.20.00.59,199801,201112,code and first month,
imports,IMR_0172,IM_0089,3004.20.00.61,198802,201110,"Chloramphenicol, for human use, in dosage",IMR-3004200061-198802,IM-3004200010-198801,3004.20.00.61,198802,201110,code and first month,
imports,IMR_0173,IM_0089,3004.20.00.62,198803,201110,"Mitomycin C, for human use, in dosage",IMR-3004200062-198803,IM-3004200010-198801,3004.20.00.62,198803,201110,code and first month,
imports,IMR_0174,IM_0091,3004.20.00.63,198801,201112,"Vancomycin, for human use, in dosage",IMR-3004200063-198801,IM-3004200063-198801,3004.20.00.63,198801,201112,code and first month,
imports,IMR_0175,IM_0089,3004.20.00.64,199112,199112,"Lincomycin, for human use, in dosage",IMR-3004200064-199112,IM-3004200010-198801,3004.20.00.64,199112,199112,code and first month,
imports,IMR_0176,IM_0089,3004.20.00.64,198801,199106,"Rifamycins, for human use, in dosage",IMR-3004200064-198801,IM-3004200010-198801,3004.20.00.64,198801,199106,code and first month,
imports,IMR_0177,IM_0089,3004.20.00.65,198812,198904,"Lincomycin, for human use, in dosage",IMR-3004200065-198812,IM-3004200010-198801,3004.20.00.65,198812,198904,code and first month,
imports,IMR_0178,IM_0089,3004.20.00.66,198801,199101,"Spectinomycin, for human use, in dosage",IMR-3004200066-198801,IM-3004200010-198801,3004.20.00.66,198801,199101,code and first month,
imports,IMR_0179,IM_0089,3004.20.00.69,198801,201112,"Antibiotics, not elsewhere specified, for human use, in dosage",IMR-3004200069-198801,IM-3004200010-198801,3004.20.00.69,198801,201112,code and first month,
imports,IMR_0180,IM_0109,3004.20.00.70,198801,198812,"Antibiotics, not elsewhere specified, for veterinary use, in dosage",IMR-3004200070-198801,IM-3004200070-198801,3004.20.00.70,198801,198812,code and first month,
imports,IMR_0181,IM_0110,3004.20.00.71,198901,200112,"Ivermectin, for veterinary use, in dosage",IMR-3004200071-198901,IM-3004200071-198901,3004.20.00.71,198901,200112,code and first month,
imports,IMR_0182,IM_0110,3004.20.00.71,200201,201112,"Ivermectin, for veterinary use, in dosage",IMR-3004200071-200201,IM-3004200071-198901,3004.20.00.71,200201,201112,code and first month,
imports,IMR_0183,IM_0109,3004.20.00.79,198901,200112,"Antibiotics, not elsewhere specified, for veterinary use, in dosage",IMR-3004200079-198901,IM-3004200070-198801,3004.20.00.79,198901,200112,code and first month,
imports,IMR_0184,IM_0109,3004.20.00.79,200201,201112,"Antibiotics, not elsewhere specified, for veterinary use, in dosage",IMR-3004200079-200201,IM-3004200070-198801,3004.20.00.79,200201,201112,code and first month,
imports,IMR_0185,IM_0110,3004.20.00.80,201201,202512,"Medicaments,containing ivermectin,for veterinary use,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06",IMR-3004200080-201201,IM-3004200071-198901,3004.20.00.80,201201,202606,code and first month,
imports,IMR_0186,IM_0109,3004.20.00.90,201201,202512,"Medicaments,containing antibiotics,for veterinary use,doses/pack for retail sale,other than products of headings 30.02, 30.05, 30.06,not elsewhere specified",IMR-3004200090-201201,IM-3004200070-198801,3004.20.00.90,201201,202606,code and first month,
imports,IMR_0187,IM_0113,3004.31.00.00,201201,202512,"Medicaments,containing insulin,in doses/forms/pack for retail sale,other than products of headings 30.02, 30.05, 30.06",IMR-3004310000-201201,IM-3004311000-198801,3004.31.00.00,201201,202606,code and first month,
imports,IMR_0188,IM_0113,3004.31.00.10,199801,200112,"Insulin, whether or not mixed with zinc, globin or protamine, prepared for parenteral administration, in dosage",IMR-3004310010-199801,IM-3004311000-198801,3004.31.00.10,199801,200112,code and first month,
imports,IMR_0189,IM_0113,3004.31.00.10,200201,201112,"Insulin, whether or not mixed with zinc,globin or protamine, prepared for parenteral administration,in dosage",IMR-3004310010-200201,IM-3004311000-198801,3004.31.00.10,200201,201112,code and first month,
imports,IMR_0190,IM_0113,3004.31.00.90,199801,201112,"Insulin, not elsewhere specified, for human use, in dosage",IMR-3004310090-199801,IM-3004311000-198801,3004.31.00.90,199801,201112,code and first month,
imports,IMR_0191,IM_0113,3004.31.10.00,198801,199712,"Insulin, whether or not mixed with zinc, globin or protamine, prepared for parenteral administration, in dosage",IMR-3004311000-198801,IM-3004311000-198801,3004.31.10.00,198801,199712,code and first month,
imports,IMR_0192,IM_0113,3004.31.99.00,198801,199712,"Insulin, not elsewhere specified, for human use, in dosage",IMR-3004319900-198801,IM-3004311000-198801,3004.31.99.00,198801,199712,code and first month,
imports,IMR_0193,IM_0116,3004.32.00.00,201201,202512,"Medicaments,containing corticosteroid hormone/derivative/structure analog,in doses/for retail sale,other than products of headings 30.02, 30.05, 30.06",IMR-3004320000-201201,IM-3004329011-198801,3004.32.00.00,201201,202606,code and first month,
imports,IMR_0194,IM_0116,3004.32.00.10,199803,200112,"Adrenal cortical hormone, containing more than 23% of abs ethyl alc by vol, in dosage",IMR-3004320010-199803,IM-3004329011-198801,3004.32.00.10,199803,200112,code and first month,
imports,IMR_0195,IM_0116,3004.32.00.11,200201,201112,"Hydrocortisone, for human use, in dosage",IMR-3004320011-200201,IM-3004329011-198801,3004.32.00.11,200201,201112,code and first month,
imports,IMR_0196,IM_0116,3004.32.00.19,200201,201112,"Medicaments containing corticosteroid hormones, for human use, not elsewhere specified",IMR-3004320019-200201,IM-3004329011-198801,3004.32.00.19,200201,201112,code and first month,
imports,IMR_0197,IM_0116,3004.32.00.20,200201,201112,"Corticosteriod hormones, for veterinary use, in dosage",IMR-3004320020-200201,IM-3004329011-198801,3004.32.00.20,200201,201112,code and first month,
imports,IMR_0198,IM_0116,3004.32.00.81,199801,200112,"Hydrocortisone, for human use, in dosage",IMR-3004320081-199801,IM-3004329011-198801,3004.32.00.81,199801,200112,code and first month,
imports,IMR_0199,IM_0116,3004.32.00.82,200011,200111,"Betamethasone, for human use, in dosage",IMR-3004320082-200011,IM-3004329011-198801,3004.32.00.82,200011,200111,code and first month,
imports,IMR_0200,IM_0116,3004.32.00.89,199801,200112,"Adrenal cortical hormones, not elsewhere specified, for human use, in dosage",IMR-3004320089-199801,IM-3004329011-198801,3004.32.00.89,199801,200112,code and first month,
